,Car_Name,Car_details,Endine_disp,Milage_in_km/ltr,Seating_cap,color,Max_power,front_brake_type,rear_brake_type,cargo_volume,height,width,length,Gross_Weight,top_speed,Ownership,Year_of_Manufacture,Steering_Type,Car_price
114,2018 Maruti Swift ZXI Plus,"38,804 kms • Petrol • Manual",1197 ,21.21,5,Red,81.80,Disc,Drum,268,1530,1735,3840,1315,-,Second Owner,2018,Electric,₹ 6.86 Lakh
115,2021 Maruti XL6 Alpha AT,"18,280 kms • Petrol • Automatic",1462 ,17.99,6,Blue,103.2,Ventilated Disc,Leading & Trailing Drum,209,1700,1775,4445,1740,-,First Owner,2021,Power,₹ 12.88 Lakh
116,2015 Hyundai Grand i10 Sportz,"16,687 kms • Petrol • Manual",1197 ,18.9,5,Blue,82,Disc,Drum,256-liters,1520,1660,3765,-,165 Kmph,First Owner,2015,Power,₹ 5.01 Lakh
117,2017 Honda Jazz 1.2 V i VTEC,"54,761 kms • Petrol • Manual",1199 ,18.7,5,White,88.7,Disc,Drum,354-litres,1544,1694,3955,-,172 Kmph,Second Owner,2017,Power,₹ 6.03 Lakh
118,2016 Volkswagen Ameo 1.2 MPI Highline,"54,732 kms • Petrol • Manual",1198 ,17,5,Silver,73.75,Disc,Drum,330,1483,1682,3995,-,-,First Owner,2016,Power,₹ 5.55 Lakh
119,2020 Renault Duster RXS,"66,366 kms • Petrol • Manual",1498 ,16.42,5,Brown,104.55,Disc,Drum,475,1695,1822,4360,-,-,First Owner,2020,Power,₹ 9.18 Lakh
120,2021 Mahindra XUV300 W8 Option,"7,231 kms • Petrol • Manual",1197 ,16.82,5,Grey,108.62,Disc,Disc,-,1627,1821,3995,-,-,First Owner,2021,Power,₹ 11.69 Lakh
121,2016 Maruti Baleno 1.2 Zeta,"53,080 kms • Petrol • Manual",1197 ,21.4,5,Blue,83.1,Disc,Drum,339-litres,1510,1745,3995,1340,180 Kmph,Second Owner,2016,Power,₹ 6.21 Lakh
122,2012 Maruti Swift VDI,"86,668 kms • Diesel • Manual",1248 ,22.9,5,Blue,74,Ventilated Disc,Drum,232-litres,1530,1695,3850,1505,158km/hr,First Owner,2012,Power,₹ 4.78 Lakh
123,2019 Toyota Yaris J,"39,812 kms • Petrol • Manual",1496 ,17.1,5,Red,105.94,Disc,Drum,476,1495,1730,4425,1580,-,First Owner,2019,Power,₹ 7.95 Lakh
124,2018 Honda Amaze V CVT Petrol BSIV,"16,265 kms • Petrol • Automatic",1199 ,19,5,Red,88.76,Disc,Drum,420,1501,1695,3995,-,140 Kmph,Second Owner,2018,Power,₹ 8.28 Lakh
125,2016 Maruti SX4 S Cross DDiS 200 Zeta,"48,132 kms • Diesel • Manual",1248 ,23.65,5,Blue,88.5,Ventilated Disc,Solid Disc,353-litres,1595,1785,4300,1670,190 Kmph,Second Owner,2016,Power,₹ 7.89 Lakh
126,2015 Maruti Swift Dzire ZXI,"79,075 kms • Petrol • Manual",1197 ,20.85,5,Brown,83.14,Ventilated Disc,Drum,320-liters,1555,1695,3995,1415,158 Kmph,Second Owner,2015,Power,₹ 5.17 Lakh
127,2018 Ford Ecosport 1.5 Diesel Titanium Plus BSIV,"37,352 kms • Diesel • Manual",1498 ,23,5,Brown,98.96,Ventilated Disc,Drum,352-litres,1647,1765,3998,1690Kg,-,Second Owner,2018,Power,₹ 9.84 Lakh
128,2016 Maruti Ciaz ZXi,"63,370 kms • Petrol • Manual",1373 ,20.73,5,Grey,91.1,Ventilated Disc,Drum,510-litres,1485,1730,4490,1490,190 kmph,Second Owner,2016,Power,₹ 7.20 Lakh
129,2014 Renault Duster 85PS Diesel RxL,"67,496 kms • Diesel • Manual",1461 ,20.45,5,White,83.8,Ventilated Disc,Drum,475-litres,1695,1822,4315,1758,-,First Owner,2014,Power,₹ 6.51 Lakh
130,2014 Hyundai Grand i10 Asta,"78,454 kms • Petrol • Manual",1197 ,18.9,5,White,82,Disc,Drum,256-liters,1520,1660,3765,-,165 Kmph,First Owner,2014,Power,₹ 4.26 Lakh
131,2013 Ford Ecosport 1.5 DV5 MT Titanium,"63,211 kms • Diesel • Manual",1498 ,22.7,5,White,89.84,Ventilated Disc,Drum,346-litres,1708,1765,3999,1740,182 Kmph,First Owner,2013,Power,₹ 5.95 Lakh
132,2015 Hyundai Verna 1.6 VTVT S Option,"47,144 kms • Petrol • Manual",1591 ,17.01,5,White,121.4,Disc,Drum,465-litres,1475,1700,4375,-,196 Kmph,First Owner,2015,Power,₹ 6.47 Lakh
133,2015 Honda City i VTEC VX,"60,873 kms • Petrol • Manual",1497 ,17.4,5,Grey,117.3,Disc,Drum,510-litres,1495,1695,4440,-,195 Kmph,First Owner,2015,Power,₹ 8.29 Lakh
134,2017 Tata Tiago 1.2 Revotron XZ,"34,662 kms • Petrol • Manual",1199 ,23.84,5,Brown,84,Disc,Drum,242-litres,1535,1647,3746,-,150 kmph,First Owner,2017,Power,₹ 5.25 Lakh
135,2019 Ford Freestyle Titanium Petrol BSIV,"36,423 kms • Petrol • Manual",1194 ,19,5,Silver,94.68,Ventilated Disc,Drum,257,1570,1737,3954,-,144.93 kmph,First Owner,2019,Power,₹ 6.70 Lakh
136,2021 Renault KWID Climber 1.0 MT Opt,"10,720 kms • Petrol • Manual",999 ,21.74,5,Black,67,Disc,Drum,279,1490,1579,3731,-,-,First Owner,2021,Electric,₹ 5.39 Lakh
137,2016 Honda Jazz 1.2 S i VTEC,"77,913 kms • Petrol • Manual",1199 ,18.7,5,White,88.7,Disc,Drum,354-litres,1544,1694,3955,-,172 Kmph,Second Owner,2016,Power,₹ 5.47 Lakh
138,2014 Hyundai Verna 1.6 SX CRDi (O),"93,787 kms • Diesel • Manual",1582 ,22.32,5,Grey,126.32,Disc,Disc,465-litre,1475,1700,4370,-,190km/hr,First Owner,2014,Power,₹ 6.17 Lakh
139,2017 Ford Ecosport 1.5 TDCi Platinum Edition BSIV,"70,681 kms • Diesel • Manual",1498 ,22.77,5,Silver,98.59,Ventilated Disc,Drum,346-litres,1708,1765,3999,-,182 Kmph,First Owner,2017,Power,₹ 8.86 Lakh
140,2019 Maruti Swift VXI,"15,330 kms • Petrol • Manual",1197 ,21.21,5,Red,81.80,Disc,Drum,268,1530,1735,3840,1315,-,Second Owner,2019,Electric,₹ 6.73 Lakh
141,2013 Toyota Etios Liva G SP,"65,795 kms • Petrol • Manual",1197 ,17.71,5,Red,78.9,Ventilated DIsc,Drum,251-litre,1510,1695,3775,-,-,First Owner,2013,Power,₹ 4.66 Lakh
142,2019 Maruti Swift VXI,"10,862 kms • Petrol • Manual",1197 ,21.21,5,Grey,81.80,Disc,Drum,268,1530,1735,3840,1315,-,Second Owner,2019,Electric,₹ 6.52 Lakh
143,2016 Renault Duster 110PS Diesel RxZ,"73,556 kms • Diesel • Manual",1461 ,19.6,5,Black,108.45,Disc,Drum,475-litres,1695,1822,4315,1806,168 Kmph,First Owner,2016,Power,₹ 8.13 Lakh
144,2021 Hyundai i20 Asta Opt,"18,726 kms • Petrol • Manual",1197 ,21,5,Black,81.80,Disc,Drum,311,1505,1775,3995,-,-,First Owner,2021,Electric,₹ 10.16 Lakh
145,2018 Maruti Ciaz Zeta Automatic BSIV,"84,262 kms • Petrol • Automatic",1462 ,20.28,5,Blue,103.25,Ventilated Disc,Drum,510-litres,1485 ,1730 ,4490 ,1530,-,First Owner,2018,Power,₹ 8.63 Lakh
146,2021 Maruti XL6 Zeta,"56,553 kms • Petrol • Manual",1462 ,19.01,6,Grey,103.2,Ventilated Disc,Leading & Trailing Drum,209,1700,1775,4445,1730,-,First Owner,2021,Power,₹ 10.75 Lakh
147,2014 Maruti Ritz VXi,"57,024 kms • Petrol • Manual",1197 ,18.5,5,Silver,85.80,Ventilated Disc,Drum,236-liters,1620,1680,3775,1430,156 Kmph,First Owner,2014,Power,₹ 4.21 Lakh
148,2016 Mahindra TUV 300 T8,"88,066 kms • Diesel • Manual",1493 ,18.49,7,Silver,100,Disc,Drum,384-litres,1826,1835,3995,2225,156 Kmph,First Owner,2016,Power,₹ 7.74 Lakh
149,2016 Renault Duster 85PS Diesel RxS,"73,372 kms • Diesel • Manual",1461 ,19.87,5,Grey,83.8,Disc,Drum,475-litres,1695,1822,4315,1777,156 Kmph,Second Owner,2016,Power,₹ 9.04 Lakh
150,2011 Maruti Alto K10 2010-2014 VXI,"80,062 kms • Petrol • Manual",998 ,20.92,5,Maroon,67.1,Ventilated Disc,Drum,-,1460,1475,3620,1185,-,Second Owner,2011,Power,₹ 2.46 Lakh
151,2016 Hyundai Grand i10 Sportz,"76,305 kms • Petrol • Manual",1197 ,18.9,5,Grey,82,Disc,Drum,256-liters,1520,1660,3765,-,165 Kmph,First Owner,2016,Power,₹ 4.63 Lakh
152,2019 Renault Triber RXZ BSIV,"77,570 kms • Petrol • Manual",999 ,20,7,Yellow,72,Disc,Drum,84,1643,1739,3990,-,-,First Owner,2019,Power,₹ 6.45 Lakh
153,2012 Maruti Swift VDI,"41,295 kms • Diesel • Manual",1248 ,22.9,5,White,74,Ventilated Disc,Drum,232-litres,1530,1695,3850,1505,158km/hr,First Owner,2012,Power,₹ 4.88 Lakh
154,2019 Kia Seltos GTK,"40,509 kms • Petrol • Manual",1353 ,16.1,5,Red,138,Disc,Drum,433,1645,1800,4315,-,-,First Owner,2019,Power,₹ 12.94 Lakh
155,2021 Renault KWID 1.0 RXT AMT Opt,"15,262 kms • Petrol • Automatic",999 ,22,5,Blue,67,Disc,Drum,279,1474,1579,3731,-,-,First Owner,2021,Electric,₹ 5.74 Lakh
156,2019 Skoda Rapid Monte Carlo 1.6 MPI BSIV,"16,997 kms • Petrol • Manual",1598 ,14.3,5,Red,103.2,Disc,Drum,460,1466,1699,4413,1680Kg,185kmph,First Owner,2019,Power,₹ 11.74 Lakh
157,2015 Hyundai Grand i10 Sportz,"16,819 kms • Petrol • Manual",1197 ,18.9,5,Yellow,82,Disc,Drum,256-liters,1520,1660,3765,-,165 Kmph,First Owner,2015,Power,₹ 5.01 Lakh
158,2015 Mercedes-Benz GLA 45 AMG,"23,000 kms • Petrol • Automatic",1991 ,12.33,5,White,355.4,Ventilated Disc,Ventilated Disc,421-litres,1479,1804,4445,2105,250 Kmph,First Owner,2015,Power,₹ 39 Lakh
159,2017 Maruti Baleno 1.2 CVT Delta,"15,827 kms • Petrol • Automatic",1197 ,21.4,5,Silver,83.1,Disc,Drum,339-litres,1510,1745,3995,1360,180 Kmph,Second Owner,2017,Power,₹ 6.77 Lakh
160,2017 Hyundai Verna VTVT 1.6 AT SX Option,"57,310 kms • Petrol • Automatic",1591 ,17,5,Blue,121.3,Disc,Drum,480,1475,1729,4440,-,158.83 kmph,First Owner,2017,Power,₹ 8.32 Lakh
161,2021 Renault Triber RXZ,"16,112 kms • Petrol • Manual",999 ,20,7,Blue,71.01,Disc,Drum,84,1643,1739,3991,-,-,First Owner,2021,Electric,₹ 9.09 Lakh
162,2016 Hyundai i20 Sportz 1.2,"22,808 kms • Petrol • Manual",1197 ,18.6,5,White,81.83,Disc,Drum,295-litres,1505,1734,3985,-,170 Kmph,First Owner,2016,Power,₹ 6.57 Lakh
163,2019 Tata Nexon 1.5 Revotorq XZ Plus,"67,103 kms • Diesel • Manual",1497 ,21.5,5,Silver,108.5,Disc,Drum,350,1607,1811,3994,-,154.19 kmph,First Owner,2019,Power,₹ 9.52 Lakh
164,2021 Tata Altroz XE,"34,988 kms • Petrol • Manual",1199 ,19.33,5,White,86.83,Disc,Drum,345,1523,1755,3990,-,-,First Owner,2021,Electric,₹ 6.70 Lakh
165,2018 Ford Freestyle Titanium Petrol BSIV,"16,387 kms • Petrol • Manual",1194 ,19,5,Red,94.68,Ventilated Disc,Drum,257,1570,1737,3954,-,144.93 kmph,First Owner,2018,Power,₹ 6.71 Lakh
166,2017 Hyundai Elantra 2.0 SX AT,"36,576 kms • Petrol • Automatic",1999 ,14.62,5,Red,149.92,Disc,Disc,420,1465,1800,4570,-,210 Kmph,Second Owner,2017,Power,₹ 11.71 Lakh
167,2021 Renault KWID Climber 1.0 MT Opt,"11,336 kms • Petrol • Manual",999 ,21.74,5,Blue,67,Disc,Drum,279,1490,1579,3731,-,-,First Owner,2021,Electric,₹ 5.35 Lakh
168,2022 Maruti Ciaz Zeta AT,"1,731 kms • Petrol • Automatic",1462 ,20.04,5,Blue,103.25,Ventilated Disc,Drum,510,1485,1730,4490,,-,First Owner,2022,Power,₹ 12.15 Lakh
169,2018 Tata Tiago 1.2 Revotron XZ,"33,138 kms • Petrol • Manual",1199 ,23.84,5,Red,84,Disc,Drum,242-litres,1535,1647,3746,-,150 kmph,First Owner,2018,Power,₹ 5.27 Lakh
170,2017 Tata Tiago 1.2 Revotron XZ,"10,930 kms • Petrol • Manual",1199 ,23.84,5,Blue,84,Disc,Drum,242-litres,1535,1647,3746,-,150 kmph,First Owner,2017,Power,₹ 5.37 Lakh
171,2014 Volkswagen Polo 1.2 MPI Highline,"85,100 kms • Petrol • Manual",1198 ,16.47,5,Grey,74,Disc,Drum,280-liters,1469,1682,3971,1520,165 kmph,Second Owner,2014,Power,₹ 4.84 Lakh
172,2018 Volkswagen Vento 1.2 TSI Highline Plus AT,"55,788 kms • Petrol • Automatic",1197 ,18.19,5,Grey,103.2,Ventilated Disc,Drum,494,1467,1699,4390,1720,185 Kmph,First Owner,2018,Power,₹ 9.72 Lakh
173,2012 Maruti Swift Dzire ZDi,"63,330 kms • Diesel • Manual",1248 ,19.3,5,White,73.9,Ventilated Disc,Drum,440 litres,1530,1690,4160,-,-,First Owner,2012,Power,₹ 5.67 Lakh
174,2015 Maruti Ertiga VDI,"87,041 kms • Diesel • Manual",1248 ,20.77,7,Grey,88.76,Disc,Drum,135-liters,1685,1695,4265,1845,160 kmph,Second Owner,2015,Power,₹ 7.13 Lakh
175,2012 Maruti Ertiga VDI,"98,311 kms • Diesel • Manual",1248 ,20.77,7,Blue,88.76,Disc,Drum,135-liters,1685,1695,4265,1845,160 kmph,Second Owner,2012,Power,₹ 6.33 Lakh
176,2016 Volkswagen Vento 1.5 TDI Highline AT,"76,717 kms • Diesel • Automatic",1498 ,22.15,5,Blue,108.6,Ventilated Disc,Drum,494,1467,1699,4390,1770,180 Kmph,Second Owner,2016,Power,₹ 6.72 Lakh
177,2018 Hyundai EON Sportz,"13,674 kms • Petrol • Manual",814 ,21.1,5,White,55.2,Disc,Drum,215-litres,1500,1550,3495,-,135 Kmph,Second Owner,2018,Power,₹ 3.96 Lakh
178,2017 Mahindra XUV500 AT W10 FWD,"92,286 kms • Diesel • Automatic",2179 ,16,7,White,140,Disc,Disc,720-litres,1785,1890,4585,2510,185 Kmph,First Owner,2017,Power,₹ 13.10 Lakh
179,2020 Maruti Wagon R VXI,"31,968 kms • Petrol • Manual",998 ,21.79,5,Grey,67.05,Disc,Drum,341 Litres,1675 ,1620 ,3655 ,1340,-,First Owner,2020,Power,₹ 5.44 Lakh
180,2017 Maruti Celerio VXI Optional MT BSIV,"33,155 kms • Petrol • Manual",998 ,23.1,5,White,67.04,Ventilated Disc,Drum,235-litres,1560,1600,3695,1250,150 Kmph,First Owner,2017,Power,₹ 4.65 Lakh
181,2017 Hyundai i20 Asta 1.2,"20,941 kms • Petrol • Manual",1197 ,18.6,5,Red,81.83,Disc,Drum,295-litres,1505,1734,3985,-,170 Kmph,Second Owner,2017,Power,₹ 6.64 Lakh
182,2017 Renault Duster 85PS Diesel RxZ,"48,618 kms • Diesel • Manual",1461 ,19.87,5,Red,83.8,Disc,Drum,475-litres,1695,1822,4315,1777,156 Kmph,First Owner,2017,Power,₹ 8.62 Lakh
183,2016 Maruti Celerio VXI,"10,909 kms • Petrol • Manual",998 ,23.1,5,White,67.04,Ventilated Disc,Drum,235-litres,1565,1635,3715,1250,150 Kmph,First Owner,2016,Power,₹ 5 Lakh
184,2022 Maruti Swift ZXI,"4,360 kms • Petrol • Manual",1197 ,22.38,5,Red,88.50,Disc,Drum,268,1530,1735,3845,1335,-,First Owner,2022,Electric,₹ 8.18 Lakh
185,2019 Tata Nexon 1.5 Revotorq XZA Plus,"49,808 kms • Diesel • Automatic",1497 ,21.5,5,Orange,108.5,Disc,Drum,350,1607,1811,3994,-,154.19 kmph,First Owner,2019,Power,₹ 9.71 Lakh
186,2016 Hyundai i20 Sportz 1.2,"45,244 kms • Petrol • Manual",1197 ,18.6,5,Silver,81.83,Disc,Drum,295-litres,1505,1734,3985,-,170 Kmph,Second Owner,2016,Power,₹ 6.28 Lakh
187,2015 Ford Ecosport 1.5 TDCi Titanium BSIV,"96,858 kms • Diesel • Manual",1498 ,22.77,5,Blue,98.59,Ventilated Disc,Drum,346-litres,1708,1765,3999,-,182 Kmph,First Owner,2015,Power,₹ 6.37 Lakh
188,2019 Tata Nexon 1.5 Revotorq XM,"70,739 kms • Diesel • Manual",1497 ,21.5,5,White,108.5,Disc,Drum,350,1607,1811,3994,-,154.19 kmph,First Owner,2019,Power,₹ 8.41 Lakh
189,2017 Renault KWID 1.0 AMT RXT,"67,009 kms • Petrol • Automatic",999 ,24.04,5,Green,67,Disc,Drum,300,1478,1579,3679,-,159.4 kmph,First Owner,2017,Power,₹ 3.95 Lakh
190,2017 Tata Tiago 1.2 Revotron XZ,"31,489 kms • Petrol • Manual",1199 ,23.84,5,Red,84,Disc,Drum,242-litres,1535,1647,3746,-,150 kmph,First Owner,2017,Power,₹ 5.35 Lakh
191,2015 Honda Jazz 1.2 V i VTEC,"49,245 kms • Petrol • Manual",1199 ,18.7,5,Black,88.7,Disc,Drum,354-litres,1544,1694,3955,-,172 Kmph,Second Owner,2015,Power,₹ 5.39 Lakh
192,2015 Maruti Wagon R VXI BS IV,"33,280 kms • Petrol • Manual",998 ,20.51,5,Blue,67.04,Ventilated Disc,Drum,180-liters,1700,1495,3599,1350,152 kmph,First Owner,2015,Power,₹ 4.11 Lakh
193,2017 Hyundai Grand i10 1.2 Kappa Sportz Option,"32,578 kms • Petrol • Manual",1197 ,18.9,5,Violet,81.86,Disc,Drum,256-liters,1520,1660,3765,-,165 Kmph,First Owner,2017,Power,₹ 5.42 Lakh
194,2019 Tata Harrier XZ BSIV,"36,792 kms • Diesel • Manual",1956 ,17,5,Orange,138.1,Disc,Drum,425,1706 ,1894 ,4598 ,-,-,Second Owner,2019,Power,₹ 15.74 Lakh
195,2019 Tata Harrier XZ BSIV,"42,666 kms • Diesel • Manual",1956 ,17,5,Orange,138.1,Disc,Drum,425,1706 ,1894 ,4598 ,-,-,First Owner,2019,Power,₹ 14.86 Lakh
196,2016 Honda Jazz 1.2 V AT i VTEC,"91,572 kms • Petrol • Automatic",1199 ,19,5,Grey,88.7,Disc,Drum,354-litres,1544,1694,3955,-,172 Kmph,First Owner,2016,Power,₹ 5.63 Lakh
197,2015 Honda City i VTEC V,"33,594 kms • Petrol • Manual",1497 ,17.4,5,Red,117.3,Disc,Drum,510-litres,1495,1695,4440,-,195 Kmph,First Owner,2015,Power,₹ 7.14 Lakh
198,2012 Maruti Swift Dzire ZDi,"93,309 kms • Diesel • Manual",1248 ,19.3,5,Golden,73.9,Ventilated Disc,Drum,440 litres,1530,1690,4160,-,-,Third Owner,2012,Power,₹ 4.96 Lakh
199,2016 Hyundai i20 Magna 1.2,"69,407 kms • Petrol • Manual",1197 ,18.6,5,White,81.83,Disc,Drum,295-litres,1505,1734,3985,-,170 Kmph,Second Owner,2016,Power,₹ 5.67 Lakh
200,2017 Tata Tiago 1.2 Revotron XZ,"65,169 kms • Petrol • Manual",1199 ,23.84,5,Orange,84,Disc,Drum,242-litres,1535,1647,3746,-,150 kmph,First Owner,2017,Power,₹ 4.70 Lakh
201,2014 Chevrolet Beat LT,"45,000 kms • Petrol • Manual",1199 ,18.6,5,Green,79.4,Disc,Drum,170-litres,1520,1595,3640,-,-,First Owner,2014,Power,₹ 3.50 Lakh
202,2018 Maruti Vitara Brezza ZDi Plus AMT Dual Tone,"1,34,093 kms • Diesel • Automatic",1248 ,24.3,5,Yellow,88.5,Ventilated Disc,Drum,328-litres,1640,1790,3995,1680,172 kmph,First Owner,2018,Power,₹ 8.95 Lakh
203,2016 Hyundai i20 Asta 1.2,"26,303 kms • Petrol • Manual",1197 ,18.6,5,Red,81.83,Disc,Drum,295-litres,1505,1734,3985,-,170 Kmph,Second Owner,2016,Power,₹ 6.70 Lakh
204,2019 Honda Amaze V CVT Diesel BSIV,"68,816 kms • Diesel • Automatic",1498 ,23.8,5,Red,78.9,Disc,Drum,420,1501,1695,3995,-,140 Kmph,First Owner,2019,Power,₹ 7.95 Lakh
205,2014 Hyundai i20 Asta 1.2,"80,509 kms • Petrol • Manual",1197 ,18.6,5,White,81.83,Disc,Drum,295-litres,1505,1734,3985,-,170 Kmph,First Owner,2014,Power,₹ 5.27 Lakh
206,2017 Hyundai i20 Asta 1.2,"37,053 kms • Petrol • Manual",1197 ,18.6,5,Red,81.83,Disc,Drum,295-litres,1505,1734,3985,-,170 Kmph,Second Owner,2017,Power,₹ 6.59 Lakh
207,2017 Renault Duster 85PS Diesel RxZ,"72,766 kms • Diesel • Manual",1461 ,19.87,5,White,83.8,Disc,Drum,475-litres,1695,1822,4315,1777,156 Kmph,First Owner,2017,Power,₹ 9.43 Lakh
208,2014 Volkswagen Polo 1.2 MPI Highline,"53,506 kms • Petrol • Manual",1198 ,16.47,5,White,74,Disc,Drum,280-liters,1469,1682,3971,1520,165 kmph,First Owner,2014,Power,₹ 6.03 Lakh
209,2019 Mahindra XUV300 W6 BSIV,"46,042 kms • Petrol • Manual",1197 ,17,5,Silver,110,Disc,Disc,259 Litres,1627 ,1821 ,3995 ,-,175 kmph,Second Owner,2019,Power,₹ 8.45 Lakh
210,2017 Honda WR-V i-DTEC VX,"44,453 kms • Diesel • Manual",1498 ,25.5,5,White,98.6,Ventilated Disc,Drum,363 Litres,1601,1734,3999,-,176 kmph,First Owner,2017,Electric,₹ 8.66 Lakh
211,2016 Renault Duster 85PS Diesel RxZ,"79,046 kms • Diesel • Manual",1461 ,19.87,5,Orange,83.8,Disc,Drum,475-litres,1695,1822,4315,1777,156 Kmph,First Owner,2016,Power,₹ 9.06 Lakh
212,2017 Renault KWID 1.0 RXT,"75,760 kms • Petrol • Manual",999 ,23.01,5,bronze,67,Disc,Drum,300,1478,1579,3679,-,155.8 kmph,First Owner,2017,Power,₹ 3.77 Lakh
213,2019 Datsun RediGO T,"21,313 kms • Petrol • Manual",799 ,22.7,5,Red,53.64,Disc,Drum,222,1541,1560,3429,-,-,First Owner,2019,Power,₹ 3.30 Lakh
214,2019 Datsun RediGO T,"21,500 kms • Petrol • Manual",799 ,22.7,5,Red,53.64,Disc,Drum,222,1541,1560,3429,-,-,First Owner,2019,Power,₹ 3.30 Lakh
215,2017 Mahindra XUV500 AT W10 FWD,"60,403 kms • Diesel • Automatic",2179 ,16,7,Orange,140,Disc,Disc,720-litres,1785,1890,4585,2510,185 Kmph,Second Owner,2017,Power,₹ 12.24 Lakh
216,2016 Honda Jazz 1.2 V AT i VTEC,"43,873 kms • Petrol • Automatic",1199 ,19,5,White,88.7,Disc,Drum,354-litres,1544,1694,3955,-,172 Kmph,First Owner,2016,Power,₹ 6.12 Lakh
217,2016 Hyundai i20 Magna 1.2,"63,592 kms • Petrol • Manual",1197 ,18.6,5,Silver,81.83,Disc,Drum,295-litres,1505,1734,3985,-,170 Kmph,First Owner,2016,Power,₹ 5.99 Lakh
218,2016 Hyundai Creta 1.6 CRDi SX,"70,314 kms • Diesel • Manual",1582 ,19.67,5,Yellow,126.2,Disc,Drum,400-litres,1630,1780,4270,-,190 Kmph,First Owner,2016,Power,₹ 11.31 Lakh
219,2016 Renault KWID 1.0 RXT Optional,"61,130 kms • Petrol • Manual",999 ,23.01,5,Red,67,Disc,Drum,300,1478,1579,3679,-,155.8 kmph,Second Owner,2016,Power,₹ 3.40 Lakh
220,2020 Maruti Ciaz Alpha,"68,587 kms • Petrol • Manual",1462 ,20.65,5,Grey,103.25,Ventilated Disc,Drum,510,1485,1730,4490,1520,-,First Owner,2020,Power,₹ 9.44 Lakh
221,2014 Hyundai i20 Magna Optional 1.2,"84,726 kms • Petrol • Manual",1197 ,18.5,5,Grey,82.9,Disc,Drum,-,1505,1710,3995,-,-,Second Owner,2014,Power,₹ 4.28 Lakh
222,2011 Hyundai i10 Sportz 1.2,"79,000 kms • Petrol • Manual",1197 ,20.36,5,Grey,78.9,Ventilated Disc,Drum,-,1550,1595,3585,-,-,First Owner,2011,Power,₹ 2.90 Lakh
223,2018 Maruti Swift VXI,"96,358 kms • Petrol • Manual",1197 ,21.21,5,White,81.80,Disc,Drum,268,1530,1735,3840,1315,-,First Owner,2018,Electric,₹ 6.10 Lakh
224,2018 Hyundai Santro Asta BSIV,"53,486 kms • Petrol • Manual",1086 ,20.3,5,Silver,68,Disc,Drum,235,1560 ,1645 ,3610 ,-,-,First Owner,2018,Power,₹ 5.53 Lakh
225,2019 Maruti Baleno Delta,"28,342 kms • Petrol • Manual",1197 ,21.01,5,Blue,81.80,Disc,Drum,339-litres,1510,1745,3995,1340,-,First Owner,2019,Electric,₹ 7.33 Lakh
226,2017 Hyundai i20 Asta 1.2,"27,284 kms • Petrol • Manual",1197 ,18.6,5,Silver,81.83,Disc,Drum,295-litres,1505,1734,3985,-,170 Kmph,First Owner,2017,Power,₹ 7.35 Lakh
227,2017 Renault Duster Petrol RXS CVT,"47,054 kms • Petrol • Automatic",1498 ,14.99,5,Red,104.5,Disc,Drum,475-litres,1695,1822,4315,1770,160 Kmph,First Owner,2017,Power,₹ 8.08 Lakh
228,2017 Mahindra KUV 100 mFALCON D75 K6 Plus,"51,352 kms • Diesel • Manual",1198 ,25.32,6,Silver,77,Disc,Drum,243-litres,1655,1715,3675,-,160 kmph,Second Owner,2017,Power,₹ 5 Lakh
229,2017 Maruti Swift Dzire AMT VXI BS IV,"89,306 kms • Petrol • Automatic",1197 ,22,5,Golden,81.80,Ventilated Disc,Drum,378,1515,1735,3995,1315Kg,-,First Owner,2017,Electric,₹ 5.81 Lakh
230,2016 Hyundai i20 Active 1.2 SX,"92,617 kms • Petrol • Manual",1197 ,17.19,5,White,81.86,Disc,Drum,285-litres,1555,1760,3995,-,160 Kmph,Second Owner,2016,Power,₹ 6.10 Lakh
231,2020 Tata Altroz XZ,"20,203 kms • Petrol • Manual",1199 ,19.33,5,Red,86.83,Disc,Drum,345,1523,1755,3990,-,-,First Owner,2020,Electric,₹ 8.04 Lakh
232,2015 Hyundai i20 Sportz Option 1.2,"51,395 kms • Petrol • Manual",1197 ,18.6,5,White,81.83,Disc,Drum,295-litres,1505,1734,3985,-,170 Kmph,First Owner,2015,Power,₹ 6.23 Lakh
233,2018 Maruti Swift Dzire AMT VXI,"42,564 kms • Petrol • Automatic",1197 ,21.21,5,Grey,81.80,Disc,Drum,378,1515,1735,3995,1315Kg,-,First Owner,2018,Power,₹ 7.27 Lakh
234,2016 Renault Duster 110PS Diesel RxL AMT,"85,586 kms • Diesel • Automatic",1461 ,19.6,5,Black,108.45,Disc,Drum,475-litres,1695,1822,4315,1813,168 Kmph,Second Owner,2016,Power,₹ 9.14 Lakh
235,2017 Renault Duster Petrol RXS CVT,"39,622 kms • Petrol • Automatic",1498 ,14.99,5,Brown,104.5,Disc,Drum,475-litres,1695,1822,4315,1770,160 Kmph,Second Owner,2017,Power,₹ 7.56 Lakh
236,2020 Mahindra Marazzo M4 Plus 8Str,"22,150 kms • Diesel • Manual",1497 ,17.3,8,White,120.96,Disc,Disc,190,1774,1866,4585,-,-,First Owner,2020,Electric,₹ 12 Lakh
