,Fuel_type,Running_in_kms,Endine_disp,Gear_transmission,Milage_in_km/ltr,Seating_cap,color,Max_power,front_brake_type,rear_brake_type,height,width,length,Weight,top_speed,Brand,Model,car_price,city_name,Car_age
0,Petrol,89579.0,998.0,Manual,20.92,5.0,White,67.1,Ventilated Disc,Drum,1460.0,1475.0,3620.0,1185.0,,Maruti,Alto K10,177000.0,ahmedabad,9.0
1,Petrol,81674.0,998.0,Manual,21.79,5.0,White,67.05,Disc,Drum,1675.0,1620.0,3655.0,1340.0,,Maruti,Wagon R,360000.0,ahmedabad,5.0
2,Petrol,38647.0,1497.0,Manual,17.0,5.0,Other,115.64,Disc,Drum,1480.0,1695.0,4420.0,,,Honda,City,399000.0,ahmedabad,10.0
3,Petrol,9718.0,1197.0,Manual,21.21,5.0,White,81.8,Disc,Drum,1515.0,1735.0,3995.0,1315.0,,Maruti,Swift Dzire,665000.0,ahmedabad,2.0
4,Petrol,57341.0,1196.0,Manual,16.11,5.0,White,72.42,Disc,Drum,1825.0,1475.0,3675.0,1510.0,,Maruti,Eeco,279000.0,ahmedabad,9.0
5,Petrol,17116.0,1196.0,Manual,16.11,5.0,White,72.42,Disc,Drum,1825.0,1475.0,3675.0,1510.0,,Maruti,Eeco,472000.0,ahmedabad,1.0
6,Petrol,45347.0,1196.0,Manual,15.37,5.0,White,73.0,Ventilated Disc,Drum,1800.0,1475.0,3675.0,1510.0,145.0,Maruti,Eeco,381000.0,ahmedabad,5.0
7,Petrol,24230.0,998.0,Manual,21.7,5.0,Red,67.05,Ventilated Disc,Drum,1564.0,1520.0,3565.0,1170.0,,Maruti,S-Presso,422000.0,ahmedabad,2.0
8,Diesel,94754.0,2494.0,Manual,12.99,8.0,Silver,100.0,Ventilated Disc,Leading-Trailing Drum,1760.0,1760.0,4585.0,2300.0,,Toyota,Innova,670000.0,ahmedabad,8.0
9,Petrol,88362.0,1196.0,Manual,16.11,5.0,Silver,72.42,Disc,Drum,1825.0,1475.0,3675.0,1510.0,,Maruti,Eeco,397000.0,ahmedabad,4.0
10,Petrol,14161.0,1196.0,Manual,15.37,5.0,White,73.0,Ventilated Disc,Drum,1800.0,1475.0,3675.0,1510.0,145.0,Maruti,Eeco,457000.0,ahmedabad,2.0
11,Petrol,19627.0,1196.0,Manual,16.11,5.0,White,72.42,Disc,Drum,1825.0,1475.0,3675.0,1510.0,,Maruti,Eeco,470000.0,ahmedabad,1.0
12,Petrol,11935.0,1197.0,Manual,21.21,5.0,Grey,81.8,Disc,Drum,1515.0,1735.0,3995.0,1315.0,,Maruti,Swift Dzire,695000.0,ahmedabad,2.0
13,Petrol,34669.0,1197.0,Manual,21.01,5.0,Grey,81.8,Disc,Drum,1510.0,1745.0,3995.0,1340.0,,Maruti,Baleno,536000.0,ahmedabad,4.0
14,Diesel,48570.0,1248.0,Manual,28.4,5.0,White,74.02,Disc,Drum,1515.0,1735.0,3995.0,1405.0,,Maruti,Swift Dzire,486000.00000000006,ahmedabad,6.0
15,Diesel,70012.0,1498.0,Manual,26.0,5.0,White,98.6,Disc,Drum,1495.0,1695.0,4440.0,,175.0,Honda,City,742000.0,ahmedabad,4.0
16,Diesel,86698.0,1248.0,Manual,25.1,5.0,Silver,88.5,Disc,Disc,1595.0,1785.0,4300.0,1670.0,164.0,Maruti,SX4 S Cross,660000.0,ahmedabad,4.0
17,Diesel,98070.0,1364.0,Manual,23.59,5.0,Silver,,,,,,,,,Toyota,Etios,352000.0,ahmedabad,8.0
18,Diesel,100821.0,1248.0,Manual,25.2,5.0,White,74.0,Ventilated Disc,Drum,1530.0,1735.0,3840.0,1405.0,155.0,Maruti,Swift,304000.0,ahmedabad,7.0
19,Diesel,161779.0,2498.0,Manual,14.0,8.0,Brown,112.0,Ventilated Disc,Drum,1895.0,1850.0,4520.0,,,Mahindra,Xylo,141000.0,ahmedabad,10.0
20,Petrol,49072.0,1197.0,Manual,21.01,5.0,Blue,81.8,Disc,Drum,1510.0,1745.0,3995.0,1340.0,,Maruti,Baleno,610000.0,ahmedabad,4.0
21,Petrol,85416.0,998.0,Manual,20.51,5.0,Other,67.04,Ventilated Disc,Drum,1700.0,1495.0,3599.0,1350.0,152.0,Maruti,Wagon R,280000.0,ahmedabad,8.0
22,Diesel,74431.0,1461.0,Manual,20.45,5.0,Black,83.8,Disc,Drum,1671.0,2000.0,4331.0,1764.0,156.0,Nissan,Terrano,470000.0,ahmedabad,5.0
23,Petrol,59642.0,1198.0,Manual,17.8,5.0,Silver,86.7,Disc,Drum,1505.0,1680.0,3990.0,,140.0,Honda,Amaze,501000.0,ahmedabad,4.0
24,Petrol,42381.0,998.0,Manual,21.79,5.0,White,67.05,Disc,Drum,1675.0,1620.0,3655.0,1340.0,,Maruti,Wagon R,329000.0,ahmedabad,7.0
25,Petrol,131125.0,998.0,Manual,21.79,5.0,Grey,67.05,Disc,Drum,1675.0,1620.0,3655.0,1340.0,,Maruti,Wagon R,294000.0,ahmedabad,7.0
26,Petrol,60689.0,998.0,Manual,20.51,5.0,White,67.04,Ventilated Disc,Drum,1700.0,1495.0,3599.0,1350.0,152.0,Maruti,Wagon R,267000.0,ahmedabad,10.0
27,Diesel,72301.0,1248.0,Manual,22.9,5.0,White,74.0,Ventilated Disc,Drum,1530.0,1695.0,3850.0,1505.0,,Maruti,Swift,399000.0,ahmedabad,8.0
28,Diesel,97922.0,1498.0,Manual,22.27,5.0,White,108.6,Ventilated Disc,Drum,1467.0,1699.0,4390.0,1750.0,180.0,Volkswagen,Vento,711000.0,ahmedabad,3.0
29,Diesel,80084.0,1248.0,Manual,23.4,5.0,Grey,74.0,Ventilated Disc,Drum,1555.0,1695.0,3995.0,1505.0,,Maruti,Swift Dzire,340000.0,ahmedabad,9.0
30,Petrol,9303.0,1197.0,Manual,21.21,5.0,White,81.8,Disc,Drum,1515.0,1735.0,3995.0,1315.0,,Maruti,Swift Dzire,684000.0,ahmedabad,2.0
31,Petrol,43031.0,998.0,Manual,20.51,5.0,White,67.04,Ventilated Disc,Drum,1670.0,1475.0,3636.0,1350.0,152.0,Maruti,Wagon R,387000.0,ahmedabad,4.0
32,Petrol,45090.0,1197.0,Manual,20.4,5.0,White,81.8,Ventilated Disc,Drum,1530.0,1735.0,3840.0,1315.0,165.0,Maruti,Swift,463999.99999999994,ahmedabad,5.0
33,Petrol,51069.0,1197.0,Manual,21.4,5.0,Blue,83.1,Disc,Drum,1510.0,1745.0,3995.0,1340.0,180.0,Maruti,Baleno,482000.0,ahmedabad,5.0
34,Diesel,65484.0,1582.0,Manual,22.32,5.0,White,126.32,Disc,Disc,1475.0,1700.0,4370.0,,190.0,Hyundai,Verna,543000.0,ahmedabad,7.0
35,Petrol,73875.0,1197.0,Manual,18.9,5.0,White,82.0,Disc,Drum,1520.0,1660.0,3765.0,,165.0,Hyundai,Grand i10,480000.0,ahmedabad,6.0
36,Petrol,89144.0,1497.0,Manual,17.4,5.0,Other,117.6,Ventilated Disc,Drum,1495.0,1695.0,4440.0,1436.0,189.0,Honda,City,764000.0,ahmedabad,3.0
37,Diesel,74000.0,1498.0,Manual,22.77,5.0,White,98.59,Ventilated Disc,Drum,1708.0,1765.0,3999.0,,182.0,Ford,Ecosport,725000.0,ahmedabad,5.0
38,Diesel,16000.0,2987.0,Automatic,17.0,5.0,White,254.8,Ventilated Disc,Disc,1494.0,1860.0,5063.0,,250.0,Mercedes-Benz,E-Class,6200000.0,ahmedabad,2.0
39,Diesel,19376.0,1498.0,Manual,23.0,5.0,White,98.96,Ventilated Disc,Drum,1647.0,1765.0,3998.0,1690.0,,Ford,Ecosport,925000.0,ahmedabad,3.0
40,Petrol,34001.0,1198.0,Manual,19.4,5.0,Red,86.8,Disc,Drum,1500.0,1680.0,3610.0,,,Honda,Brio,365000.0,ahmedabad,8.0
41,Petrol,31403.0,1197.0,Manual,18.9,5.0,White,82.0,Disc,Drum,1520.0,1660.0,3765.0,,165.0,Hyundai,Grand i10,465000.00000000006,ahmedabad,7.0
42,Diesel,58000.0,2987.0,Automatic,13.5,5.0,White,282.0,"Disc,internally ventilated",Disc,1479.0,1871.0,5226.0,2580.0,250.0,Mercedes-Benz,S-Class,3400000.0,ahmedabad,7.0
43,Diesel,48000.0,2143.0,Automatic,13.0,5.0,White,204.0,Ventilated Disc,Solid Disc,1474.0,2071.0,4879.0,2280.0,242.0,Mercedes-Benz,E-Class,2651000.0,ahmedabad,5.0
44,Diesel,71003.0,1968.0,Automatic,15.73,5.0,White,174.33,Ventilated Disc,Drum,1608.0,2019.0,4385.0,2185.0,212.0,Audi,Q3,1650000.0,ahmedabad,7.0
45,Diesel,30000.0,2198.0,Manual,14.2,7.0,Black,158.2,Disc,Disc,1837.0,1869.0,4903.0,,,Ford,Endeavour,2950000.0,ahmedabad,2.0
46,Diesel,72000.0,1498.0,Manual,23.0,5.0,White,98.96,Ventilated Disc,Drum,1647.0,1765.0,3998.0,1690.0,,Ford,Ecosport,675000.0,ahmedabad,4.0
47,Diesel,95000.0,1364.0,Manual,23.59,5.0,Silver,,,,,,,,,Toyota,Etios,390000.0,ahmedabad,9.0
48,Petrol,38500.0,999.0,Manual,18.78,5.0,Blue,75.0,Disc,Drum,1469.0,1682.0,3971.0,1500.0,165.0,Volkswagen,Polo,690000.0,ahmedabad,2.0
49,Diesel,54000.0,1498.0,Manual,21.9,7.0,White,98.6,Disc,Drum,1666.0,1735.0,4453.0,,,Honda,BR-V,790000.0,ahmedabad,4.0
50,Petrol,23000.0,998.0,Automatic,21.79,5.0,Silver,67.05,Disc,Drum,1675.0,1620.0,3655.0,1340.0,,Maruti,Wagon R,515000.00000000006,ahmedabad,3.0
51,Petrol,13300.0,1497.0,Automatic,18.0,5.0,White,117.6,Ventilated Disc,Drum,1495.0,1695.0,4440.0,1455.0,195.0,Honda,City,1200000.0,ahmedabad,2.0
52,Petrol,28000.0,1199.0,Automatic,18.2,5.0,Red,88.7,Disc,Drum,1544.0,1694.0,3955.0,,172.0,Honda,Jazz,825000.0,ahmedabad,3.0
53,Diesel,54000.0,1582.0,Manual,22.0,5.0,Black,126.2,Disc,Drum,1475.0,1729.0,4440.0,,,Hyundai,Verna,700000.0,ahmedabad,4.0
54,Diesel,51000.0,1498.0,Manual,22.77,5.0,Silver,98.59,Ventilated Disc,Drum,1708.0,1765.0,3999.0,,182.0,Ford,Ecosport,750000.0,ahmedabad,5.0
55,Diesel,64000.0,1582.0,Manual,22.32,5.0,White,126.32,Disc,Disc,1475.0,1700.0,4370.0,,190.0,Hyundai,Verna,649000.0,ahmedabad,6.0
56,Diesel,65000.0,2179.0,Manual,16.0,7.0,Black,140.0,Disc,Disc,1785.0,1890.0,4585.0,2510.0,185.0,Mahindra,XUV500,850000.0,ahmedabad,5.0
57,Diesel,47000.0,2179.0,Automatic,16.36,5.0,White,187.7,Disc,Disc,1460.0,1877.0,4961.0,2320.0,225.0,Jaguar,XF,2390000.0,ahmedabad,5.0
58,Petrol,75000.0,814.0,Manual,21.1,5.0,Grey,55.2,Disc,Drum,1500.0,1550.0,3495.0,,135.0,Hyundai,EON,275000.0,ahmedabad,7.0
59,Diesel,68000.0,1995.0,Automatic,22.69,5.0,White,190.0,Disc,Disc,1429.0,1811.0,4824.0,,230.0,BMW,3 Series,2590000.0,ahmedabad,4.0
60,Petrol,49000.0,1197.0,Manual,18.9,5.0,Silver,81.86,Disc,Drum,1520.0,1660.0,3765.0,,,Hyundai,Grand i10,575000.0,ahmedabad,2.0
61,Diesel,76900.0,1120.0,Manual,24.0,5.0,Blue,70.0,Disc,Drum,1520.0,1660.0,3765.0,,157.0,Hyundai,Grand i10,450000.0,ahmedabad,7.0
62,Diesel,30486.0,1950.0,Automatic,16.1,5.0,Blue,191.7,Ventilated Disc,Disc,1494.0,1860.0,5063.0,,240.0,Mercedes-Benz,E-Class,4800000.0,ahmedabad,2.0
63,Petrol,85341.0,2354.0,Manual,12.8,5.0,White,177.6,Multilateral Disc,Solid Disc,1475.0,1845.0,4950.0,,,Honda,Accord,300000.0,ahmedabad,13.0
64,Diesel,66000.0,1248.0,Manual,26.59,5.0,White,74.0,Ventilated Disc,Drum,1555.0,1695.0,3995.0,1505.0,169.0,Maruti,Swift Dzire,484999.99999999994,ahmedabad,5.0
65,Petrol,21000.0,1798.0,Automatic,15.1,5.0,Grey,178.0,Disc,Disc,1476.0,1814.0,4670.0,1860.0,220.0,Skoda,Octavia,1975000.0,ahmedabad,3.0
66,Petrol,85000.0,1796.0,Automatic,11.74,5.0,Silver,186.0,Ventilated Disc,Solid Disc,1447.0,1770.0,4591.0,2020.0,230.0,Mercedes-Benz,New C-Class,850000.0,ahmedabad,11.0
67,Diesel,20634.0,1248.0,Manual,19.3,5.0,White,73.9,Ventilated Disc,Drum,1530.0,1690.0,4160.0,,,Maruti,Swift Dzire,649000.0,ahmedabad,4.0
68,Diesel,14667.0,1968.0,Automatic,18.25,5.0,Blue,187.74,Ventilated Disc,Disc,1427.0,1842.0,4726.0,2075.0,237.0,Audi,A4,3200000.0,ahmedabad,3.0
69,Diesel,68000.0,1995.0,Automatic,13.2,5.0,Brown,170.0,Disc,Disc,1421.0,1817.0,4531.0,1965.0,216.0,BMW,3 Series,1491000.0,ahmedabad,9.0
70,Petrol,44721.0,1198.0,Manual,19.4,5.0,White,86.8,Disc,Drum,1500.0,1680.0,3610.0,,,Honda,Brio,345000.0,ahmedabad,9.0
71,Diesel,67000.0,1498.0,Manual,25.8,5.0,White,98.6,Disc,Drum,1505.0,1680.0,3990.0,,170.0,Honda,Amaze,440000.00000000006,ahmedabad,7.0
72,Diesel,19000.0,1186.0,Manual,25.4,5.0,Silver,73.97,Disc,Drum,1520.0,1660.0,3995.0,,156.0,Hyundai,Xcent,575000.0,ahmedabad,5.0
73,Diesel,73000.0,1461.0,Manual,21.64,5.0,Silver,84.8,Disc,Drum,1505.0,1695.0,4425.0,,,Nissan,Sunny,345000.0,ahmedabad,7.0
74,Petrol,55417.0,1598.0,Manual,15.04,5.0,Silver,103.6,Disc,Drum,1466.0,1699.0,4384.0,1680.0,185.0,Volkswagen,Vento,375000.0,ahmedabad,10.0
75,Petrol,65329.0,1798.0,Manual,14.3,5.0,White,160.0,Disc,Disc,1475.0,1820.0,4765.0,2030.0,220.0,Volkswagen,Passat,525000.0,ahmedabad,11.0
76,Petrol,65000.0,1197.0,Manual,20.36,5.0,Silver,78.9,Ventilated Disc,Drum,1550.0,1595.0,3585.0,,,Hyundai,Grand i10,225000.0,ahmedabad,12.0
77,Diesel,43000.0,1248.0,Automatic,28.4,5.0,Silver,74.02,Disc,Drum,1515.0,1735.0,3995.0,1405.0,,Maruti,Swift Dzire,675000.0,ahmedabad,4.0
78,Petrol,55000.0,1497.0,Automatic,18.0,5.0,White,117.3,Disc,Drum,1495.0,1695.0,4440.0,,195.0,Honda,City,877999.9999999999,ahmedabad,5.0
79,Diesel,27000.0,2499.0,Manual,13.1,7.0,White,141.0,Ventilated Disc,Self-Adjusting Drum,1826.0,1788.0,5062.0,,,Ford,Endeavour,850000.0,ahmedabad,6.0
80,Diesel,49000.0,2755.0,Manual,14.24,7.0,White,174.5,Ventilated Disc,Ventilated Disc,1835.0,1855.0,4795.0,2610.0,,Toyota,Fortuner,2700000.0,ahmedabad,3.0
81,Petrol,11900.0,1591.0,Automatic,17.0,5.0,White,121.3,Disc,Drum,1475.0,1729.0,4440.0,,158.0,Hyundai,Verna,1135000.0,ahmedabad,2.0
82,Diesel,78000.0,2199.0,Automatic,13.01,7.0,White,194.3,Ventilated Disc,Solid Disc,1690.0,1880.0,4690.0,,182.0,Hyundai,Santa Fe,1251000.0,ahmedabad,7.0
83,Diesel,62000.0,1248.0,Manual,23.4,5.0,Silver,74.0,Ventilated Disc,Drum,1555.0,1695.0,3995.0,1505.0,,Maruti,Swift Dzire,475000.0,ahmedabad,7.0
84,Diesel,38000.0,1396.0,Manual,22.54,5.0,White,88.73,Disc,Drum,1505.0,1734.0,3985.0,,180.0,Hyundai,i20,490000.00000000006,ahmedabad,7.0
85,Diesel,41665.0,1498.0,Manual,24.2,7.0,White,98.6,Disc,Drum,1603.0,1683.0,4386.0,,165.0,Honda,Mobilio,535000.0,ahmedabad,6.0
86,Diesel,62000.0,1248.0,Manual,23.65,5.0,White,88.5,Ventilated Disc,Solid Disc,1595.0,1785.0,4300.0,1670.0,160.0,Maruti,SX4 S Cross,590000.0,ahmedabad,5.0
87,Diesel,68000.0,1248.0,Manual,22.9,5.0,White,74.0,Ventilated Disc,Drum,1530.0,1695.0,3850.0,1505.0,,Maruti,Swift,390000.0,ahmedabad,9.0
88,Petrol,68000.0,998.0,Manual,21.79,5.0,White,67.05,Disc,Drum,1675.0,1620.0,3655.0,1340.0,,Maruti,Wagon R,190000.0,ahmedabad,13.0
89,Diesel,95106.0,1582.0,Automatic,17.01,5.0,Silver,126.2,Disc,Drum,1630.0,1780.0,4270.0,,190.0,Hyundai,Creta,900000.0,ahmedabad,6.0
90,Diesel,38000.0,1364.0,Manual,23.59,5.0,Grey,67.06,Ventilated Disc,Drum,1510.0,1695.0,3775.0,,,Toyota,Etios Liva,425000.0,ahmedabad,8.0
91,Diesel,41000.0,1186.0,Manual,24.0,5.0,White,73.97,Disc,Drum,1520.0,1660.0,3765.0,,151.0,Hyundai,Grand i10,515000.00000000006,ahmedabad,3.0
92,Diesel,55900.0,1248.0,Manual,24.3,5.0,White,88.5,Ventilated Disc,Drum,1640.0,1790.0,3995.0,1680.0,172.0,Maruti,Vitara Brezza,815000.0,ahmedabad,3.0
93,Diesel,42000.0,1248.0,Manual,24.52,7.0,White,88.5,Ventilated Disc,Drum,1685.0,1695.0,4296.0,,160.0,Maruti,Ertiga,740000.0,ahmedabad,5.0
94,Diesel,89000.0,1461.0,Manual,19.01,5.0,Brown,108.45,Ventilated Disc,Drum,1695.0,1822.0,4315.0,1781.0,,Renault,Duster,525000.0,ahmedabad,7.0
95,Diesel,65000.0,2982.0,Manual,11.5,7.0,Black,171.0,Ventilated Disc,Leading-Trailing Drum,1850.0,1840.0,4695.0,2510.0,176.0,Toyota,Fortuner,890000.0,ahmedabad,11.0
96,Diesel,68000.0,1598.0,Manual,20.54,5.0,White,103.6,Disc,Drum,1466.0,1699.0,4384.0,1760.0,186.0,Volkswagen,Vento,330000.0,ahmedabad,10.0
97,Diesel,55000.0,1598.0,Manual,20.54,5.0,White,103.6,Disc,Drum,1466.0,1699.0,4384.0,1760.0,186.0,Volkswagen,Vento,330000.0,ahmedabad,9.0
98,Diesel,57000.0,1396.0,Manual,22.1,5.0,White,88.7,Disc,Drum,1665.0,1780.0,4270.0,,,Hyundai,Creta,975000.0,ahmedabad,3.0
99,Diesel,52000.0,1396.0,Manual,22.54,5.0,White,88.73,Disc,Drum,1505.0,1734.0,3985.0,,180.0,Hyundai,i20,575000.0,ahmedabad,4.0
100,Diesel,38000.0,1396.0,Manual,22.54,5.0,White,88.73,Disc,Drum,1505.0,1734.0,3985.0,,180.0,Hyundai,i20,490000.00000000006,ahmedabad,7.0
101,Petrol,28000.0,1197.0,Manual,21.01,5.0,Blue,81.8,Disc,Drum,1510.0,1745.0,3995.0,1340.0,,Maruti,Baleno,700000.0,ahmedabad,3.0
102,Diesel,41665.0,1498.0,Manual,24.2,7.0,White,98.6,Disc,Drum,1603.0,1683.0,4386.0,,165.0,Honda,Mobilio,535000.0,ahmedabad,6.0
103,Diesel,62000.0,1248.0,Manual,23.65,5.0,White,88.5,Ventilated Disc,Solid Disc,1595.0,1785.0,4300.0,1670.0,160.0,Maruti,SX4 S Cross,590000.0,ahmedabad,5.0
104,Diesel,68000.0,1248.0,Manual,22.9,5.0,White,74.0,Ventilated Disc,Drum,1530.0,1695.0,3850.0,1505.0,,Maruti,Swift,390000.0,ahmedabad,9.0
105,Petrol,68000.0,998.0,Manual,21.79,5.0,White,67.05,Disc,Drum,1675.0,1620.0,3655.0,1340.0,,Maruti,Wagon R,190000.0,ahmedabad,13.0
106,Diesel,95106.0,1582.0,Automatic,17.01,5.0,Silver,126.2,Disc,Drum,1630.0,1780.0,4270.0,,190.0,Hyundai,Creta,900000.0,ahmedabad,6.0
107,Diesel,38000.0,1364.0,Manual,23.59,5.0,Grey,67.06,Ventilated Disc,Drum,1510.0,1695.0,3775.0,,,Toyota,Etios Liva,425000.0,ahmedabad,8.0
108,Diesel,41000.0,1186.0,Manual,24.0,5.0,White,73.97,Disc,Drum,1520.0,1660.0,3765.0,,151.0,Hyundai,Grand i10,515000.00000000006,ahmedabad,3.0
109,Diesel,55900.0,1248.0,Manual,24.3,5.0,White,88.5,Ventilated Disc,Drum,1640.0,1790.0,3995.0,1680.0,172.0,Maruti,Vitara Brezza,815000.0,ahmedabad,3.0
110,Diesel,42000.0,1248.0,Manual,24.52,7.0,White,88.5,Ventilated Disc,Drum,1685.0,1695.0,4296.0,,160.0,Maruti,Ertiga,740000.0,ahmedabad,5.0
111,Diesel,89000.0,1461.0,Manual,19.01,5.0,Brown,108.45,Ventilated Disc,Drum,1695.0,1822.0,4315.0,1781.0,,Renault,Duster,525000.0,ahmedabad,7.0
112,Diesel,65000.0,2982.0,Manual,11.5,7.0,Black,171.0,Ventilated Disc,Leading-Trailing Drum,1850.0,1840.0,4695.0,2510.0,176.0,Toyota,Fortuner,890000.0,ahmedabad,11.0
113,Diesel,68000.0,1598.0,Manual,20.54,5.0,White,103.6,Disc,Drum,1466.0,1699.0,4384.0,1760.0,186.0,Volkswagen,Vento,330000.0,ahmedabad,10.0
114,Diesel,55000.0,1598.0,Manual,20.54,5.0,White,103.6,Disc,Drum,1466.0,1699.0,4384.0,1760.0,186.0,Volkswagen,Vento,330000.0,ahmedabad,9.0
115,Diesel,57000.0,1396.0,Manual,22.1,5.0,White,88.7,Disc,Drum,1665.0,1780.0,4270.0,,,Hyundai,Creta,975000.0,ahmedabad,3.0
116,Diesel,52000.0,1396.0,Manual,22.54,5.0,White,88.73,Disc,Drum,1505.0,1734.0,3985.0,,180.0,Hyundai,i20,575000.0,ahmedabad,4.0
117,Diesel,34000.0,1493.0,Automatic,17.8,5.0,Blue,113.4,Disc,Disc,1645.0,1800.0,4315.0,,,Kia,Seltos,1350000.0,ahmedabad,2.0
118,Diesel,46000.0,2198.0,Automatic,12.62,7.0,White,158.0,Disc,Disc,1837.0,1860.0,4892.0,,,Ford,Endeavour,2500000.0,ahmedabad,3.0
119,Diesel,69000.0,1396.0,Manual,22.54,5.0,Red,88.73,Disc,Drum,1505.0,1734.0,3985.0,,180.0,Hyundai,i20,650000.0,ahmedabad,4.0
120,Diesel,69000.0,1396.0,Manual,22.54,5.0,Red,88.73,Disc,Drum,1505.0,1734.0,3985.0,,180.0,Hyundai,i20,650000.0,ahmedabad,4.0
121,Diesel,50000.0,1498.0,Manual,23.0,5.0,Grey,98.96,Ventilated Disc,Drum,1647.0,1765.0,3998.0,1690.0,,Ford,Ecosport,825000.0,ahmedabad,3.0
122,Petrol,64000.0,1497.0,Automatic,18.0,5.0,Grey,117.3,Disc,Drum,1495.0,1695.0,4440.0,,195.0,Honda,City,840000.0,ahmedabad,5.0
123,Diesel,68000.0,2523.0,Manual,15.96,7.0,White,62.1,Disc,Drum,1880.0,1745.0,4107.0,,117.0,Mahindra,Bolero,551000.0,ahmedabad,5.0
124,Petrol,28000.0,796.0,Manual,19.7,5.0,Beige,46.3,Disc,Drum,1460.0,1475.0,3495.0,1140.0,137.0,Maruti,Alto,204999.99999999997,ahmedabad,11.0
125,Petrol,2500.0,1591.0,Manual,17.0,5.0,Black,121.3,Disc,Drum,1475.0,1729.0,4440.0,,,Hyundai,Verna,1235000.0,ahmedabad,1.0
126,Diesel,40000.0,2523.0,Manual,18.06,7.0,Black,63.0,Disc,Drum,1904.0,1640.0,3760.0,,150.0,Mahindra,Thar,750000.0,ahmedabad,5.0
127,Diesel,55000.0,1461.0,Manual,19.3,7.0,White,84.8,Disc,Drum,1860.0,1700.0,4400.0,,176.0,Nissan,Evalia,490000.00000000006,ahmedabad,6.0
128,Petrol,73000.0,1197.0,Manual,21.21,5.0,White,81.8,Disc,Drum,1515.0,1735.0,3995.0,1315.0,,Maruti,Swift Dzire,690000.0,ahmedabad,3.0
129,Petrol,63000.0,1197.0,Automatic,18.9,5.0,Grey,82.0,Disc,Drum,1520.0,1660.0,3765.0,,165.0,Hyundai,Grand i10,550000.0,ahmedabad,5.0
130,Petrol,90815.0,1493.0,Manual,12.8,5.0,Silver,100.0,,,,,,,,Honda,City,165000.0,ahmedabad,17.0
131,Diesel,68000.0,1248.0,Manual,23.65,5.0,White,88.5,Ventilated Disc,Solid Disc,1595.0,1785.0,4300.0,1670.0,160.0,Maruti,SX4 S Cross,595000.0,ahmedabad,5.0
132,Petrol,11000.0,999.0,Automatic,22.5,5.0,White,67.0,Disc,Drum,1541.0,1560.0,3429.0,,,Datsun,RediGO,425000.0,ahmedabad,3.0
133,Diesel,72000.0,2494.0,Manual,12.99,8.0,Silver,100.6,Ventilated Disc,Leading-Trailing Drum,1760.0,1760.0,4585.0,2300.0,155.0,Toyota,Innova,525000.0,ahmedabad,8.0
134,Diesel,35000.0,1493.0,Automatic,17.8,5.0,Grey,113.4,Disc,Disc,1645.0,1800.0,4315.0,,,Kia,Seltos,1575000.0,ahmedabad,2.0
135,Diesel,65221.0,1582.0,Automatic,19.5,5.0,Red,126.24,Disc,Disc,1470.0,1775.0,4530.0,1640.0,191.0,Hyundai,Elantra,575000.0,ahmedabad,7.0
136,Diesel,22700.0,2755.0,Automatic,11.36,7.0,Violet,171.5,Disc,Drum,1795.0,1830.0,4735.0,2450.0,,Toyota,Innova Crysta,1789999.9999999998,ahmedabad,4.0
137,Petrol,61000.0,1086.0,Manual,15.0,5.0,Black,66.6,Ventilated Disc,Drum,1515.0,1665.0,3825.0,1450.0,148.0,Hyundai,Getz,175000.0,ahmedabad,12.0
138,Petrol,24000.0,1196.0,Manual,16.11,5.0,White,72.42,Disc,Drum,1825.0,1475.0,3675.0,1510.0,,Maruti,Eeco,290000.0,ahmedabad,11.0
139,Petrol,38000.0,1199.0,Manual,23.84,5.0,Silver,84.0,Disc,Drum,1535.0,1647.0,3746.0,,150.0,Tata,Tiago,490000.00000000006,ahmedabad,2.0
140,Diesel,11000.0,1956.0,Automatic,17.0,5.0,White,167.63,Disc,Drum,1706.0,1894.0,4598.0,,,Tata,Harrier,1989999.9999999998,ahmedabad,1.0
141,Petrol,11542.0,1199.0,Automatic,17.1,5.0,White,88.5,Disc,Drum,1544.0,1694.0,3989.0,,,Honda,Jazz,825000.0,ahmedabad,2.0
142,Diesel,55663.0,1198.0,Manual,25.32,6.0,White,77.0,Disc,Drum,1655.0,1715.0,3675.0,,160.0,Mahindra,KUV 100,279000.0,ahmedabad,5.0
143,Diesel,37383.0,1248.0,Automatic,28.4,5.0,Midnight Blue,74.0,Disc,Drum,1530.0,1735.0,3840.0,1405.0,172.0,Maruti,Swift,590000.0,ahmedabad,3.0
144,Diesel,65000.0,1248.0,Manual,23.65,5.0,Grey,88.5,Ventilated Disc,Solid Disc,1595.0,1785.0,4300.0,1670.0,160.0,Maruti,SX4 S Cross,775000.0,ahmedabad,4.0
145,Diesel,27000.0,2967.0,Automatic,14.75,7.0,White,245.0,Ventilated Disc,Ventilated Disc,1740.0,2212.0,5052.0,2925.0,234.0,Audi,Q7,5200000.0,ahmedabad,5.0
146,Petrol,55000.0,1598.0,Manual,13.24,5.0,Silver,102.5,Disc,Drum,1671.0,2000.0,4331.0,1755.0,164.0,Nissan,Terrano,475000.0,ahmedabad,7.0
147,Diesel,52793.0,1248.0,Manual,24.3,5.0,White,88.5,Ventilated Disc,Drum,1640.0,1790.0,3995.0,1680.0,172.0,Maruti,Vitara Brezza,770000.0,ahmedabad,3.0
