,Fuel_type,Running_in_kms,Endine_disp,Gear_transmission,Milage_in_km/ltr,Seating_cap,color,Max_power,front_brake_type,rear_brake_type,height,width,length,Weight,top_speed,Brand,Model,car_price,city_name,Car_age
1670,Petrol,90000.0,2349.0,Automatic,9.1,5.0,Blue,,,,,,,1900.0,,Nissan,Terra,325000.0,Bangalore,14.0
1671,Petrol,34601.0,1199.0,Manual,16.2,5.0,Grey,74.0,Disc,Drum,1469.0,1682.0,3971.0,1500.0,165.0,Volkswagen,Polo,565000.0,Bangalore,6.0
1672,Petrol,111598.0,1497.0,Manual,17.7,5.0,Golden,78.0,Ventilated Disc,Drum,1495.0,1695.0,4390.0,,173.0,Honda,City,225000.0,Bangalore,14.0
1673,Petrol,60000.0,1399.0,Manual,13.7,8.0,Red,98.82,Disc,Drum,1750.0,1680.0,4305.0,1910.0,,Chevrolet,Enjoy,375000.0,Bangalore,8.0
1674,Diesel,37417.0,2143.0,Automatic,19.27,5.0,Silver,170.0,Disc,Disc,1442.0,2020.0,4686.0,2135.0,233.0,Mercedes-Benz,New C-Class,3476000.0,Bangalore,3.0
1675,Petrol,30000.0,1197.0,Manual,20.36,5.0,Grey,78.9,Ventilated Disc,Drum,1550.0,1595.0,3585.0,,,Hyundai,i10,450000.0,Bangalore,7.0
1676,Petrol,26063.0,1198.0,Manual,19.4,5.0,Brown,86.8,Disc,Drum,1500.0,1680.0,3610.0,,,Honda,Brio,395000.0,Bangalore,8.0
1677,Petrol,37075.0,1598.0,Manual,14.3,5.0,White,103.2,Disc,Drum,1466.0,1699.0,4413.0,1680.0,185.0,Skoda,Rapid,876000.0,Bangalore,4.0
1678,Diesel,56000.0,1248.0,Automatic,28.4,5.0,Brown,74.02,Disc,Drum,1515.0,1735.0,3995.0,1405.0,,Maruti,Swift Dzire,840000.0,Bangalore,4.0
1679,Petrol,65000.0,1172.0,Manual,15.8,5.0,Red,65.0,Ventilated Disc,Drum,1550.0,1695.0,3795.0,,,Tata,Indica Vista,185000.0,Bangalore,12.0
1680,Petrol,58800.0,1199.0,Manual,18.2,5.0,Golden,82.4,Disc,Drum,1503.0,1690.0,4249.0,,155.0,Chevrolet,Sail,295000.0,Bangalore,8.0
1681,Petrol,19000.0,1197.0,Automatic,18.9,5.0,White,82.0,Disc,Drum,1520.0,1660.0,3765.0,,165.0,Hyundai,Grand i10,620000.0,Bangalore,6.0
1682,Diesel,72657.0,2393.0,Manual,13.68,7.0,Brown,147.51,Disc,Drum,1795.0,1830.0,4735.0,2430.0,,Toyota,Innova Crysta,1775000.0,Bangalore,4.0
1683,Petrol,43267.0,799.0,Manual,22.7,5.0,Red,53.64,Disc,Drum,1541.0,1560.0,3429.0,,,Datsun,RediGO,335000.0,Bangalore,4.0
1684,Diesel,115964.0,1248.0,Manual,17.8,5.0,Grey,75.0,Ventilated Disc,Drum,1530.0,1690.0,3760.0,1490.0,158.0,Maruti,Swift,345000.0,Bangalore,12.0
1685,Diesel,67000.0,1995.0,Automatic,22.69,5.0,Bronze,190.0,Disc,Disc,1429.0,1811.0,4824.0,,230.0,BMW,3 Series,1785000.0000000002,Bangalore,8.0
1686,Diesel,43000.0,1248.0,Manual,24.3,5.0,Blue,88.5,Ventilated Disc,Drum,1640.0,1790.0,3995.0,1680.0,172.0,Maruti,Vitara Brezza,875000.0,Bangalore,5.0
1687,Petrol,58804.0,624.0,Manual,26.0,4.0,Golden,35.0,Drum,Drum,1652.0,1495.0,3099.0,,105.0,Tata,Nano,90000.0,Bangalore,10.0
1688,Petrol,72000.0,1497.0,Manual,17.7,5.0,Maroon,78.0,Ventilated Disc,Drum,1495.0,1695.0,4390.0,,173.0,Honda,City,295000.0,Bangalore,13.0
1689,Petrol,28000.0,1197.0,Manual,18.5,5.0,White,85.8,Ventilated Disc,Drum,1620.0,1680.0,3775.0,1430.0,156.0,Maruti,Ritz,525000.0,Bangalore,6.0
1690,Diesel,187000.0,2477.0,Automatic,13.5,7.0,White,175.56,Ventilated Disc,Ventilated Drum,1840.0,1815.0,4695.0,2600.0,190.0,Mitsubishi,Pajero,1225000.0,Bangalore,6.0
1691,Petrol,51190.0,1298.0,Manual,17.5,5.0,Silver,85.8,Ventilated Disc,Drum,1530.0,1690.0,4160.0,,,Maruti,Swift Dzire,465000.00000000006,Bangalore,9.0
1692,Petrol,69500.0,1591.0,Automatic,15.74,5.0,Grey,121.3,Disc,Disc,1475.0,1700.0,4370.0,,,Hyundai,Verna,675000.0,Bangalore,7.0
1693,Petrol,18136.0,998.0,Automatic,20.51,5.0,Grey,67.0,Ventilated Disc,Drum,1700.0,1495.0,3599.0,1350.0,152.0,Maruti,Wagon R,525000.0,Bangalore,4.0
1694,Diesel,23000.0,1248.0,Manual,28.09,5.0,Brown,88.5,Ventilated Disc,Drum,1485.0,1730.0,4490.0,1595.0,190.0,Maruti,Ciaz,790000.0,Bangalore,5.0
1695,Diesel,72809.0,1399.0,Manual,20.0,5.0,Green,68.0,Ventilated Disc,Drum,1427.0,1680.0,3795.0,,148.0,Ford,Figo,350000.0,Bangalore,9.0
1696,Petrol,39945.0,998.0,Manual,23.1,5.0,Silver,67.04,Ventilated Disc,Drum,1565.0,1635.0,3715.0,1250.0,150.0,Maruti,Celerio,445000.0,Bangalore,5.0
1697,Petrol,34000.0,1197.0,Manual,18.6,5.0,White,81.86,Disc,Drum,1505.0,1734.0,3985.0,,170.0,Hyundai,i20,720000.0,Bangalore,2.0
1698,Petrol,25758.0,624.0,Manual,25.4,4.0,Silver,37.48,Drum,Drum,1652.0,1495.0,3099.0,,105.0,Tata,Nano,135000.0,Bangalore,8.0
1699,Diesel,88701.0,1598.0,Manual,20.54,5.0,Blue,103.6,Disc,Drum,1466.0,1699.0,4384.0,1760.0,186.0,Volkswagen,Vento,409999.99999999994,Bangalore,10.0
1700,Diesel,80223.0,2179.0,Manual,12.05,8.0,White,120.0,Disc,Drum,1975.0,1817.0,4430.0,2510.0,152.0,Mahindra,Scorpio,625000.0,Bangalore,10.0
1701,Diesel,55000.0,1248.0,Manual,20.77,7.0,Silver,88.76,Disc,Drum,1685.0,1695.0,4265.0,1845.0,160.0,Maruti,Ertiga,740000.0,Bangalore,6.0
1702,Petrol,18000.0,1197.0,Automatic,18.9,5.0,White,82.0,Disc,Drum,1520.0,1660.0,3765.0,,165.0,Hyundai,Grand i10,620000.0,Bangalore,6.0
1703,Petrol,30655.0,1197.0,Manual,20.36,5.0,Red,78.9,Ventilated Disc,Drum,1550.0,1595.0,3585.0,,,Hyundai,Grand i10,250000.0,Bangalore,12.0
1704,Diesel,81342.0,2179.0,Manual,15.1,7.0,Grey,140.0,Disc & Caliper Type,Disc & Caliper Type,1785.0,1890.0,4585.0,2450.0,175.0,Mahindra,XUV500,819999.9999999999,Bangalore,7.0
1705,Diesel,83000.0,1248.0,Manual,22.1,5.0,Red,74.0,Disc,Drum,1503.0,1690.0,4249.0,,160.0,Chevrolet,Sail,299000.0,Bangalore,8.0
1706,Petrol,6907.0,1199.0,Automatic,17.0,5.0,White,118.3,Disc,Drum,1606.0,1811.0,3993.0,,,Tata,Nexon,1275000.0,Bangalore,1.0
1707,Diesel,89383.0,1396.0,Manual,21.19,5.0,White,88.73,Disc,Drum,1555.0,1760.0,3995.0,,165.0,Hyundai,i20 Active,785000.0,Bangalore,4.0
1708,Petrol,2853.0,1799.0,Automatic,16.5,5.0,Red,139.46,Disc,Disc,1433.0,1799.0,4656.0,,,Honda,Civic,2050000.0,Bangalore,2.0
1709,Petrol,24000.0,1197.0,Manual,22.0,5.0,White,81.8,Disc,Drum,1530.0,1735.0,3840.0,1315.0,,Maruti,Swift,625000.0,Bangalore,5.0
1710,Diesel,37000.0,1461.0,Automatic,19.6,5.0,Maroon,108.45,Disc,Drum,1695.0,1822.0,4315.0,1813.0,168.0,Renault,Duster,1025000.0,Bangalore,3.0
1711,Diesel,59000.0,1396.0,Manual,21.19,5.0,Brown,88.73,Disc,Drum,1555.0,1760.0,3995.0,,165.0,Hyundai,i20 Active,675000.0,Bangalore,5.0
1712,Diesel,74000.0,1461.0,Manual,19.01,5.0,Silver,108.45,Ventilated Disc,Drum,1695.0,1822.0,4315.0,1781.0,,Renault,Duster,675000.0,Bangalore,8.0
1713,Petrol,8064.0,1198.0,Automatic,15.5,5.0,Red,86.7,Disc,Drum,1505.0,1680.0,3990.0,,160.0,Honda,Amaze,875000.0,Bangalore,2.0
1714,Petrol,1965.0,1199.0,Manual,18.6,5.0,Red,88.76,Disc,Drum,1501.0,1695.0,3995.0,,,Honda,Amaze,550000.0,Bangalore,6.0
1715,Diesel,52255.0,2179.0,Manual,15.1,7.0,Silver,140.0,Disc & Caliper Type,Disc & Caliper Type,1785.0,1890.0,4585.0,2450.0,175.0,Mahindra,XUV500,915000.0,Bangalore,7.0
1716,Diesel,64530.0,2755.0,Automatic,11.36,7.0,BRONZE,171.5,Disc,Drum,1795.0,1830.0,4735.0,2450.0,,Toyota,Innova Crysta,1750000.0,Bangalore,4.0
1717,Diesel,70461.0,1498.0,Manual,26.0,5.0,White,98.6,Disc,Drum,1495.0,1695.0,4440.0,,190.0,Honda,City,650000.0,Bangalore,6.0
1718,Petrol,11000.0,3189.0,Automatic,9.5,4.0,White,246.0,Ventilated Disc,Ventilated Disc,1352.0,1842.0,4178.0,1830.0,250.0,Audi,TT,2800000.0,Bangalore,10.0
1719,Diesel,36179.0,1493.0,Automatic,17.8,5.0,White,113.4,Disc,Disc,1645.0,1800.0,4315.0,,,Kia,Seltos,1825000.0,Bangalore,1.0
1720,Petrol,74500.0,1197.0,Automatic,19.2,5.0,Silver,80.0,Ventilated Disc,Drum,1550.0,1595.0,3565.0,,,Hyundai,i10,450000.0,Bangalore,9.0
1721,Petrol,46000.0,999.0,Manual,18.88,5.0,Silver,123.37,Ventilated Disc,Drum,1708.0,1765.0,3999.0,1740.0,190.0,Ford,EcoSport,575000.0,Bangalore,8.0
1722,Petrol,43366.0,1197.0,Manual,18.9,5.0,Orange,82.0,Disc,Drum,1520.0,1660.0,3765.0,,165.0,Hyundai,Grand i10,505000.0,Bangalore,5.0
1723,Diesel,148914.0,1498.0,Manual,25.8,5.0,C RED,98.6,Disc,Drum,1505.0,1680.0,3990.0,,170.0,Honda,Amaze,449000.0,Bangalore,7.0
1724,Petrol,51000.0,1197.0,Manual,19.1,5.0,Silver,85.8,Ventilated Disc,Drum,1555.0,1695.0,3995.0,1415.0,169.0,Maruti,Swift Dzire,475000.0,Bangalore,8.0
1725,Diesel,40000.0,1248.0,Manual,24.52,7.0,Silver,88.5,Ventilated Disc,Drum,1685.0,1695.0,4296.0,,160.0,Maruti,Ertiga,925000.0,Bangalore,4.0
1726,Petrol,55100.0,1298.0,Manual,16.1,5.0,Silver,88.2,Ventilated Disc,Drum,1530.0,1690.0,3760.0,1415.0,160.0,Maruti,Swift,275000.0,Bangalore,14.0
1727,Petrol,47000.0,1198.0,Manual,19.4,5.0,White,86.8,Disc,Drum,1500.0,1680.0,3610.0,,,Honda,Brio,385000.0,Bangalore,9.0
1728,Petrol,71000.0,2354.0,Manual,10.8,5.0,Silver,152.0,Ventilated Disc,262mm Disc & Drum Combination,1710.0,1780.0,4610.0,,182.0,Honda,CR-V,548000.0,Bangalore,13.0
1729,Petrol,78000.0,796.0,Manual,19.7,5.0,Black,46.3,Disc,Drum,1460.0,1475.0,3495.0,1140.0,137.0,Maruti,Alto,183000.0,Bangalore,15.0
1730,Diesel,71858.0,1399.0,Manual,17.8,5.0,Grey,68.0,Ventilated Disc,Self-Adjusting Drum,1468.0,1686.0,4282.0,,156.0,Ford,Fiesta,114999.99999999999,Bangalore,14.0
1731,Petrol,27000.0,1197.0,Manual,21.4,5.0,Blue,83.1,Disc,Drum,1510.0,1745.0,3995.0,1340.0,180.0,Maruti,Baleno,625000.0,Bangalore,4.0
1732,Petrol,76261.0,1598.0,Manual,15.0,5.0,Grey,103.52,Disc,Drum,1466.0,1699.0,4386.0,1674.0,185.0,Skoda,Rapid,650000.0,Bangalore,5.0
1733,Petrol,48566.0,998.0,Manual,19.0,5.0,Silver,67.1,Ventilated Disc,Drum,1595.0,1495.0,3600.0,1275.0,160.0,Maruti,Zen Estilo,275000.0,Bangalore,10.0
1734,Petrol,19829.0,1197.0,Manual,18.9,5.0,Silver,81.86,Disc,Drum,1520.0,1660.0,3765.0,,165.0,Hyundai,Grand i10,568000.0,Bangalore,3.0
1735,Petrol,43000.0,799.0,Manual,25.17,5.0,White,53.3,Disc,Drum,1478.0,1579.0,3679.0,,135.0,Renault,KWID,360000.0,Bangalore,5.0
1736,Petrol,42000.0,1197.0,Manual,18.5,5.0,White,85.8,Ventilated Disc,Drum,1620.0,1680.0,3775.0,1430.0,156.0,Maruti,Ritz,409999.99999999994,Bangalore,8.0
1737,Petrol,97267.0,1198.0,Manual,19.4,5.0,White,86.8,Disc,Drum,1500.0,1680.0,3610.0,,,Honda,Brio,254999.99999999997,Bangalore,9.0
1738,Petrol,44050.0,1496.0,Manual,17.6,5.0,White,,,,,,,,,Toyota,Etios,425000.0,Bangalore,10.0
1739,Diesel,32000.0,2179.0,Automatic,17.6,7.0,Blue,153.86,Disc,Disc,1785.0,1900.0,4788.0,,,Tata,Hexa,1585000.0,Bangalore,2.0
1740,Petrol,50800.0,1198.0,Manual,18.0,5.0,White,86.7,Disc,Drum,1505.0,1680.0,3990.0,,160.0,Honda,Amaze,495000.0,Bangalore,7.0
1741,Diesel,46153.0,2179.0,Manual,15.1,7.0,White,152.87,Ventilated Disc,Disc,1785.0,1890.0,4585.0,2510.0,,Mahindra,XUV500,1785000.0000000002,Bangalore,3.0
1742,Diesel,129000.0,2967.0,Automatic,12.19,5.0,Silver,236.0,Ventilated Disc,Ventilated Disc,1653.0,1898.0,4629.0,,225.0,Audi,Q5,1200000.0,Bangalore,12.0
1743,Diesel,76000.0,1498.0,Automatic,21.66,5.0,Silver,103.52,Disc,Drum,1466.0,1699.0,4386.0,1770.0,186.0,Skoda,Rapid,495000.0,Bangalore,7.0
1744,Diesel,44449.0,1498.0,Automatic,21.72,5.0,White,108.6,Disc,Drum,1466.0,1699.0,4413.0,1770.0,171.0,Skoda,Rapid,815000.0,Bangalore,5.0
1745,Petrol,14603.0,624.0,Manual,25.4,4.0,Golden,37.5,Drum,Drum,1652.0,1495.0,3099.0,,105.0,Tata,Nano,215000.0,Bangalore,7.0
1746,Petrol,59000.0,998.0,Automatic,16.98,5.0,Silver,66.1,Ventilated Disc,Drum,1490.0,1600.0,3500.0,1320.0,,Maruti,A-Star,285000.0,Bangalore,9.0
1747,Petrol,79000.0,1086.0,Manual,17.92,5.0,Maroon,62.1,Ventilated Disc,Drum,1590.0,1525.0,3565.0,,,Hyundai,Santro Xing,300000.0,Bangalore,10.0
1748,Petrol,79449.0,799.0,Manual,25.17,5.0,Red,53.3,Disc,Drum,1478.0,1579.0,3679.0,,135.0,Renault,KWID,295000.0,Bangalore,5.0
1749,Petrol,35000.0,5000.0,Automatic,10.5,4.0,Blue,503.0,Electric Parking Brake,Electric Parking Brake,1448.0,2110.0,5247.0,2335.0,250.0,Jaguar,XJ,3995000.0000000005,Bangalore,11.0
1750,Petrol,23570.0,1496.0,Automatic,17.8,5.0,Silver,105.5,Disc,Disc,1495.0,1730.0,4425.0,1580.0,146.0,Toyota,Yaris,1049000.0,Bangalore,3.0
1751,Diesel,147910.0,2609.0,Manual,10.5,7.0,Black,120.0,Disc,Drum,1975.0,1817.0,4430.0,2510.0,152.0,Mahindra,Scorpio,388000.0,Bangalore,14.0
1752,Petrol,27000.0,1497.0,Automatic,18.0,5.0,Grey,117.6,Ventilated Disc,Drum,1495.0,1695.0,4440.0,1475.0,195.0,Honda,City,1175000.0,Bangalore,3.0
1753,Petrol,43000.0,1197.0,Manual,18.9,5.0,Maroon,82.0,Disc,Drum,1520.0,1660.0,3765.0,,165.0,Hyundai,Grand i10,575000.0,Bangalore,5.0
1754,Diesel,84000.0,1120.0,Manual,24.4,5.0,Red,71.0,Disc,Drum,1520.0,1660.0,3995.0,,156.0,Hyundai,Xcent,425000.0,Bangalore,6.0
1755,Petrol,60055.0,998.0,Automatic,16.98,5.0,Grey,66.1,Ventilated Disc,Drum,1490.0,1600.0,3500.0,1320.0,,Maruti,A-Star,225000.0,Bangalore,10.0
1756,Petrol,83000.0,1193.0,Manual,17.57,5.0,Red,88.7,Disc,Drum,1570.0,1706.0,3995.0,,154.0,Tata,Zest,425000.0,Bangalore,7.0
1757,Diesel,47000.0,2143.0,Automatic,19.27,5.0,Blue,167.62,Disc,Disc,1442.0,2020.0,4686.0,2135.0,233.0,Mercedes-Benz,New C-Class,3247999.9999999995,Bangalore,4.0
1758,Diesel,39796.0,1461.0,Manual,21.04,8.0,ROYAL BLACK,83.8,Ventilated Disc,Drum,1709.0,1767.0,4522.0,,156.0,Renault,Lodgy,695000.0,Bangalore,5.0
1759,Petrol,12000.0,1197.0,Manual,18.6,5.0,Maroon,81.83,Disc,Drum,1505.0,1734.0,3985.0,,170.0,Hyundai,i20,819999.9999999999,Bangalore,2.0
1760,Diesel,84000.0,1582.0,Manual,22.32,5.0,Purple,126.32,Disc,Disc,1475.0,1700.0,4370.0,,190.0,Hyundai,Verna,515000.00000000006,Bangalore,10.0
1761,Petrol,26967.0,624.0,Manual,23.9,4.0,Blue,37.48,Drum,Drum,1652.0,1750.0,3164.0,,105.0,Tata,Nano,220000.00000000003,Bangalore,5.0
1762,Diesel,55041.0,2179.0,Automatic,16.0,7.0,Silver,140.0,Disc,Disc,1785.0,1890.0,4585.0,2510.0,185.0,Mahindra,XUV500,1499000.0,Bangalore,5.0
1763,Diesel,47612.0,3198.0,Automatic,10.91,7.0,White,197.0,Disc,Disc,1837.0,1860.0,4892.0,,160.0,Ford,Endeavour,2900000.0,Bangalore,4.0
1764,Petrol,15000.0,1462.0,Manual,21.56,5.0,White,103.25,Ventilated Disc,Drum,1485.0,1730.0,4490.0,1520.0,,Maruti,Ciaz,925000.0,Bangalore,3.0
1765,Diesel,75360.0,2498.0,Manual,14.0,8.0,Brown,112.0,Ventilated Disc,Drum,1895.0,1850.0,4520.0,,,Mahindra,Xylo,600000.0,Bangalore,9.0
1766,Petrol,9500.0,3436.0,Automatic,9.0,2.0,Silver,,Ventilated Disc,Ventilated Disc,1306.0,1801.0,4347.0,1645.0,277.0,Porsche,Cayman,4000000.0,Bangalore,10.0
1767,Diesel,122517.0,1299.0,Manual,14.2,5.0,Silver,70.0,Ventilated Disc,Drum,1379.0,1634.0,4140.0,,157.0,Ford,Ikon,120000.0,Bangalore,17.0
1768,Diesel,86000.0,1399.0,Manual,20.0,5.0,Silver,68.0,Ventilated Disc,Drum,1427.0,1680.0,3795.0,,148.0,Ford,Figo,350000.0,Bangalore,9.0
1769,Diesel,51000.0,1461.0,Manual,23.08,5.0,White,63.1,Ventilated Disc,Drum,1525.0,1665.0,3825.0,,160.0,Nissan,Micra,335000.0,Bangalore,7.0
1770,Petrol,13344.0,1197.0,Manual,18.6,5.0,Blue,81.83,Disc,Drum,1505.0,1734.0,3985.0,,170.0,Hyundai,i20,699000.0,Bangalore,4.0
1771,Petrol,35000.0,1197.0,Automatic,17.21,5.0,White,103.5,Disc,Drum,1469.0,1682.0,3971.0,1580.0,177.0,Volkswagen,Polo,745000.0,Bangalore,5.0
1772,Diesel,72000.0,1968.0,Automatic,15.73,5.0,White,174.33,Ventilated Disc,Drum,1608.0,2019.0,4385.0,2185.0,212.0,Audi,Q3,1775000.0,Bangalore,7.0
1773,Diesel,69158.0,1248.0,Manual,20.77,7.0,Red,88.8,Disc,Drum,1685.0,1695.0,4265.0,1845.0,160.0,Maruti,Ertiga,649000.0,Bangalore,9.0
1774,Petrol,31282.0,1373.0,Manual,17.5,7.0,Silver,91.1,Ventilated Disc,Drum,1685.0,1695.0,4296.0,,164.0,Maruti,Ertiga,800000.0,Bangalore,5.0
1775,Diesel,71000.0,2179.0,Manual,12.05,9.0,White,120.0,Disc,Drum,1975.0,1817.0,4430.0,2510.0,,Mahindra,Scorpio,675000.0,Bangalore,8.0
1776,Petrol,44978.0,1197.0,Manual,18.6,5.0,White,81.83,Disc,Drum,1505.0,1734.0,3985.0,,170.0,Hyundai,i20,775000.0,Bangalore,2.0
1777,Petrol,71000.0,1086.0,Manual,19.81,5.0,White,68.05,Ventilated Disc,Drum,1550.0,1595.0,3585.0,,165.0,Hyundai,Grand i10,285000.0,Bangalore,12.0
1778,Diesel,62000.0,2179.0,Manual,16.0,7.0,White,140.0,Disc,Disc,1785.0,1890.0,4585.0,2510.0,185.0,Mahindra,XUV500,1075000.0,Bangalore,6.0
1779,Petrol,78354.0,1598.0,Manual,13.06,5.0,White,102.53,Disc,Drum,1695.0,1822.0,4315.0,1770.0,160.0,Renault,Duster,625000.0,Bangalore,7.0
1780,Diesel,8000.0,1996.0,Automatic,13.9,7.0,White,167.62,Disc,Disc,1837.0,1869.0,4903.0,,,Ford,Endeavour,3700000.0,Bangalore,0.0
1781,Petrol,48500.0,1198.0,Manual,16.25,5.0,Black,73.9,Ventilated Disc,Drum,1522.0,1642.0,4000.0,1550.0,163.0,Skoda,Fabia,350000.0,Bangalore,11.0
1782,Petrol,36000.0,998.0,Automatic,23.1,5.0,White,67.04,Ventilated Disc,Drum,1565.0,1635.0,3715.0,1250.0,150.0,Maruti,Celerio,415000.00000000006,Bangalore,6.0
1783,Petrol,55000.0,796.0,Manual,19.7,5.0,Black,46.3,Disc,Drum,1460.0,1475.0,3495.0,1140.0,137.0,Maruti,Alto,155000.0,Bangalore,13.0
1784,Diesel,125935.0,2393.0,Manual,13.68,7.0,Grey,147.51,Disc,Drum,1795.0,1830.0,4735.0,2490.0,,Toyota,Innova Crysta,1545000.0,Bangalore,5.0
1785,Diesel,90098.0,1498.0,Automatic,21.72,5.0,Silver,108.6,Disc,Drum,1466.0,1699.0,4413.0,1770.0,171.0,Skoda,Rapid,950000.0,Bangalore,3.0
1786,Petrol,47000.0,1497.0,Automatic,18.0,5.0,Grey,117.3,Disc,Drum,1495.0,1695.0,4440.0,,195.0,Honda,City,795000.0,Bangalore,5.0
1787,Diesel,75146.0,1199.0,Manual,22.07,5.0,White,73.9,Disc,Drum,1453.0,1682.0,3970.0,,164.0,Volkswagen,Polo,450000.0,Bangalore,10.0
1788,Petrol,34200.0,1199.0,Manual,16.2,5.0,White,74.0,Disc,Drum,1469.0,1682.0,3971.0,1500.0,165.0,Volkswagen,Polo,655000.0,Bangalore,5.0
1789,Petrol,35000.0,5000.0,Automatic,10.5,4.0,Blue,503.0,Electric Parking Brake,Electric Parking Brake,1448.0,2110.0,5247.0,2335.0,250.0,Jaguar,XJ,3995000.0000000005,Bangalore,11.0
1790,Diesel,90000.0,1968.0,Manual,17.67,5.0,Brown,138.08,Disc,Disc,1691.0,1793.0,4223.0,2075.0,,Skoda,Yeti,565000.0,Bangalore,10.0
1791,Diesel,69000.0,1598.0,Manual,20.5,5.0,Black,103.5,Disc,Drum,1466.0,1699.0,4386.0,1757.0,,Skoda,Rapid,434999.99999999994,Bangalore,8.0
1792,Diesel,126000.0,2523.0,Manual,13.6,7.0,White,63.0,Disc,Drum,1880.0,1660.0,4056.0,,117.0,Mahindra,Bolero,450000.0,Bangalore,11.0
1793,Petrol,78000.0,2354.0,Manual,10.8,5.0,Black,152.0,Ventilated Disc,262mm Disc & Drum Combination,1710.0,1780.0,4610.0,,182.0,Honda,CR-V,445000.0,Bangalore,13.0
1794,Diesel,28000.0,1493.0,Manual,23.7,5.0,White,98.6,Disc,Drum,1605.0,1770.0,3995.0,,,Hyundai,Venue,1165000.0,Bangalore,2.0
1795,Diesel,39796.0,1461.0,Manual,21.04,8.0,ROYAL BLACK,83.8,Ventilated Disc,Drum,1709.0,1767.0,4522.0,,156.0,Renault,Lodgy,695000.0,Bangalore,5.0
1796,Petrol,79449.0,799.0,Manual,25.17,5.0,Red,53.3,Disc,Drum,1478.0,1579.0,3679.0,,135.0,Renault,KWID,295000.0,Bangalore,5.0
1797,Diesel,151165.0,2494.0,Manual,12.99,7.0,White,100.6,Ventilated Disc,Leading-Trailing Drum,1760.0,1765.0,4585.0,2300.0,,Toyota,Innova,1424000.0,Bangalore,8.0
1798,Diesel,54100.0,1248.0,Automatic,28.4,5.0,Blue,74.02,Disc,Drum,1515.0,1735.0,3995.0,1405.0,,Maruti,Swift Dzire,774000.0,Bangalore,3.0
1799,Diesel,83339.0,1997.0,Manual,16.0,7.0,Silver,140.0,Disc,Disc,1785.0,1890.0,4585.0,2510.0,185.0,Mahindra,XUV500,1094000.0,Bangalore,6.0
1800,Petrol,89500.0,2354.0,Manual,10.8,5.0,Green,152.0,Ventilated Disc,262mm Disc & Drum Combination,1710.0,1780.0,4610.0,,182.0,Honda,CR-V,505000.0,Bangalore,14.0
1801,Petrol,57000.0,1197.0,Manual,20.36,5.0,Red,78.9,Ventilated Disc,Drum,1550.0,1595.0,3585.0,,,Hyundai,i10,375000.0,Bangalore,8.0
1802,Diesel,71548.0,1396.0,Manual,21.9,5.0,White,90.0,Disc,Disc,1505.0,1710.0,3940.0,,,Hyundai,i20,365000.0,Bangalore,10.0
1803,Diesel,52000.0,1598.0,Manual,15.11,5.0,White,103.6,Disc,Drum,1453.0,1682.0,3970.0,,,Volkswagen,Polo,605000.0,Bangalore,6.0
1804,Petrol,24000.0,1086.0,Manual,19.81,5.0,White,68.05,Ventilated Disc,Drum,1550.0,1595.0,3585.0,,165.0,Hyundai,i10,520000.0,Bangalore,5.0
1805,Petrol,41000.0,998.0,Manual,18.9,5.0,Silver,67.1,Ventilated Disc,Drum,1700.0,1475.0,3595.0,1350.0,,Maruti,Wagon R,245000.00000000003,Bangalore,13.0
1806,Diesel,113558.0,1396.0,Manual,21.9,5.0,White,88.76,Disc,Disc,1505.0,1710.0,3995.0,,,Hyundai,i20,484999.99999999994,Bangalore,8.0
1807,Diesel,56670.0,2179.0,Automatic,16.0,7.0,White,140.0,Disc,Disc,1785.0,1890.0,4585.0,2510.0,185.0,Mahindra,XUV500,1435000.0,Bangalore,5.0
1808,Petrol,57320.0,998.0,Automatic,23.1,5.0,Grey,67.04,Ventilated Disc,Drum,1565.0,1635.0,3715.0,1250.0,150.0,Maruti,Celerio,459000.0,Bangalore,6.0
1809,Petrol,78269.0,1586.0,Manual,15.0,5.0,Grey,104.68,Ventilated Disc,Drum,1570.0,1735.0,4490.0,,177.0,Maruti,SX4,345000.0,Bangalore,12.0
1810,Diesel,106365.0,2982.0,Manual,11.5,7.0,White,171.0,Ventilated Disc,Leading-Trailing Drum,1850.0,1840.0,4695.0,2510.0,176.0,Toyota,Fortuner,1350000.0,Bangalore,10.0
1811,Petrol,69000.0,1298.0,Manual,16.1,5.0,Maroon,88.2,Ventilated Disc,Drum,1530.0,1690.0,3760.0,1415.0,160.0,Maruti,Swift,323000.0,Bangalore,12.0
1812,Petrol,46100.0,814.0,Manual,21.1,5.0,White,55.2,Disc,Drum,1500.0,1550.0,3495.0,,135.0,Hyundai,EON,265000.0,Bangalore,8.0
1813,Petrol,60153.0,814.0,Manual,22.0,5.0,Red,55.0,Disc,Drum,1500.0,1550.0,3495.0,,,Hyundai,EON,265000.0,Bangalore,9.0
1814,Petrol,48409.0,1591.0,Manual,17.1,5.0,Silver,121.3,Disc,Disc,1475.0,1700.0,4370.0,,,Hyundai,Verna,625000.0,Bangalore,9.0
1815,Diesel,35000.0,1582.0,Manual,19.67,5.0,Grey,126.2,Disc,Drum,1630.0,1780.0,4270.0,,190.0,Hyundai,Creta,1325000.0,Bangalore,3.0
1816,Diesel,51000.0,1582.0,Manual,19.67,5.0,White,126.2,Disc,Drum,1630.0,1780.0,4270.0,,190.0,Hyundai,Creta,1295000.0,Bangalore,4.0
