,Car_Name,Fuel_type,Running_in_kms,Endine_disp,Gear_transmission,Milage_in_km/ltr,Seating_cap,color,Max_power,front_brake_type,rear_brake_type,cargo_volume,height,width,length,Weight,Insp_score,top_speed,City_url,Car_price
4629,2019 Mercedes-Benz V-Class,Diesel,"15,000 kms",1950,Automatic,16.0 kmpl,6,Black,160.92,Disc,Disc,-,1901,1928,5140,3100Kg,-,195kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,85 Lakh
4630,2007 Maruti Wagon R,Petrol,"62,555 kms",1061,Manual,18.9 kmpl,5,Silver,67,Ventilated Disc,Drum,-,1700,1475,3595,1350,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,"75,000"
4631,2020 Porsche Cayenne,Petrol,"19,000 kms",4806,Automatic,11.9 kmpl,5,White,550,Disc,Disc,-,1702,1954,4846,2880,-,283km/hr,https://www.cardekho.com/used-cars+in+delhi-ncr,1.77 Cr
4632,2015 Honda City,Petrol,"35,000 kms",1497,Manual,17.4 kmpl,5,Grey,117.3,Disc,Drum,-,1495,1695,4440,-,-,195 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,7.5 Lakh
4633,2012 Volkswagen Polo,Diesel,"1,49,919 kms",1199,Manual,22.07 kmpl,5,Red,73.9,Disc,Drum,-,1453,1682,3970,-,-,164.1km/hr,https://www.cardekho.com/used-cars+in+delhi-ncr,2.24 Lakh
4634,2010 Toyota Corolla Altis,Petrol,"1,46,520 kms",1798,Manual,14.53 kmpl,5,White,138.1,Ventilated Disc,Solid Disc,-,1475,1776,4620,-,-,205km/hr,https://www.cardekho.com/used-cars+in+delhi-ncr,2.19 Lakh
4635,2013 Audi A4,Diesel,"68,000 kms",1968,Automatic,17.11 kmpl,5,Red,174.33,Ventilated Disc,Disc,-,1427,2040,4701,2055,-,222 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,10.95 Lakh
4636,2019 BMW 6 Series,Petrol,"17,900 kms",1998,Automatic,14.28 kmpl,4,White,254.7,Disc,Disc,-,1538,1902,5091,2410,-,250 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,53 Lakh
4637,2007 Hyundai Santro Xing,Petrol,"93,031 kms",1086,Manual,17.0 kmpl,5,White,null ,-,-,-,-,-,-,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,"72,000"
4638,2018 BMW 6 Series,Petrol,"39,000 kms",1998,Automatic,14.28 kmpl,4,White,254.7,Disc,Disc,-,1538,1902,5091,2410,-,250 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,55 Lakh
4639,2014 Mercedes-Benz M-Class,Diesel,"82,000 kms",2143,Automatic,15.26 kmpl,5,Grey,203.2,Disc,Disc,-,1762,2141,4817,2950,-,210 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,23.5 Lakh
4640,2016 BMW 5 Series,Diesel,"55,000 kms",1995,Automatic,18.12 kmpl,5,White,190,Ventilated Disc,Ventilated Disc,-,1464,2102,4907,-,-,231 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,24.75 Lakh
4641,2012 Fiat Grande Punto,Diesel,"1,34,557 kms",1248,Manual,20.3 kmpl,5,Bassa nova,75,Ventilated Disc,Drum,-,1495,1687,3987,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,1.2 Lakh
4642,2018 BMW 5 Series,Diesel,"75,000 kms",1995,Automatic,20.37 kmpl,5,Blue,187.74,Ventilated Disc,Ventilated Disc,-,1466,2126,4936,-,-,235kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,38.5 Lakh
4643,2014 Hyundai Grand i10,Diesel,"1,14,142 kms",1120,Manual,24.0 kmpl,5,White,70,Disc,Drum,-,1520,1660,3765,-,-,157 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,2.73 Lakh
4644,2012 Maruti Ertiga,Diesel,"92,811 kms",1248,Manual,20.77 kmpl,7,Grey,88.8,Disc,Drum,-,1685,1695,4265,1845,-,160 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,4.01 Lakh
4645,2017 Maruti Ciaz,Diesel,"1,22,159 kms",1248,Manual,28.09 kmpl,5,Dignity Brown,88.5,Ventilated Disc,Drum,-,1485,1730,4490,1595,-,190 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,5.06 Lakh
4646,2020 MG Hector,Petrol,"4,500 kms",1451,Automatic,13.96 kmpl,5,Red,141,Disc,Disc,-,1760,1835,4655,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,18.25 Lakh
4647,2013 Maruti Swift Dzire,Diesel,"45,000 kms",1248,Manual,23.4 kmpl,5,Silver,74,Ventilated Disc,Drum,-,1555,1695,3995,1505,-,162 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,3.65 Lakh
4648,2019 BMW 7 Series,Diesel,"26,000 kms",2993,Automatic,17.66 kmpl,4,White,261.49,-,-,-,1485,2169,5238,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,97 Lakh
4649,2020 Hyundai Creta,Petrol,"15,000 kms",1353,Automatic,16.8 kmpl,5,White,138.08,Disc,Disc,-,1635,1790,4300,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,18.5 Lakh
4650,2015 Hyundai Creta,Diesel,"72,000 kms",1582,Manual,19.67 kmpl,5,White,126.2,Disc,Drum,-,1630,1780,4270,-,-,190 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,8.25 Lakh
4651,2013 Toyota Innova,Diesel,"1,45,449 kms",2494,Manual,12.99 kmpl,7,Grey,100.6,Ventilated Disc,Drum,-,1760,1760,4585,2300,-,155 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,5.5 Lakh
4652,2012 Maruti Swift,Diesel,"1,28,929 kms",1248,Manual,22.9 kmpl,5,Silver,74,Ventilated Disc,Drum,-,1530,1695,3850,1505,-,154km/hr,https://www.cardekho.com/used-cars+in+delhi-ncr,2.03 Lakh
4653,2018 Land Rover Range Rover,Diesel,"43,000 kms",4367,Automatic,11.49 kmpl,5,White,336,Disc,Disc,-,1840,2220,5199,3000,-,218 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,2.25 Cr
4654,2014 Audi Q3,Diesel,"56,000 kms",1968,Automatic,15.73 kmpl,5,Blue,174.33,Ventilated Disc,Drum,-,1608,2019,4385,2185,-,212 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,14.5 Lakh
4655,2014 Maruti Swift Dzire,Diesel,"1,25,739 kms",1248,Manual,26.59 kmpl,5,White,74,Ventilated Disc,Drum,-,1555,1695,3995,1505,-,169 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,3.6 Lakh
4656,2014 Toyota Etios Cross,Diesel,"1,68,945 kms",1364,Manual,23.59 kmpl,5,White,67.06,Ventilated Disc,Drum,-,1555,1735,3895,-,-,160 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,3.28 Lakh
4657,2016 Mercedes-Benz New C-Class,Diesel,"38,000 kms",2143,Automatic,19.27 kmpl,5,Black,170,Disc,Disc,-,1442,2020,4686,2135,-,233 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,26 Lakh
4658,2017 Mercedes-Benz E-Class,Diesel,"28,000 kms",1950,Automatic,16.1 kmpl,5,White,191.7,Ventilated Disc,Disc,-,1494,1860,5063,-,-,240 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,44 Lakh
4659,2014 Audi A6,Diesel,"51,000 kms",1968,Automatic,17.68 kmpl,5,White,174.33,Ventilated Disc,Ventilated Disc,-,1455,2086,4915,2165,-,222 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,16.9 Lakh
4660,2017 Jaguar F-Pace,Diesel,"24,000 kms",1999,Automatic,16.38 kmpl,5,Red,177,Disc,Disc,-,1651,2175,4731,2460,-,208 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,43.5 Lakh
4661,2015 Audi A3 cabriolet,Petrol,"17,900 kms",1798,Automatic,16.6 kmpl,4,Grey,177,Ventilated Disc,Disc,-,1409,1960,4421,1930,-,240 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,35 Lakh
4662,2015 Toyota Corolla Altis,Petrol,"57,000 kms",1798,Manual,14.28 kmpl,5,Silver,138.03,Ventilated Disc,Solid Disc,-,1475,1776,4620,1650,-,200 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,9.9 Lakh
4663,2018 Honda City,Petrol,"36,000 kms",1497,Manual,17.4 kmpl,5,White,117.6,Ventilated Disc,Drum,-,1495,1695,4440,1436,-,189 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,8.85 Lakh
4664,2015 Maruti SX4 S Cross,Diesel,"43,000 kms",1248,Manual,23.65 kmpl,5,Grey,88.5,Ventilated Disc,Solid Disc,-,1595,1785,4300,1670,-,190 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,5.85 Lakh
4665,2012 Hyundai Verna,Petrol,"52,000 kms",1591,Manual,17.01 kmpl,5,White,121.3,Disc,Drum,-,1475,1700,4375,-,-,196km/hr,https://www.cardekho.com/used-cars+in+delhi-ncr,3.9 Lakh
4666,2015 Hyundai i10,Petrol,"55,000 kms",1197,Manual,20.36 kmpl,5,Silver,78.9,Ventilated Disc,Drum,-,1550,1595,3585,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,3.1 Lakh
4667,2018 Maruti Swift Dzire,Diesel,"37,049 kms",1248,Manual,19.3 kmpl,5,Magna Grey,73.9,Ventilated Disc,Drum,-,1530,1690,4160,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,6.5 Lakh
4668,2009 Honda Jazz,Petrol,"48,000 kms",1198,Manual,16.0 kmpl,5,Maroon,90,Disc,Drum,-,1535,1695,3900,-,-,165 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,2.1 Lakh
4669,2017 Audi Q3,Diesel,"35,000 kms",1968,Automatic,15.73 kmpl,5,White,174.33,Disc,Disc,-,1608,2019,4388,2185,-,212 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,25 Lakh
4670,2017 Maruti Baleno RS,Petrol,"38,000 kms",998,Manual,21.1 kmpl,5,Blue,100.5,Disc,Disc,-,1510,1745,3995,1360,-,186.08 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,6.5 Lakh
4671,2016 Hyundai Grand i10,Diesel,"41,200 kms",1120,Manual,24.0 kmpl,5,Silver,70,Disc,Drum,-,1520,1660,3765,-,-,157 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,3.85 Lakh
4672,2020 BMW X7,Diesel,"3,990 kms",2993,Automatic,13.38 kmpl,7,Blue,261.5,Disc,Disc,-,1805,2000,5150,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,1.15 Cr
4673,2013 Maruti Swift Dzire,Diesel,"70,000 kms",1248,Manual,23.4 kmpl,5,Grey,74,Ventilated Disc,Drum,-,1555,1695,3995,1505,-,162 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,3.3 Lakh
4674,2020 BMW X7,Diesel,"5,000 kms",2993,Automatic,13.38 kmpl,7,Black,261.5,Disc,Disc,-,1805,2000,5150,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,1.18 Cr
4675,2016 Maruti Wagon R,CNG,"81,090 kms",998,Manual,26.6 km/kg,5,Silver,58.16,Ventilated Disc,Drum,-,1700,1495,3599,1350,-,137 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,3.75 Lakh
4676,2007 Honda City,Petrol,"1,05,000 kms",1497,Manual,17.7 kmpl,5,Black,78,Ventilated Disc,Drum,-,1495,1690,4390,-,-,173 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,1.35 Lakh
4677,2013 Hyundai Verna,Petrol,"51,000 kms",1591,Manual,17.01 kmpl,5,Silver,121.3,Disc,Drum,-,1475,1700,4375,-,-,196km/hr,https://www.cardekho.com/used-cars+in+delhi-ncr,3.95 Lakh
4678,2009 Honda City,Petrol,"53,000 kms",1497,Automatic,16.8 kmpl,5,Grey,116.4,Disc,Drum,-,1485,1695,4440,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,2.85 Lakh
4679,2018 Audi A3,Diesel,"20,000 kms",1968,Automatic,20.38 kmpl,5,Red,143,Ventilated Disc,Disc,-,1416,1796,4458,1890,-,215 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,23.95 Lakh
4680,2017 Maruti Vitara Brezza,Diesel,"49,000 kms",1248,Manual,24.3 kmpl,5,White,88.5,Ventilated Disc,Drum,-,1640,1790,3995,1680,-,172 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,7.1 Lakh
4681,2013 Mercedes-Benz M-Class,Diesel,"55,000 kms",2987,Automatic,0.0 kmpl,5,Black,165,Ventilated Disc,Disc,-,1779,1911,4781,2830,-,225 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,20 Lakh
4682,2015 Ford Ecosport,Diesel,"42,000 kms",1498,Manual,21.7 kmpl,5,White,98.96,Ventilated Disc,Drum,-,1647,1765,3998,1690Kg,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,5.2 Lakh
4683,2017 Hyundai i20,Petrol,"47,053 kms",1197,Automatic,18.6 kmpl,5,Other,81.83,Disc,Drum,295-litres,1505,1734,3985,-,9,170 Kmph,https://www.cardekho.com/used-cars+in+gurgaon,4.72 Lakh
4684,2019 Maruti Celerio,Petrol,"7,347 kms",998,Manual,21.63 kmpl,5,White,67.05,Ventilated Disc,Drum,235-litres,1560,1600,3695,1250,-,,https://www.cardekho.com/used-cars+in+gurgaon,4.89 Lakh
4685,2019 Maruti Alto 800,Petrol,"25,903 kms",796,Manual,24.7 kmpl,5,Other,47.3,Solid Disc,Drum,177-litres,1475,1490,3430,1185,9.5,140 kmph,https://www.cardekho.com/used-cars+in+gurgaon,3.17 Lakh
4686,2015 Maruti Baleno,Diesel,"63,529 kms",1248,Manual,27.39 kmpl,5,Other,74,Disc,Drum,339-litres,1510,1745,3995,1430,9,170 Kmph,https://www.cardekho.com/used-cars+in+gurgaon,5.5 Lakh
4687,2013 Honda Brio,Petrol,"67,159 kms",1198,Manual,19.4 kmpl,5,Black,86.8,Disc,Drum,175-litres,1500,1680,3610,-,7,,https://www.cardekho.com/used-cars+in+gurgaon,2.96 Lakh
4688,2016 Ford Ecosport,Diesel,"51,281 kms",1498,Manual,21.7 kmpl,5,Other,98.96,Ventilated Disc,Drum,352-litres,1647,1765,3998,1690Kg,9,,https://www.cardekho.com/used-cars+in+gurgaon,5.45 Lakh
4689,2018 Maruti Swift,Diesel,"56,585 kms",1248,Manual,28.4 kmpl,5,Other,74,Disc,Drum,268,1530,1735,3840,1405,9,172.6 kmph,https://www.cardekho.com/used-cars+in+gurgaon,7.11 Lakh
4690,2012 Maruti Swift,Diesel,"36,586 kms",1248,Automatic,22.9 kmpl,5,Other,74,Ventilated Disc,Drum,232-litres,1530,1695,3850,1505,-,158km/hr,https://www.cardekho.com/used-cars+in+gurgaon,3.43 Lakh
4691,2019 Toyota Etios Liva,Diesel,"62,642 kms",1364,Manual,23.59 kmpl,5,Other,67.04,Ventilated DIsc,Drum,251,1510,1695,3884,-,8,180 Kmph,https://www.cardekho.com/used-cars+in+gurgaon,6.78 Lakh
4692,2014 Nissan Terrano,Diesel,"85,542 kms",1461,Automatic,19.01 kmpl,5,Grey,108.5,Disc,Drum,475-litres,1671,2000,4331,1787,-,165 Kmph,https://www.cardekho.com/used-cars+in+gurgaon,4.32 Lakh
4693,2016 Maruti Baleno,Diesel,"36,993 kms",1248,Automatic,27.39 kmpl,5,Other,74,Disc,Drum,339-litres,1510,1745,3995,1430,8.5,170 Kmph,https://www.cardekho.com/used-cars+in+gurgaon,4.89 Lakh
4694,2015 Ford EcoSport,Diesel,"86,059 kms",1498,Automatic,22.7 kmpl,5,Black,89.84,Ventilated Disc,Drum,346-litres,1708,1765,3999,1740,8.5,182 Kmph,https://www.cardekho.com/used-cars+in+gurgaon,5.48 Lakh
4695,2015 Honda Jazz,Diesel,"65,911 kms",1498,Manual,27.3 kmpl,5,Other,98.6,Disc,Drum,354-litres,1544,1694,3955,-,9,172 Kmph,https://www.cardekho.com/used-cars+in+gurgaon,6.96 Lakh
4696,2018 Maruti Baleno,Diesel,"61,659 kms",1248,Manual,27.39 kmpl,5,White,74,Disc,Drum,339-litres,1510,1745,3995,1430,-,170 Kmph,https://www.cardekho.com/used-cars+in+gurgaon,5.57 Lakh
4697,2014 Ford Ecosport,Diesel,"85,420 kms",1498,Manual,21.7 kmpl,5,White,98.96,Ventilated Disc,Drum,352-litres,1647,1765,3998,1690Kg,7,,https://www.cardekho.com/used-cars+in+gurgaon,4.81 Lakh
4698,2016 Honda City,Petrol,"55,061 kms",1497,Manual,17.8 kmpl,5,Other,117.3,Disc,Drum,510-litres,1495,1695,4440,-,-,195 Kmph,https://www.cardekho.com/used-cars+in+gurgaon,7.26 Lakh
4699,2013 Ford EcoSport,Diesel,"70,802 kms",1498,Manual,22.7 kmpl,5,Silver,89.84,Ventilated Disc,Drum,346-litres,1708,1765,3999,1740,-,182 Kmph,https://www.cardekho.com/used-cars+in+gurgaon,5.11 Lakh
4700,2013 Maruti Wagon R Stingray,Petrol,"90,128 kms",998,Manual,20.51 kmpl,5,Other,67.04,Ventilated Disc,Drum,180-liters,1670,1475,3636,1350,-,150 Kmph,https://www.cardekho.com/used-cars+in+gurgaon,2.96 Lakh
4701,2015 Ford Ecosport,Diesel,"87,208 kms",1498,Automatic,23 kmpl,5,White,98.96,Ventilated Disc,Drum,352-litres,1647,1765,3998,1690Kg,7.5,,https://www.cardekho.com/used-cars+in+gurgaon,5.39 Lakh
4702,2015 Honda City,Diesel,"38,708 kms",1498,Automatic,25.1 kmpl,5,Other,98.6,Disc,Drum,510-litres,1495,1695,4440,-,7,190 Kmph,https://www.cardekho.com/used-cars+in+gurgaon,6.36 Lakh
4703,2015 Ford Ecosport,Diesel,"1,24,052 kms",1498,Automatic,21.7 kmpl,5,White,99.23,Ventilated Disc,Drum,352-litres,1647,1765,3998,1690,-,,https://www.cardekho.com/used-cars+in+gurgaon,4.6 Lakh
4704,2018 Hyundai Santro,Petrol,872 kms,1086,Automatic,20.3 kmpl,5,White,68,Disc,Drum,235,1560,1645,3610,-,-,,https://www.cardekho.com/used-cars+in+gurgaon,4.62 Lakh
4705,2014 Honda Brio,Petrol,"90,158 kms",1198,Automatic,19.4 kmpl,5,Other,86.8,Disc,Drum,175-litres,1500,1680,3610,-,-,164 Kmph,https://www.cardekho.com/used-cars+in+gurgaon,3.12 Lakh
4706,2017 Maruti Swift,Diesel,"56,693 kms",1248,Automatic,25.2 kmpl,5,White,74,Ventilated Disc,Drum,204-liters,1530,1735,3840,1405,-,155 Kmph,https://www.cardekho.com/used-cars+in+gurgaon,5.04 Lakh
4707,2015 Honda City,Petrol,"57,857 kms",1497,Manual,17.8 kmpl,5,Other,117.3,Disc,Drum,510-litres,1495,1695,4440,-,9,195 Kmph,https://www.cardekho.com/used-cars+in+gurgaon,5.61 Lakh
4708,2018 Nissan Terrano,Diesel,"55,245 kms",1461,Manual,20.45 kmpl,5,Silver,83.8,Disc,Drum,475-litres,1671,2000,4331,1764,-,156 Kmph,https://www.cardekho.com/used-cars+in+gurgaon,7.23 Lakh
4709,2018 Volkswagen Vento,Petrol,"53,738 kms",1197,Automatic,18.19 kmpl,5,Other,103.2,Ventilated Disc,Drum,494,1467,1699,4390,1720,8,185 Kmph,https://www.cardekho.com/used-cars+in+gurgaon,7.11 Lakh
4710,2019 Volkswagen Polo,Petrol,"35,264 kms",999,Manual,17.74 kmpl,5,Grey,75.1,Disc,Drum,280,1469,1682,3971,1500Kg,-,,https://www.cardekho.com/used-cars+in+gurgaon,5.56 Lakh
4711,2017 Ford Ecosport,Diesel,"22,757 kms",1498,Manual,21.7 kmpl,5,Silver,98.96,Ventilated Disc,Drum,352-litres,1647,1765,3998,1690Kg,-,,https://www.cardekho.com/used-cars+in+gurgaon,7.56 Lakh
4712,2012 Renault Duster,Diesel,"57,263 kms",1461,Manual,20.45 kmpl,5,Red,83.8,Ventilated Disc,Drum,475-litres,1695,1822,4315,1758,-,,https://www.cardekho.com/used-cars+in+gurgaon,3.22 Lakh
4713,2018 Maruti Swift,Petrol,"28,911 kms",1197,Manual,22 kmpl,5,Other,81.8,Disc,Drum,268,1530,1735,3840,1315,8,,https://www.cardekho.com/used-cars+in+gurgaon,5.03 Lakh
4714,2014 Honda City,Petrol,"52,951 kms",1497,Automatic,17.8 kmpl,5,Other,117.3,Disc,Drum,510-litres,1495,1695,4440,-,7.5,195 Kmph,https://www.cardekho.com/used-cars+in+gurgaon,5.11 Lakh
4715,2014 Maruti Swift Dzire,Petrol,"1,02,926 kms",1197,Manual,19.1 kmpl,5,Other,85.8,Ventilated Disc,Drum,320 liters,1555,1695,3995,1415,8.5,169 kmph,https://www.cardekho.com/used-cars+in+gurgaon,4.16 Lakh
4716,2013 Nissan Sunny,Diesel,"54,251 kms",1461,Automatic,21.64 kmpl,5,White,84.8,Disc,Drum,490-litres,1505,1695,4425,-,-,,https://www.cardekho.com/used-cars+in+gurgaon,2.75 Lakh
4717,2016 Maruti Celerio,Petrol,"98,756 kms",998,Manual,23.1 kmpl,5,Other,67.04,Ventilated Disc,Drum,235-litres,1560,1600,3695,1250,-,150 Kmph,https://www.cardekho.com/used-cars+in+gurgaon,3.91 Lakh
4718,2018 Maruti Alto 800,Petrol,"44,559 kms",796,Manual,24.7 kmpl,5,White,47.3,Solid Disc,Drum,177-litres,1475,1490,3430,1185,7.5,140 kmph,https://www.cardekho.com/used-cars+in+gurgaon,3.12 Lakh
4719,2015 Maruti Baleno,Petrol,"61,931 kms",1197,Manual,21.4 kmpl,5,Silver,83.1,Disc,Drum,339-litres,1510,1745,3995,1360,-,180 Kmph,https://www.cardekho.com/used-cars+in+gurgaon,5.36 Lakh
4720,2016 Volkswagen Polo,Petrol,"79,991 kms",1197,Automatic,17.21 kmpl,5,Other,103.5,Disc,Drum,280,1469,1682,3971,1580,9,177.22 kmph,https://www.cardekho.com/used-cars+in+gurgaon,5.36 Lakh
4721,2016 Maruti Vitara Brezza,Diesel,"77,406 kms",1248,Manual,24.3 kmpl,5,White,88.5,Ventilated Disc,Drum,328-litres,1640,1790,3995,1680,-,172 kmph,https://www.cardekho.com/used-cars+in+gurgaon,6.61 Lakh
4722,2013 Volkswagen Vento,Diesel,"86,764 kms",1598,Manual,20.54 kmpl,5,White,103.6,Disc,Drum,480-litres,1466,1699,4384,1760,-,186km/hr,https://www.cardekho.com/used-cars+in+gurgaon,3.38 Lakh
4723,2015 Maruti Swift,Diesel,"83,833 kms",1248,Manual,28.4 kmpl,5,White,74,Disc,Drum,268,1530,1735,3840,1405Kg,6,,https://www.cardekho.com/used-cars+in+gurgaon,4.24 Lakh
4724,2015 Maruti Swift,Petrol,"52,655 kms",1197,Automatic,21.21 kmpl,5,White,81.8,Disc,Drum,268,1530,1735,3840,1315,9,,https://www.cardekho.com/used-cars+in+gurgaon,4.54 Lakh
4725,2018 Maruti Ignis,Petrol,"17,011 kms",1197,Manual,20.89 kmpl,5,Grey,81.8,Disc,Drum,260-litres,1595,1690,3700,-,9.5,,https://www.cardekho.com/used-cars+in+gurgaon,5.64 Lakh
4726,2017 Honda City,Petrol,"14,815 kms",1497,Manual,17.8 kmpl,5,Other,117.3,Disc,Drum,510-litres,1495,1695,4440,-,9,195 Kmph,https://www.cardekho.com/used-cars+in+gurgaon,8.14 Lakh
4727,2018 Maruti Baleno,Petrol,"17,711 kms",1197,Manual,21.01 kmpl,5,Blue,81.8,Disc,Drum,339-litres,1510,1745,3995,1340,9,,https://www.cardekho.com/used-cars+in+gurgaon,6.11 Lakh
4728,2016 Maruti Alto K10,Petrol,"41,147 kms",998,Manual,23.95 kmpl,5,Grey,67.05,Ventilated Disc,Drum,177,1475,1515,3545,1210,9,145 Kmph,https://www.cardekho.com/used-cars+in+gurgaon,2.86 Lakh
4729,2018 Maruti Alto K10,Petrol,"13,215 kms",998,Automatic,23.95 kmpl,5,White,67.05,Ventilated Disc,Drum,177,1475,1515,3545,1210,-,145 Kmph,https://www.cardekho.com/used-cars+in+gurgaon,3.63 Lakh
4730,2017 Maruti Ignis,Petrol,"23,615 kms",1197,Manual,20.89 kmpl,5,Other,81.8,Disc,Drum,260-litres,1595,1690,3700,-,7.5,,https://www.cardekho.com/used-cars+in+gurgaon,4.69 Lakh
4731,2015 Maruti Swift,Diesel,"78,623 kms",1248,Manual,25.2 kmpl,5,Silver,74,Ventilated Disc,Drum,204-liters,1530,1735,3840,1405,-,155 Kmph,https://www.cardekho.com/used-cars+in+gurgaon,4.3 Lakh
4732,2018 Maruti Swift,Petrol,"47,393 kms",1197,Manual,22 kmpl,5,Other,81.8,Disc,Drum,268,1530,1735,3840,1315,9,,https://www.cardekho.com/used-cars+in+gurgaon,6.66 Lakh
4733,2013 Honda Brio,Petrol,"78,279 kms",1198,Manual,18.5 kmpl,5,White,86.8,Disc,Drum,175-litres,1500,1680,3610,-,6,145 Kmph,https://www.cardekho.com/used-cars+in+gurgaon,3.1 Lakh
4734,2018 Maruti Alto K10,Petrol,"15,164 kms",998,Manual,23.95 kmpl,5,White,67.05,Ventilated Disc,Drum,177,1475,1515,3545,1210,9.5,145 Kmph,https://www.cardekho.com/used-cars+in+gurgaon,3.61 Lakh
4735,2017 Ford Ecosport,Petrol,"40,049 kms",1496,Manual,15.9 kmpl,5,Other,120.69,Ventilated Disc,Drum,352-litres,1647,1765,3998,1660Kg,-,,https://www.cardekho.com/used-cars+in+gurgaon,6.79 Lakh
4736,2013 Maruti Swift Dzire,Diesel,"95,912 kms",1248,Manual,23.4 kmpl,5,Grey,74,Ventilated Disc,Drum,320 liters,1555,1695,3995,1505,7.5,,https://www.cardekho.com/used-cars+in+gurgaon,3.65 Lakh
4737,2017 Maruti Alto K10,Petrol,"18,075 kms",998,Manual,23.95 kmpl,5,Silver,67.05,Ventilated Disc,Drum,177,1475,1515,3545,1210,9.5,145 Kmph,https://www.cardekho.com/used-cars+in+gurgaon,3.28 Lakh
4738,2013 Maruti Swift Dzire,Diesel,"43,080 kms",1248,Manual,23.4 kmpl,5,Silver,74,Ventilated Disc,Drum,320 liters,1555,1695,3995,1505,6.5,,https://www.cardekho.com/used-cars+in+gurgaon,4.26 Lakh
4739,2018 Maruti Ignis,Petrol,"4,878 kms",1197,Manual,20.89 kmpl,5,Blue,81.8,Disc,Drum,260-litres,1595,1690,3700,-,-,,https://www.cardekho.com/used-cars+in+gurgaon,5.05 Lakh
4740,2019 Maruti Ignis,Petrol,"9,024 kms",1197,Manual,20.89 kmpl,5,Silver,81.8,Disc,Drum,260-litres,1595,1690,3700,-,9.5,,https://www.cardekho.com/used-cars+in+gurgaon,5.07 Lakh
4741,2013 Maruti Swift Dzire,Diesel,"1,36,786 kms",1248,Manual,23.4 kmpl,5,White,74,Ventilated Disc,Drum,320 liters,1555,1695,3995,1505,8,162 kmph,https://www.cardekho.com/used-cars+in+gurgaon,3.53 Lakh
4742,2012 Hyundai i20,Diesel,"86,803 kms",1396,Manual,21.9 kmpl,5,Silver,88.76,Disc,Disc,,1505,1710,3995,-,6,,https://www.cardekho.com/used-cars+in+gurgaon,2.95 Lakh
4743,2012 Honda Brio,Petrol,"37,526 kms",1198,Manual,18.5 kmpl,5,White,86.8,Disc,Drum,175-litres,1500,1680,3610,-,8,145 Kmph,https://www.cardekho.com/used-cars+in+gurgaon,3.04 Lakh
4744,2018 Maruti Ignis,Petrol,"31,692 kms",1197,Manual,20.89 kmpl,5,Grey,81.8,Disc,Drum,260-litres,1595,1690,3700,-,7.5,,https://www.cardekho.com/used-cars+in+gurgaon,5.02 Lakh
