,Car_Name,Car_details,Endine_disp,Milage_in_km/ltr,Seating_cap,color,Max_power,front_brake_type,rear_brake_type,cargo_volume,height,width,length,Gross_Weight,top_speed,Ownership,Year_of_Manufacture,Steering_Type,Car_price
0,2021 Skoda Kushaq 1.0 TSI Style,"14,710 kms • Petrol • Manual",999 ,19.2,5,Grey,113.98,Disc,Drum,385/1405,1612,1760,4225,1640 ,-,First Owner,2021,Electric,₹ 15.99 Lakh
1,2020 Kia Seltos HTK Diesel,"37,166 kms • Diesel • Manual",1493 ,20.8,5,Maroon,113.43,Disc,Disc,433,1645,1800,4315,-,-,First Owner,2020,Electric,₹ 13.05 Lakh
2,2022 Mahindra Bolero Neo N10,"26,191 kms • Diesel • Manual",1493 ,17.29,7,White,100,Disc,Drum,384,1817,1795,3995,2215,-,First Owner,2022,Power,₹ 11.84 Lakh
3,2017 Maruti Baleno 1.2 Delta,"19,898 kms • Petrol • Manual",1197 ,21.4,5,Orange,83.1,Disc,Drum,339-litres,1510,1745,3995,1340,180 Kmph,Second Owner,2017,Power,₹ 6.05 Lakh
4,2020 Hyundai Creta SX Turbo Dualtone,"18,182 kms • Petrol • Automatic",1353 ,16.8,5,White,138.08,Disc,Disc,433,1635,1790,4300,-,-,First Owner,2020,Power,₹ 17.99 Lakh
5,2018 Maruti Swift VXI,"30,269 kms • Petrol • Manual",1197 ,21.21,5,Silver,81.80,Disc,Drum,268,1530,1735,3840,1315,-,First Owner,2018,Electric,₹ 6.45 Lakh
6,2019 Renault KWID 1.0 RXT AMT Opt BSIV,"9,668 kms • Petrol • Automatic",999 ,24.04,5,White,67,Disc,Drum,279,1478,1579,3731,-,-,First Owner,2019,Power,₹ 5.12 Lakh
7,2021 Renault Kiger RXZ,"5,198 kms • Petrol • Manual",999 ,19.17,5,Blue,71.01,Disc,Drum,405,1605,1750,3991,-,-,First Owner,2021,Electric,₹ 8.33 Lakh
8,2019 Mercedes-Benz GLC 220d 4MATIC,"19,396 kms • Diesel • Automatic",1950 ,-,5,White,194,Disc,Disc,550-litres,1644,1890,4658,2500,215 kmph,First Owner,2019,Power,₹ 51.95 Lakh
9,2021 Renault Kiger RXZ Turbo CVT DT,"14,475 kms • Petrol • Automatic",999 ,18.24,5,Blue,98.63,Disc,Drum,405,1605,1750,3991,-,-,First Owner,2021,Electric,₹ 10.08 Lakh
10,2014 Mahindra XUV500 W8 2WD,"96,000 kms • Diesel • Manual",2179 ,15.1,7,Grey,140,Disc & Caliper Type,Disc & Caliper Type,-,1785,1890,4585,2450,175 kmph,First Owner,2014,Power,₹ 9.25 Lakh
11,2014 Maruti Swift Dzire VXI,"59,000 kms • Petrol • Manual",1197 ,19.1,5,Silver,85.8,Ventilated Disc,Drum,320 liters,1555,1695,3995,1415,169 kmph,First Owner,2014,Power,₹ 5.90 Lakh
12,2017 BMW 3 Series GT Luxury Line,"38,703 kms • Diesel • Automatic",1995 ,21.76,5,Grey,188,Disc,Disc,520,1508,1828,4824,-,226 Kmph,First Owner,2017,Power,₹ 36.95 Lakh
13,2017 Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,"25,000 kms • Petrol • Automatic",1497 ,14.8,5,Brown,121.36,Ventilated Disc,Drum,352-litres,1647,1765,3998,1705Kg,171.43 kmph,First Owner,2017,Power,₹ 7.75 Lakh
14,2016 Maruti Ertiga SHVS ZDI,"87,000 kms • Diesel • Manual",1248 ,24.52,7,White,88.5,Ventilated Disc,Drum,135-liters,1685,1695,4296,-,160 kmph,First Owner,2016,Power,₹ 8.45 Lakh
15,2016 Skoda Rapid 1.6 MPI Style BSIV,"22,127 kms • Petrol • Manual",1598 ,14.3,5,Red,103.2,Disc,Drum,460,1466,1699,4413,1680Kg,185kmph,Second Owner,2016,Power,₹ 7.99 Lakh
16,2016 Mahindra XUV500 W10 AWD,"55,000 kms • Diesel • Manual",2179 ,16,7,White,140,Disc,Disc,720-litres,1785,1890,4585,2510,185 Kmph,First Owner,2016,Power,₹ 13 Lakh
17,2014 Maruti Celerio VXI AT,"69,408 kms • Petrol • Automatic",998 ,23.1,5,Maroon,67.04,Ventilated Disc,Drum,235-litres,1565,1635,3715,1250,150 Kmph,First Owner,2014,Power,₹ 4.40 Lakh
18,2018 Honda City i-VTEC V,"25,946 kms • Petrol • Manual",1497 ,17.4,5,White,117.6,Ventilated Disc,Drum,510,1495,1695,4440,1436,189 kmph,First Owner,2018,Power,₹ 8.95 Lakh
19,2021 Honda City 1.5 GXI CVT,"9,955 kms • Petrol • Automatic",-,14.5,5,-,-,-,-,-,-,-,-,-,-,First Owner,2021,Power,₹ 13.50 Lakh
20,2017 BMW 3 Series GT Luxury Line,"38,703 kms • Diesel • Automatic",1995 ,21.76,5,Grey,188,Disc,Disc,520,1508,1828,4824,-,226 Kmph,First Owner,2017,Power,₹ 36.95 Lakh
21,2012 Hyundai i10 Sportz AT,"41,439 kms • Petrol • Automatic",1197 ,16.95,5,Red,78.9,Ventilated Disc,Drum,-,1550,1595,3585,-,-,First Owner,2012,Power,₹ 4.12 Lakh
22,2018 Tata Nexon 1.2 Revotron XZ Plus,"27,725 kms • Petrol • Manual",1198 ,17,5,Blue,108.5,Disc,Drum,350,1607,1811,3994,-,154.19 kmph,First Owner,2018,Power,₹ 8.69 Lakh
23,2022 Hyundai Aura SX Option,"4,281 kms • Petrol • Manual",1197 ,20.5,5,Grey,81.86,Disc,Drum,-,1520,1680,3995,-,-,First Owner,2022,Electric,₹ 9.10 Lakh
24,2016 Mahindra XUV500 W10 AWD,"55,000 kms • Diesel • Manual",2179 ,16,7,White,140,Disc,Disc,720-litres,1785,1890,4585,2510,185 Kmph,First Owner,2016,Power,₹ 13 Lakh
25,2022 Honda Amaze VX CVT,"4,253 kms • Petrol • Automatic",1199 ,18.3,5,White,88.50,Disc,Drum,420,1498-1501,1695,3995,-,-,First Owner,2022,Electric,₹ 10.47 Lakh
26,2011 Hyundai i10 Sportz,"47,448 kms • Petrol • Manual",1197 ,20.36,5,Golden,78.9,Ventilated Disc,Drum,-,1550,1595,3585,-,-,First Owner,2011,Power,₹ 3.25 Lakh
27,2022 Maruti Wagon R ZXI Plus AT Dual tone,"8,855 kms • Petrol • Automatic",1197 ,24.43,5,White,88.50,Disc,Drum,341,1675,1620,3655,1340,-,Second Owner,2022,Power,₹ 7.52 Lakh
28,2018 Hyundai Creta 1.6 E Plus,"23,561 kms • Petrol • Manual",1591 ,15.8,5,Orange,121.3,Disc,Drum,400,1665,1780,4270,-,-,Second Owner,2018,Power,₹ 9.45 Lakh
29,2015 Maruti Swift VXI,"33,365 kms • Petrol • Manual",1197 ,21.21,5,Grey,81.80,Disc,Drum,268,1530,1735,3840,1315,-,First Owner,2015,Electric,₹ 5.07 Lakh
30,2015 Honda Jazz 1.2 V i VTEC,"52,720 kms • Petrol • Manual",1199 ,18.7,5,Orange,88.7,Disc,Drum,354-litres,1544,1694,3955,-,172 Kmph,First Owner,2015,Power,₹ 6 Lakh
31,2019 Mahindra XUV300 W8 AMT Optional Diesel BSIV,"9,384 kms • Diesel • Automatic",1497 ,20,5,White,115,Disc,Disc,259 L,1627 ,1821 ,3995 ,-,175 kmph,First Owner,2019,Power,₹ 13.45 Lakh
32,2021 Hyundai Venue SX Plus Turbo DCT,"28,593 kms • Petrol • Automatic",998 ,18.15,5,Grey,118.35,Disc,Drum,350,1605 ,1770 ,3995 ,-,-,First Owner,2021,Electric,₹ 12.85 Lakh
33,2015 Volkswagen Vento 1.5 TDI Highline,"61,621 kms • Diesel • Manual",1498 ,20.34,5,White,103.2,Disc,Drum,454-liters,1466,1699,4384,1750,186 kmph,First Owner,2015,Power,₹ 7.25 Lakh
34,2019 Volvo XC 90 D5 Inscription,"44,000 kms • Diesel • Automatic",1969 ,17.2,7,Black,235,Disc,Disc,300-litres,1776,2140,4950,-,180 Kmph,First Owner,2019,Power,₹ 64.95 Lakh
35,2020 MG Hector Sharp DCT,"19,000 kms • Petrol • Automatic",1451 ,13.96,5,White,141,Disc,Disc,587,1760,1835,4655,-,-,First Owner,2020,-,₹ 17.45 Lakh
36,2016 Hyundai Xcent 1.2 Kappa S,"26,083 kms • Petrol • Manual",1197 ,19.1,5,Red,82,Disc,Drum,407-litres,1520,1660,3995,-,172 Kmph,First Owner,2016,Power,₹ 4.99 Lakh
37,2013 Honda Accord 2.4 M/T,"74,000 kms • Petrol • Manual",2354 ,12.8,5,White,177.6,Multilateral Disc,Solid Disc,-,1475,1845,4950,-,-,Second Owner,2013,Power,₹ 6.75 Lakh
38,2020 Maruti XL6 Zeta,"45,359 kms • Petrol • Manual",1462 ,19.01,6,White,103.2,Ventilated Disc,Leading & Trailing Drum,209,1700,1775,4445,1730,-,First Owner,2020,Power,₹ 10.99 Lakh
39,2017 Mahindra XUV500 AT W10 AWD,"65,000 kms • Diesel • Automatic",2179 ,16,7,Grey,140,Disc,Disc,720-litres,1785,1890,4585,2510,185 Kmph,First Owner,2017,Power,₹ 15.50 Lakh
40,2016 Hyundai Xcent 1.2 Kappa S,"26,083 kms • Petrol • Manual",1197 ,19.1,5,Red,82,Disc,Drum,407-litres,1520,1660,3995,-,172 Kmph,First Owner,2016,Power,₹ 4.99 Lakh
41,2021 Mahindra Thar LX 4-Str Hard Top AT,"13,231 kms • Petrol • Automatic",1997 ,-,4,Black,150,Disc,Drum,-,1844,1855,3985,-,-,Second Owner,2021,Power,₹ 16.16 Lakh
42,2019 Maruti Alto 800 VXI,"17,055 kms • Petrol • Manual",796 ,22.05,5,Black,47.33,Disc,Drum,-,1475,1515,3445,1185,-,Second Owner,2019,-,₹ 4.02 Lakh
43,2021 Kia Seltos HTK Plus D,"36,950 kms • Diesel • Manual",1493 ,20.8,5,Black,113.43,Disc,Disc,433,1645,1800,4315,-,-,First Owner,2021,Electric,₹ 13.42 Lakh
44,2020 Hyundai Venue SX Turbo BSIV,"33,764 kms • Petrol • Manual",998 ,18.27,5,Blue,118.35,Disc,Drum,350 L,1605 ,1770 ,3995 ,-,-,First Owner,2020,Power,₹ 10.99 Lakh
45,2020 Renault Triber RXZ EASY-R AMT,"7,697 kms • Petrol • Automatic",999 ,18.2,7,White,71.01,Disc,Drum,84,1643,1739,3991,-,-,First Owner,2020,Electric,₹ 7.93 Lakh
46,2020 Mahindra XUV500 W11 Option AT BSIV,"15,063 kms • Diesel • Automatic",2179 ,15.1,7,White,152.87,Ventilated Disc,Disc,-,1785,1890,4585,2510,-,First Owner,2020,Power,₹ 19.74 Lakh
47,2012 Maruti Swift VXI,"23,739 kms • Petrol • Manual",1197 ,18.6,5,Grey,85.8,Ventilated Disc,Drum,232-litres,1530,1695,3850,1415,160km/hr,First Owner,2012,Power,₹ 5.24 Lakh
48,2018 Maruti Vitara Brezza ZDi AMT,"40,812 kms • Diesel • Automatic",1248 ,24.3,5,Silver,88.5,Ventilated Disc,Drum,328-litres,1640,1790,3995,1680,172 kmph,First Owner,2018,Power,₹ 10.99 Lakh
49,2022 Maruti Wagon R LXI CNG,"16,545 kms • CNG • Manual",998 ,34.05,5,Grey,55.92,Disc,Drum,-,1675,1620,3655,1340Kg,-,First Owner,2022,Power,₹ 7 Lakh
50,2013 Hyundai i20 Sportz 1.4 CRDi,"80,000 kms • Diesel • Manual",1396 ,21.9,5,Golden,88.76,Disc,Disc,-,1505,1710,3995,-,-,Second Owner,2013,Power,₹ 4.10 Lakh
51,2013 Maruti Swift ZDi,"55,000 kms • Diesel • Manual",1248 ,22.9,5,White,74,Ventilated Disc,Drum,-,1530,1695,3850,1505,-,Second Owner,2013,Power,₹ 5.25 Lakh
52,2020 Tata Nexon XZ Plus S 2020-2022,"42,732 kms • Petrol • Manual",1199 ,17.57,5,Blue,118.36,Disc,Drum,350,1606,1811,3993,-,-,First Owner,2020,-,₹ 10.99 Lakh
53,2017 Mercedes-Benz E-Class Exclusive E 200,"90,000 kms • Petrol • Automatic",1991 ,15,5,Grey,194.4,Ventilated Disc,Disc,540-litres,1494,1860,5063,-,236 Kmph,First Owner,2017,Electric,₹ 42 Lakh
54,2016 Mercedes-Benz GLE 250d,"28,000 kms • Diesel • Automatic",2143 ,17.9,5,White,201.15,Ventilated Disc,Ventilated Disc,690-litres,1796,2141,4819,2950,212 Kmph,First Owner,2016,Power,₹ 46.75 Lakh
55,2014 Renault Duster 85PS Diesel RxE,"51,000 kms • Diesel • Manual",1461 ,19.87,5,Silver,83.8,Ventilated Disc,Drum,475-litres,1695,1822,4315,1766,156 Kmph,First Owner,2014,Power,₹ 5.85 Lakh
56,2020 Hyundai Verna SX,"20,593 kms • Petrol • Manual",1497 ,17.7,5,Starry Night,113.18,Disc,Drum,-,1475,1729,4440,-,-,First Owner,2020,Electric,₹ 11.75 Lakh
57,2012 Toyota Innova 2.5 VX (Diesel) 7 Seater,"1,95,644 kms • Diesel • Manual",2494 ,12.99,7,Silver,100.6,Ventilated Disc,Leading-Trailing Drum,300-litres,1760,1765,4585,2300,155 Kmph,Third Owner,2012,Power,₹ 9.65 Lakh
58,2017 Honda Jazz V CVT,"48,000 kms • Petrol • Automatic",1199 ,18.2,5,Maroon,88.7,Disc,Drum,354-litres,1544 ,1694 ,3955 ,-,172 Kmph,First Owner,2017,Power,₹ 7.45 Lakh
59,2020 Jeep Compass 2.0 Limited Plus 4X4,"17,953 kms • Diesel • Manual",1956 ,16.3,5,White,170.63,Disc,Discs,408-litres,1640,1818,4395,-,-,First Owner,2020,power,₹ 26.50 Lakh
60,2020 Tata Tiago XT,"35,544 kms • Petrol • Manual",1199 ,19.01,5,Blue,84.82,Disc,Drum,-,1535,1677,3765,-,-,First Owner,2020,Electric,₹ 6.25 Lakh
61,2022 Maruti Wagon R VXI CNG,"2,913 kms • CNG • Manual",998 ,34.05,5,Grey,55.92,Disc,Drum,-,1675,1620,3655,1340,-,First Owner,2022,Power,₹ 7.67 Lakh
62,2013 Maruti Swift Dzire Regal,"26,780 kms • Petrol • Manual",1197 ,19.1,5,Grey,85.8,Ventilated Disc,Drum,-,1555,1695,3995,1415,-,First Owner,2013,Power,₹ 5.22 Lakh
63,2016 Tata Tiago 1.2 Revotron XZ WO Alloy,"25,475 kms • Petrol • Manual",1199 ,23.84,5,Orange,84,Disc,Drum,242-litres,1535,1647,3746,-,150 kmph,First Owner,2016,Power,₹ 5.25 Lakh
64,2015 Audi Q3 35 TDI Quattro Premium,"46,281 kms • Diesel • Automatic",1968 ,15.73,5,Blue,174.33,Ventilated Disc,Drum,460-litres,1608,2019,4385,2185,212 Kmph,Second Owner,2015,Power,₹ 22.95 Lakh
65,2019 Maruti Swift AMT VXI,"9,335 kms • Petrol • Automatic",1197 ,21.21,5,Blue,81.80,Disc,Drum,268,1530,1735,3840,1315,-,First Owner,2019,Electric,₹ 7.59 Lakh
66,2017 Hyundai Grand i10 1.2 Kappa Asta,"8,366 kms • Petrol • Manual",1197 ,18.9,5,Blue,81.86,Disc,Drum,256,1520,1660,3765,-,165 Kmph,Second Owner,2017,Power,₹ 6.01 Lakh
67,2014 Maruti Swift ZXI BSIV,"28,424 kms • Petrol • Manual",1197 ,22,5,White,81.80,Disc,Drum,268,1530,1735,3840,1315,-,First Owner,2014,Power,₹ 5.80 Lakh
68,2019 Mahindra Marazzo M8 8Str,"43,993 kms • Diesel • Manual",1497 ,17.3,8,White,121,Disc,Disc,190,1774 ,1866 ,4585 ,-,145kmph,First Owner,2019,Power,₹ 13.85 Lakh
69,2019 Hyundai Grand i10 1.2 Kappa Sportz BSIV,"30,491 kms • Petrol • Manual",1197 ,18.9,5,Blue,81.86,Disc,Drum,256,1520,1660,3765,-,165 Kmph,First Owner,2019,Power,₹ 6.01 Lakh
70,2017 Jaguar F-Pace Prestige 2.0 AWD,"35,000 kms • Diesel • Automatic",1999 ,16.38,5,Blue,177,Disc,Disc,508 litres,1651,2175,4731,2460,208 Kmph,First Owner,2017,Power,₹ 48 Lakh
71,2018 Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,"29,846 kms • Petrol • Automatic",1497 ,14.8,5,Red,121.36,Ventilated Disc,Drum,352-litres,1647,1765,3998,1705Kg,171.43 kmph,Second Owner,2018,Power,₹ 9.65 Lakh
72,2013 Mercedes-Benz C-Class C 220 CDI Avantgarde,"58,500 kms • Diesel • Automatic",2143 ,19.27,5,Silver,170,Disc,Disc,480-litres,1442,2020,4686,2135,233 Kmph,First Owner,2013,Power,₹ 15.90 Lakh
73,2015 Honda City i VTEC CVT VX,"77,302 kms • Petrol • Automatic",1497 ,18,5,Red,117.3,Disc,Drum,510-litres,1495,1695,4440,-,195 Kmph,Third Owner,2015,Power,₹ 6.95 Lakh
74,2012 Honda CR-V 2.4 MT,"83,150 kms • Petrol • Manual",2354 ,10.8,5,Black,152 PS,264mm Ventilated discs,262mm Disc & Drum Combination,-,1710,1780,4610,-,182 kmph,First Owner,2012,Power,₹ 9.85 Lakh
75,2021 Skoda Rapid 1.0 TSI Style,"13,025 kms • Petrol • Manual",999 ,18.97,5,White,108.62,Disc,Drum,460,1466,1699,4413,1670,-,First Owner,2021,Power,₹ 11.85 Lakh
76,2021 Mahindra Thar LX 4-Str Hard Top AT,"19,586 kms • Petrol • Automatic",1997 ,-,4,Red,150,Disc,Drum,-,1844,1855,3985,-,-,First Owner,2021,Power,₹ 16.99 Lakh
77,2018 Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,"49,461 kms • Petrol • Automatic",1497 ,14.8,5,White,121.36,Ventilated Disc,Drum,352-litres,1647,1765,3998,1705Kg,171.43 kmph,First Owner,2018,Power,₹ 9.99 Lakh
78,2016 Ford Ecosport 1.5 TDCi Titanium BSIV,"42,164 kms • Diesel • Manual",1498 ,22.77,5,Red,98.59,Ventilated Disc,Drum,346-litres,1708,1765,3999,-,182 Kmph,First Owner,2016,Power,₹ 8.25 Lakh
79,2021 BMW 3 Series 330i M Sport,"5,000 kms • Petrol • Automatic",1998 ,16.13,5,White,254.79,Disc,Disc,480-litres,1429,1811,4824,-,250Kmph,First Owner,2021,Power,₹ 58 Lakh
80,2017 Hyundai Grand i10 1.2 Kappa Sportz Option AT,"30,832 kms • Petrol • Automatic",1197 ,18.9,5,Blue,81.86,Disc,Drum,256,1520,1660,3765,-,165 Kmph,First Owner,2017,Power,₹ 6.75 Lakh
81,2014 Maruti Swift Dzire VXI,"27,814 kms • Petrol • Manual",1197 ,19.1,5,White,85.8,Ventilated Disc,Drum,320 liters,1555,1695,3995,1415,169 kmph,Second Owner,2014,Power,₹ 5.19 Lakh
82,2018 Renault KWID Climber 1.0 AMT,"37,143 kms • Petrol • Automatic",999 ,24.04,5,Blue,67,Disc,Drum,300,1478,1579,3679,-,133.9 kmph,First Owner,2018,Power,₹ 4.78 Lakh
83,2015 Maruti Ciaz ZXi,"41,085 kms • Petrol • Manual",1373 ,20.73,5,Maroon,91.1,Ventilated Disc,Drum,510-litres,1485,1730,4490,1490,190 kmph,First Owner,2015,Power,₹ 6.78 Lakh
84,2017 Tata Hexa XTA,"46,827 kms • Diesel • Automatic",2179 ,17.6,7,Grey,153.86,Disc,Disc,128,1785,1900,4788,-,-,Second Owner,2017,Power,₹ 14.75 Lakh
85,2021 Renault Kiger RXZ Turbo,"13,501 kms • Petrol • Manual",999 ,20.5,5,Blue,98.63,Disc,Drum,405,1605,1750,3991,-,-,First Owner,2021,Electric,₹ 8.90 Lakh
86,2015 Hyundai i10 Sportz 1.1L,"50,097 kms • Petrol • Manual",1086 ,19.81,5,Red,68.05,Ventilated Disc,Drum,225-litres,1550,1595,3585,-,165 Kmph,Second Owner,2015,Power,₹ 4 Lakh
87,2019 Honda Civic VX,"20,138 kms • Petrol • Automatic",1799 ,16.5,5,White,139.46,Disc,Disc,430,1433 ,1799 ,4656 ,-,-,First Owner,2019,Power,₹ 16.54 Lakh
88,2019 Skoda Rapid Monte Carlo 1.6 MPI AT BSIV,"25,268 kms • Petrol • Automatic",1598 ,14.3,5,Red,103.2,Disc,Drum,460,1466,1699,4413,1710Kg,185kmph,Second Owner,2019,Power,₹ 11.45 Lakh
89,2017 Maruti Alto K10 VXI Optional,"11,560 kms • Petrol • Manual",998 ,23.95,5,Blue,67.05,Ventilated Disc,Drum,177,1475,1515,3545,1210,145 Kmph,First Owner,2017,Power,₹ 3.75 Lakh
90,2018 Honda City i-VTEC CVT ZX,"48,180 kms • Petrol • Automatic",1497 ,18,5,White,117.6,Ventilated Disc,Drum,510,1495,1695,4440,1482,178.55 kmph,First Owner,2018,Power,₹ 11.75 Lakh
91,2022 MG Astor Savvy CVT,"8,229 kms • Petrol • Automatic",1498 ,14.82,5,White,108.49,Disc,Disc,-,1650,1809,4323,-,-,First Owner,2022,Electronic,₹ 17.95 Lakh
92,2021 Renault KWID 1.0 RXT AMT Opt,"18,381 kms • Petrol • Automatic",999 ,22,5,Silver,67,Disc,Drum,279,1474,1579,3731,-,-,First Owner,2021,Electric,₹ 5.75 Lakh
93,2015 Maruti Swift VXI BSIV,"46,000 kms • Petrol • Manual",1197 ,22,5,White,81.80,Disc,Drum,268,1530,1735,3840,1315,-,First Owner,2015,Power,₹ 5.75 Lakh
94,2019 Mercedes-Benz GLS 350d 4MATIC,"1,02,186 kms • Diesel • Automatic",2987 ,11,7,White,258,Ventilated Disc,Disc,680-Liters,1850,2141,5130,3250,222 kmph,First Owner,2019,Power,₹ 68.50 Lakh
95,2022 BMW 2 Series 220i M Sport,"13,000 kms • Petrol • Automatic",1998 ,14.82,5,Blue,189.08,Ventilated Disc,Ventilated Disc,-,1420,2081,4526,-,240kmph,First Owner,2022,Power,₹ 43.75 Lakh
96,2017 Volkswagen Tiguan 2.0 TDI Highline,"46,211 kms • Diesel • Automatic",1968 ,16.65,5,Black,141,Disc,Disc,615,1672,1839,4486,2250,-,First Owner,2017,Electric,₹ 25.95 Lakh
97,2015 Mercedes-Benz E-Class E250 Edition E,"62,000 kms • Diesel • Automatic",2143 ,15,5,Silver,204,Ventilated Disc,Solid Disc,540-litres,1474,2071,4879,2280,242 Kmph,Second Owner,2015,Power,₹ 27 Lakh
98,2022 Volkswagen Taigun 1.0 TSI Highline AT,"5,700 kms • Petrol • Automatic",999 ,18.41,5,Red,113.98,Disc,Drum,385,1612,1760,4221,1670,-,First Owner,2022,Electric,₹ 15.85 Lakh
99,2013 BMW 3 Series 320d Sport Line,"90,000 kms • Diesel • Automatic",1995 ,18.88,5,Grey,184,Disc,Disc,480-litres,1429,2031,4624,-,235 Kmph,Second Owner,2013,Power,₹ 17 Lakh
100,2017 Ford Ecosport 1.5 Petrol Titanium BSIV,"46,179 kms • Petrol • Manual",1497 ,17,5,Silver,121.31,Ventilated Disc,Drum,352-litres,1647,1765,3998,1660Kg,-,Second Owner,2017,Power,₹ 6.99 Lakh
101,2020 Ford Freestyle Flair Edition,"24,009 kms • Petrol • Manual",1194 ,18.5,5,Yellow,94.93,Ventilated Disc,Drum,257,1570,1737,3954,-,-,First Owner,2020,Electric,₹ 7.67 Lakh
102,2021 Hyundai Venue S Plus,"14,990 kms • Petrol • Manual",1197 ,17.52,5,Black,81.86,Disc,Drum,350,1605 ,1770 ,3995 ,-,-,First Owner,2021,Electric,₹ 8.87 Lakh
103,2022 Volkswagen Taigun 1.0 TSI Topline,"16,472 kms • Petrol • Manual",999 ,20.08,5,White,113.98,Disc,Drum,385,1612,1760,4221,1650,-,First Owner,2022,Electric,₹ 14.93 Lakh
104,2021 Mahindra XUV500 W11 Option AT,"28,000 kms • Diesel • Automatic",2179 ,15.1,7,White,152.87,Ventilated Disc,Disc,-,1785,1890,4585,2510,-,First Owner,2021,Power,₹ 20.75 Lakh
105,2011 Maruti Wagon R LXI BS IV,"80,715 kms • Petrol • Manual",998 ,18.9,5,Black,67.1,Ventilated Disc,Drum,-,1700,1475,3595,1350,-,First Owner,2011,Power,₹ 2.67 Lakh
106,2018 Maruti Swift AMT VDI,"85,967 kms • Diesel • Automatic",1248 ,28.4,5,White,74,Disc,Drum,268,1530,1735,3840,1405,172.6 kmph,First Owner,2018,Power,₹ 6.17 Lakh
107,2020 Toyota Yaris J CVT,"8,729 kms • Petrol • Automatic",1496 ,17.8,5,Black,105.94,Disc,Drum,476,1495,1730,4425,1580,-,First Owner,2020,Power,₹ 10.11 Lakh
108,2021 Kia Sonet GTX Plus Turbo DCT,"31,155 kms • Petrol • Automatic",998 ,18.3,5,Grey,118.36,Disc,Drum,392,1642,1790,3995,-,-,First Owner,2021,Electric,₹ 12.99 Lakh
109,2017 Maruti Swift Dzire AMT VXI,"34,708 kms • Petrol • Automatic",1197 ,21.21,5,Blue,81.80,Disc,Drum,378,1515,1735,3995,1315Kg,-,First Owner,2017,Power,₹ 7.38 Lakh
110,2019 Mercedes-Benz GLS 350d Grand Edition,"18,000 kms • Diesel • Automatic",2987 ,11,7,Silver,258,Ventilated Disc,Disc,680-Liters,1850,2141,5130,3250,222 kmph,First Owner,2019,Power,₹ 83.75 Lakh
111,2020 Tata Harrier XZ,"50,000 kms • Diesel • Manual",1956 ,16.35,5,Orange,167.67,Disc,Drum,425,1706,1894,4598,-,-,First Owner,2020,Power,₹ 16.95 Lakh
112,2017 Honda WR-V i-VTEC VX,"28,383 kms • Petrol • Manual",1199 ,17.5,5,CARNELIAN,88.7,Ventilated Disc,Drum,363 Litres,1601,1734,3999,-,164.26 kmph,First Owner,2017,Electric,₹ 7.99 Lakh
113,2020 Mercedes-Benz E-Class Expression E 220d,"12,000 kms • Diesel • Automatic",1950 ,16.1,5,White,191.7,Ventilated Disc,Disc,540-litres,1494,1860,5063,-,240 kmph,First Owner,2020,Electric,₹ 62 Lakh
114,2019 Jaguar F-Pace Prestige 2.0 Petrol,"21,000 kms • Petrol • Automatic",1997 ,14.38,5,Black,246.74,"Single Piston Sliding Caliper, Vented Disc","Single Piston Sliding Caliper, Vented Disc",508 litres,1651,2071,4731,2460,217 Kmph,First Owner,2019,Power,₹ 54 Lakh
115,2015 Volkswagen CrossPolo 1.2 MPI,"58,000 kms • Petrol • Manual",1198 ,16.47,5,Silver,74,Disc,Drum,280-litres,1483,1698,3987,1520,-,Second Owner,2015,Power,₹ 6 Lakh
116,2021 Tata Nexon EV Prime XZ Plus,"36,366 kms • Electric • Automatic",0 ,-,5,White,127,Disc,Drum,350,1606,1811,3993,-,-,First Owner,2021,Electric,₹ 13.49 Lakh
117,2009 Maruti Alto LXi BSIII,"87,000 kms • Petrol • Manual",796 ,19.7,5,Silver,46.3,Disc,Drum,-,1460,1475,3495,1140,137km/hr,Second Owner,2009,Power,₹ 2.10 Lakh
118,2018 BMW 5 Series 530d M Sport,"25,000 kms • Diesel • Automatic",2993 ,17.42,5,Silver,261.49,Ventilated Disc,Ventilated Disc,520-litres,1466,2126,4936,-,250kmph,First Owner,2018,Power,₹ 58.50 Lakh
119,2021 Mahindra Thar LX 4-Str Hard Top Diesel AT,"24,000 kms • Diesel • Automatic",2184 ,-,4,Blue,130,Disc,Drum,-,1844,1855,3985,-,-,First Owner,2021,Power,₹ 17.95 Lakh
120,2017 Jeep Compass 1.4 Limited Option,"35,721 kms • Petrol • Automatic",1368 ,16,5,White,160,Disc,Discs,408-litres,1640,1818,4395,-,186.69 kmph,First Owner,2017,Power,₹ 16.75 Lakh
121,2019 Kia Seltos GTX Plus,"11,524 kms • Petrol • Manual",1353 ,16.5,5,Silver,138.08,Disc,Disc,433,1645,1800,4315,-,-,First Owner,2019,Electric,₹ 19.05 Lakh
122,2017 Maruti Celerio ZXI AT Optional,"28,026 kms • Petrol • Automatic",998 ,23.1,5,Blue,67.04,Ventilated Disc,Drum,235-litres,1565,1635,3715,1250,150 Kmph,First Owner,2017,Power,₹ 5.33 Lakh
