,Car_Name,Car_details,Endine_disp,Milage_in_km/ltr,Seating_cap,color,Max_power,front_brake_type,rear_brake_type,cargo_volume,height,width,length,Gross_Weight,top_speed,Ownership,Year_of_Manufacture,Steering_Type,Car_price
605,2018 Maruti Swift Dzire AMT ZXI Plus,"22,430 kms • Petrol • Automatic",1197 ,21.21,5,Blue,81.80,Disc,Drum,378,1515,1735,3995,1315Kg,-,Second Owner,2018,Power,₹ 7.87 Lakh
606,2017 Maruti Baleno 1.2 Delta,"76,460 kms • Petrol • Manual",1197 ,21.4,5,Red,83.1,Disc,Drum,339-litres,1510,1745,3995,1340,180 Kmph,First Owner,2017,Power,₹ 5.81 Lakh
607,2017 Renault Duster Petrol RXS CVT,"32,975 kms • Petrol • Automatic",1498 ,14.99,5,Red,104.5,Disc,Drum,475-litres,1695,1822,4315,1770,160 Kmph,Second Owner,2017,Power,₹ 7.83 Lakh
608,2022 Hyundai Aura S,"9,206 kms • Petrol • Manual",1197 ,20.5,5,White,81.86,Disc,Drum,-,1520,1680,3995,-,-,First Owner,2022,Electric,₹ 7.72 Lakh
609,2015 Maruti Wagon R VXI BS IV,"46,217 kms • Petrol • Manual",998 ,20.51,5,Grey,67.04,Ventilated Disc,Drum,180-liters,1700,1495,3599,1350,152 kmph,Second Owner,2015,Power,₹ 4.04 Lakh
610,2019 Ford Freestyle Titanium Petrol BSIV,"19,918 kms • Petrol • Manual",1194 ,19,5,Brown,94.68,Ventilated Disc,Drum,257,1570,1737,3954,-,144.93 kmph,First Owner,2019,Power,₹ 6.71 Lakh
611,2011 Maruti Swift VXI,"75,318 kms • Petrol • Manual",1197 ,18.6,5,Black,85.8,Ventilated Disc,Drum,232-litres,1530,1695,3850,1415,160km/hr,First Owner,2011,Power,₹ 4.02 Lakh
612,2011 Hyundai i10 Era,"60,000 kms • Petrol • Manual",1086 ,19.81,5,Grey,68.05,Ventilated Disc,Drum,225-litres,1550,1595,3585,-,165 Kmph,Third Owner,2011,Power,₹ 2.24 Lakh
613,2006 Maruti Swift 1.3 ZXI,"1,20,000 kms • Petrol • Manual",1298 ,16.1,5,White,88.2,Ventilated Disc,Drum,232 litres,1530,1690,3760,1415,160 kmph,First Owner,2006,Power,₹ 2.50 Lakh
614,2020 MG Hector Sharp DCT,"14,819 kms • Petrol • Automatic",1451 ,13.96,5,White,141,Disc,Disc,587,1760,1835,4655,-,-,First Owner,2020,-,₹ 17.75 Lakh
615,2016 Maruti Wagon R Stingray VXI,"59,901 kms • Petrol • Manual",998 ,20.51,5,Maroon,67.04,Ventilated Disc,Drum,180-liters,1670,1475,3636,1350,150 Kmph,Third Owner,2016,Power,₹ 3.65 Lakh
616,2012 Audi Q5 2.0 TDI,"72,000 kms • Diesel • Automatic",1968 ,12.8,5,Black,167.6,Ventilated Disc,Ventilated Disc,-,1653,1898,4629,-,200km/hr,Second Owner,2012,Power,₹ 18 Lakh
617,2012 Toyota Fortuner 4x4 MT,"1,50,000 kms • Diesel • Manual",2982 ,12.55,7,White,168.5,Ventilated Disc,Drum,296-litres,1850,1840,4705,2510,176 Kmph,Second Owner,2012,Power,₹ 13.75 Lakh
618,2017 Ford Endeavour 3.2 Titanium AT 4X4,"80,000 kms • Diesel • Automatic",3198 ,10.91,7,White,197,Disc,Disc,-,1837,1860,4892,-,160.2 kmph,Second Owner,2017,Power,₹ 28.50 Lakh
619,2021 Volkswagen Taigun 1.0 TSI Highline AT,"5,361 kms • Petrol • Automatic",999 ,18.41,5,Red,113.98,Disc,Drum,385,1612,1760,4221,1670,-,First Owner,2021,Electric,₹ 15.95 Lakh
620,2018 Toyota Yaris VX BSIV,"16,110 kms • Petrol • Manual",1496 ,17.1,5,Grey,105.5,Disc,Disc,476,1495,1730,4425,1580,-,First Owner,2018,Power,₹ 9.69 Lakh
621,2021 Hyundai Venue S,"44,735 kms • Petrol • Manual",1197 ,17.52,5,Grey,81.86,Disc,Drum,350,1605 ,1770 ,3995 ,-,-,First Owner,2021,Electric,₹ 8.11 Lakh
622,2018 Hyundai i20 1.2 Asta,"30,673 kms • Petrol • Manual",1197 ,18.6,5,Maroon,81.83,Disc,Drum,295-litres,1505,1734,3985,-,170 Kmph,First Owner,2018,Power,₹ 7.30 Lakh
623,2012 Maruti Swift VXI,"67,294 kms • Petrol • Manual",1197 ,18.6,5,Maroon,85.8,Ventilated Disc,Drum,232-litres,1530,1695,3850,1415,160km/hr,First Owner,2012,Power,₹ 4.61 Lakh
624,2019 Tata Nexon 1.5 Revotorq XZA Plus,"69,466 kms • Diesel • Automatic",1497 ,21.5,5,White,108.5,Disc,Drum,350,1607,1811,3994,-,154.19 kmph,First Owner,2019,Power,₹ 10.83 Lakh
625,2017 Datsun RediGO 1.0 T Option,"45,929 kms • Petrol • Manual",999 ,22.5,5,Red,67,Disc,Drum,222,1541,1560,3429,-,-,First Owner,2017,Power,₹ 3.12 Lakh
626,2013 Maruti Swift Dzire VXI,"36,937 kms • Petrol • Manual",1197 ,19.1,5,Golden,85.8,Ventilated Disc,Drum,320 liters,1555,1695,3995,1415,169 kmph,Second Owner,2013,Power,₹ 4.68 Lakh
627,2021 Maruti Alto 800 VXI Plus,"13,159 kms • Petrol • Manual",796 ,22.05,5,Silver,47.33,Disc,Drum,-,1475,1515,3445,1185,-,Second Owner,2021,-,₹ 4.61 Lakh
628,2017 Tata Tiago 1.2 Revotron XZ,"29,178 kms • Petrol • Manual",1199 ,23.84,5,White,84,Disc,Drum,242-litres,1535,1647,3746,-,150 kmph,Second Owner,2017,Power,₹ 5.27 Lakh
629,2018 Tata Nexon 1.2 Revotron XZA Plus DualTone,"34,723 kms • Petrol • Automatic",1198 ,17,5,Red,108.5,Disc,Drum,350,1607,1811,3994,-,154.19 kmph,First Owner,2018,Power,₹ 10.32 Lakh
630,2018 Tata Nexon 1.2 Revotron XM,"44,369 kms • Petrol • Manual",1198 ,17,5,White,108.5,Disc,Drum,350,1607,1811,3994,-,154.19 kmph,Second Owner,2018,Power,₹ 7.82 Lakh
631,2012 Maruti Swift VXI,"46,693 kms • Petrol • Manual",1197 ,18.6,5,Red,85.8,Ventilated Disc,Drum,232-litres,1530,1695,3850,1415,160km/hr,First Owner,2012,Power,₹ 4.58 Lakh
632,2012 Volkswagen Vento Diesel Highline,"90,000 kms • Diesel • Manual",1598 ,20.54,5,Silver,103.6,Disc,Drum,480-litres,1466,1699,4384,1760,186km/hr,Fourth Owner,2012,Power,₹ 4.50 Lakh
633,2019 MG Hector Sharp DCT,"35,000 kms • Petrol • Automatic",1451 ,13.96,5,White,141,Disc,Disc,587,1760,1835,4655,-,-,Second Owner,2019,-,₹ 15.50 Lakh
634,2018 Mercedes-Benz GLA Class 220 d 4MATIC,"37,000 kms • Diesel • Automatic",2143 ,17.9,5,Red,170,Disc,Disc,481-litres,1494,1804 ,4424 ,2075 Kg,218 Kmph,Second Owner,2018,Power,₹ 29.50 Lakh
635,2015 Honda City i VTEC VX Option,"64,000 kms • Petrol • Manual",1497 ,17.8,5,Grey,117.3,Disc,Drum,510-litres,1495,1695,4440,-,195 Kmph,First Owner,2015,Power,₹ 7.50 Lakh
636,2017 BMW 3 Series 320d Edition Sport,"68,000 kms • Diesel • Automatic",1995 ,22.69,5,White,187.74,Disc,Disc,480-litres,1508,2047,4824,-,250 Kmph,Second Owner,2017,Power,₹ 26.75 Lakh
637,2017 Mahindra NuvoSport N8,"1,20,000 kms • Diesel • Manual",1493 ,17.45,7,Silver,100,Disc,Drum,412,1870,1850,3985,2220,156 Kmph,First Owner,2017,Power,₹ 5 Lakh
638,2014 Honda Amaze SX i-VTEC,"87,059 kms • Petrol • Manual",1198 ,18,5,Maroon,86.7,Disc,Drum,400-litres,1505,1680,3990,-,160 Kmph,First Owner,2014,Power,₹ 3.95 Lakh
639,2016 Audi A4 35 TDI Premium Plus,"70,000 kms • Diesel • Automatic",1968 ,18.25,5,White,187.74,Ventilated Disc,Disc,480-litres,1427,1842,4726,2075Kg,237 kmph,Second Owner,2016,Power,₹ 24.75 Lakh
640,2011 Maruti Swift VDI BSIV W ABS,"90,713 kms • Diesel • Manual",1248 ,17.8,5,Black,-,-,-,-,-,-,-,-,-,Second Owner,2011,Power,₹ 3.39 Lakh
641,2017 Honda Jazz 1.2 V i VTEC,"45,849 kms • Petrol • Manual",1199 ,18.7,5,Black,88.7,Disc,Drum,354-litres,1544,1694,3955,-,172 Kmph,Second Owner,2017,Power,₹ 6.37 Lakh
642,2020 Ford Freestyle Titanium,"13,159 kms • Petrol • Manual",1194 ,18.5,5,White,94.93,Ventilated Disc,Drum,257,1570,1737,3954,-,-,First Owner,2020,Electric,₹ 6.96 Lakh
643,2018 Toyota Yaris V BSIV,"18,231 kms • Petrol • Manual",1496 ,17.1,5,White,105.5,Disc,Disc,476,1495,1730,4425,1580,-,Second Owner,2018,Power,₹ 9.30 Lakh
644,2019 Maruti Swift Dzire VXI 1.2,"77,288 kms • Petrol • Manual",1197 ,21.21,5,Grey,81.80,Disc,Drum,378,1515,1735,3995,1315Kg,-,First Owner,2019,Power,₹ 7.02 Lakh
645,2016 Honda Jazz 1.2 V i VTEC,"24,960 kms • Petrol • Manual",1199 ,18.7,5,Red,88.7,Disc,Drum,354-litres,1544,1694,3955,-,172 Kmph,First Owner,2016,Power,₹ 6.44 Lakh
646,2018 Honda City i-VTEC V,"26,314 kms • Petrol • Manual",1497 ,17.4,5,Silver,117.6,Ventilated Disc,Drum,510,1495,1695,4440,1436,189 kmph,Second Owner,2018,Power,₹ 9.01 Lakh
647,2018 Renault KWID Climber 1.0 AMT,"55,505 kms • Petrol • Automatic",999 ,24.04,5,Blue,67,Disc,Drum,300,1478,1579,3679,-,133.9 kmph,First Owner,2018,Power,₹ 4.78 Lakh
648,2019 Renault Captur Platine Dual Tone Petrol,"26,415 kms • Petrol • Manual",1498 ,13.87,5,Maroon,104.55,Disc,Drum,392,1626 ,1813 ,4329 ,-,-,First Owner,2019,Power,₹ 9.79 Lakh
649,2011 Maruti Wagon R VXI BS IV,"37,609 kms • Petrol • Manual",998 ,18.9,5,Brown,67.1,Ventilated Disc,Drum,-,1700,1495,3595,1350,-,First Owner,2011,Power,₹ 3.13 Lakh
650,2018 Tata Tiago 1.2 Revotron XZ,"95,240 kms • Petrol • Manual",1199 ,23.84,5,White,84,Disc,Drum,242-litres,1535,1647,3746,-,150 kmph,First Owner,2018,Power,₹ 5.55 Lakh
651,2018 Maruti Vitara Brezza ZDi Plus AMT,"39,421 kms • Diesel • Automatic",1248 ,24.3,5,Grey,88.5,Ventilated Disc,Drum,328-litres,1640,1790,3995,1680,172 kmph,First Owner,2018,Power,₹ 10.10 Lakh
652,2018 Volkswagen Polo GT TSI,"63,000 kms • Petrol • Automatic",1197 ,17.21,5,Grey,103.5,Disc,Drum,280,1469,1682,3971,1580 ,177.22 kmph,First Owner,2018,Power,₹ 9.45 Lakh
653,2013 Mahindra Ssangyong Rexton RX7,"62,000 kms • Diesel • Automatic",2696 ,11.18,7,White,184,Ventilated Disc,Disc,475-litres,1840,1900,4755,-,194 Kmph,First Owner,2013,Power,₹ 9.75 Lakh
654,2012 Toyota Innova 2.5 VX 7 STR,"2,35,000 kms • Diesel • Manual",2494 ,12.8,7,Silver,102,Ventilated Disc,Drum,-,"1,755 ","1,770 ","4,580 ",2300 ,151 kmph,Fourth Owner,2012,Power,₹ 7.50 Lakh
655,2016 Audi A8 L 50 TDI Quattro Premium Plus,"27,000 kms • Diesel • Automatic",2967 ,16.77,4,White,246.74,Disc,Disc,480-litres,1471,1949,5265,2585,250 Kmph,First Owner,2016,Power,₹ 50.50 Lakh
656,2020 Hyundai Creta SX,"23,126 kms • Petrol • Manual",1497 ,-,5,Grey,113.18,Disc,Disc,-,1635,1790,4300,-,-,First Owner,2020,Power,₹ 15.75 Lakh
657,2020 Mercedes-Benz C-Class Progressive C 220d,"20,000 kms • Diesel • Automatic",1950 ,12.6,5,White,194,Disc,Disc,480-litres,1442,2020,4686,2165 Kg,240 Kmph,First Owner,2020,Power,₹ 46.50 Lakh
658,2020 Hyundai Venue SX Turbo,"17,884 kms • Petrol • Manual",998 ,18.27,5,Grey,118.35,Disc,Drum,350,1605 ,1770 ,3995 ,-,-,First Owner,2020,Electric,₹ 10.55 Lakh
659,2018 Lexus NX 300h Luxury,"37,000 kms • Petrol • Automatic",2499 ,18.32,5,White,194.37,Ventilated Disc,Disc,475,1645,1845,4640,2395Kg,180Kmph,First Owner,2018,Power,₹ 45.50 Lakh
660,2018 Hyundai EON Magna Plus,"86,118 kms • Petrol • Manual",814 ,21.1,5,White,55.2,Disc,Drum,215-litres,1500,1550,3495,-,135 Kmph,Second Owner,2018,Power,₹ 3.52 Lakh
661,2019 Hyundai Grand i10 1.2 Kappa Sportz Option AT,"23,015 kms • Petrol • Automatic",1197 ,18.9,5,Grey,81.86,Disc,Drum,256,1520,1660,3765,-,165 Kmph,Second Owner,2019,Power,₹ 7.09 Lakh
662,2019 Maruti Swift Dzire AMT ZXI Plus,"35,032 kms • Petrol • Automatic",1197 ,21.21,5,Blue,81.80,Disc,Drum,378,1515,1735,3995,1315Kg,-,First Owner,2019,Power,₹ 8.63 Lakh
663,2012 Maruti Swift VDI,"47,755 kms • Diesel • Manual",1248 ,22.9,5,Maroon,74,Ventilated Disc,Drum,232-litres,1530,1695,3850,1505,158km/hr,First Owner,2012,Power,₹ 4.94 Lakh
664,2021 Toyota Yaris G,"17,810 kms • Petrol • Manual",1496 ,17.1,5,White,105.94,Disc,Drum,476,1495,1730,4425,1580,-,Second Owner,2021,Power,₹ 11.43 Lakh
665,2014 Maruti Swift RS VXI,"32,942 kms • Petrol • Manual",1197 ,18.6,5,Grey,85.8,Ventilated Disc,Drum,232-litres,1530,1695,3850,1415,160km/hr,First Owner,2014,Power,₹ 5.31 Lakh
666,2018 Hyundai i20 Petrol CVT Asta,"64,550 kms • Petrol • Automatic",1197 ,17.4,5,Orange,81.86,Disc,Drum,285-litres,1505,1734,3985,-,151.11 kmph,First Owner,2018,Power,₹ 7.30 Lakh
667,2021 Toyota Yaris G,"20,699 kms • Petrol • Manual",1496 ,17.1,5,White,105.94,Disc,Drum,476,1495,1730,4425,1580,-,First Owner,2021,Power,₹ 11.63 Lakh
668,2020 Renault KWID Climber 1.0 AMT Opt,"45,503 kms • Petrol • Automatic",999 ,22,5,Blue,67,Disc,Drum,279,1490,1579,3731,-,-,First Owner,2020,Electric,₹ 5.51 Lakh
669,2017 Mahindra XUV500 W6 2WD,"60,108 kms • Diesel • Manual",2179 ,16,7,Silver,140,Disc,Disc,720-litres,1785,1890,4585,2510,185 Kmph,Second Owner,2017,Power,₹ 11.05 Lakh
670,2018 Maruti Wagon R VXI BS IV,"62,085 kms • Petrol • Manual",998 ,20.51,5,Silver,67.04,Ventilated Disc,Drum,180-liters,1700,1495,3599,1350,152 kmph,First Owner,2018,Power,₹ 4.46 Lakh
671,2019 Tata Nexon 1.2 Revotron XZA Plus,"28,112 kms • Petrol • Automatic",1198 ,17,5,Grey,108.5,Disc,Drum,350,1607,1811,3994,-,154.19 kmph,Second Owner,2019,Power,₹ 9.49 Lakh
672,2011 BMW 5 Series 525d,"89,000 kms • Diesel • Automatic",1995 ,16.73,5,Silver,218,Ventilated discs,Ventilated discs,520 liters,1468,1846,4841,2315,236km/hr,Second Owner,2011,Power,₹ 13.75 Lakh
673,2010 Honda City 1.5 V AT,"78,352 kms • Petrol • Automatic",1497 ,16.8,5,Silver,"118PS at 6,600 rpm",Disc,Drum,506 litres,1480 ,1695 ,4420 ,-,-,First Owner,2010,Power,₹ 4.60 Lakh
674,2011 Toyota Corolla Altis G,"1,20,254 kms • Petrol • Manual",1798 ,14.53,5,Silver,138.1,Ventilated Disc,Solid Disc,475-litres,1475,1776,4620,-,205km/hr,First Owner,2011,Power,₹ 4.70 Lakh
675,2010 Toyota Innova 2.5 G4 Diesel 7-seater,"1,20,000 kms • Diesel • Manual",2494 ,12.8,7,Silver,102,Ventilated Disc,Drum,-,"1,755 ","1,770 ","4,580 ",2300 ,151 kmph,Second Owner,2010,Power,₹ 6 Lakh
676,2012 Hyundai Verna 1.6 SX,"60,000 kms • Diesel • Manual",1582 ,22.32,5,Silver,126.32,Disc,Disc,465-litre,1475,1700,4370,-,190km/hr,Third Owner,2012,Power,₹ 4.12 Lakh
677,2008 Maruti Wagon R LX Minor Duo LPG,"1,10,000 kms • LPG • Manual",1061 ,-,5,Black,67,Ventilated Disc,Drum,-,1700,1495,3595,1350,-,Second Owner,2008,Power,₹ 1.87 Lakh
678,2011 Maruti Eeco 5 Seater AC BSIV,"1,00,000 kms • Petrol • Manual",1196 ,15.37,5,Blue,73,Ventilated Disc,Drum,540-liters,1800,1475,3675,1510,145 Kmph,Fourth Owner,2011,Manual,₹ 2 Lakh
679,2017 Toyota Fortuner 2.8 2WD AT,"1,20,000 kms • Diesel • Automatic",2755 ,12.9,7,Grey,174.5,Ventilated Disc,Ventilated Disc,-,1835,1855,4795,2610Kg,-,First Owner,2017,Power,₹ 32 Lakh
680,2017 Hyundai Verna 1.6 VTVT SX Option,"38,225 kms • Petrol • Manual",1591 ,17.01,5,Maroon,121.3,Disc,Drum,465-litres,1475,1700,4375,-,196 Kmph,First Owner,2017,Power,₹ 9.63 Lakh
681,2017 Maruti Swift Dzire VXI,"30,437 kms • Petrol • Manual",1197 ,20.85,5,Brown,83.14,Ventilated Disc,Drum,320-liters,1555,1695,3995,1415,158 Kmph,First Owner,2017,Power,₹ 6.21 Lakh
682,2012 Honda Brio S Option MT,"85,367 kms • Petrol • Manual",1198 ,18.4,5,Grey,86.8,Disc,Drum,-,1500,1680,3610,-,-,First Owner,2012,Power,₹ 3.28 Lakh
683,2016 Skoda Octavia 1.8 TSI AT Style Plus,"92,552 kms • Petrol • Automatic",1798 ,15.1,5,White,177,Disc,Disc,590-liters,1476,1814,4670,1860,220 Kmph,First Owner,2016,Power,₹ 12.17 Lakh
684,2017 Honda Jazz 1.2 V i VTEC,"45,774 kms • Petrol • Manual",1199 ,18.7,5,Black,88.7,Disc,Drum,354-litres,1544,1694,3955,-,172 Kmph,First Owner,2017,Power,₹ 6.67 Lakh
685,2015 Hyundai EON Magna Plus,"29,260 kms • Petrol • Manual",814 ,21.1,5,Red,55.2,Disc,Drum,215-litres,1500,1550,3495,-,135 Kmph,Second Owner,2015,Power,₹ 3.03 Lakh
686,2018 Renault KWID 1.0 AMT RXT,"73,694 kms • Petrol • Automatic",999 ,24.04,5,Red,67,Disc,Drum,300,1478,1579,3679,-,159.4 kmph,Second Owner,2018,Power,₹ 4.18 Lakh
687,2018 Hyundai i20 1.2 Asta Option,"18,182 kms • Petrol • Manual",1197 ,18.6,5,Orange,81.83,Disc,Drum,295-litres,1505,1734,3985,-,170 Kmph,First Owner,2018,Power,₹ 8.15 Lakh
688,2015 Maruti Celerio VXI AT,"65,017 kms • Petrol • Automatic",998 ,23.1,5,White,67.04,Ventilated Disc,Drum,235-litres,1565,1635,3715,1250,150 Kmph,First Owner,2015,Power,₹ 4.75 Lakh
689,2018 Hyundai Grand i10 1.2 Kappa Sportz BSIV,"27,670 kms • Petrol • Manual",1197 ,18.9,5,Black,81.86,Disc,Drum,256,1520,1660,3765,-,165 Kmph,Second Owner,2018,Power,₹ 5.65 Lakh
690,2020 Renault Duster RXZ Turbo,"48,964 kms • Petrol • Manual",1330 ,16.42,5,Silver,153.866,Disc,Drum,475,1695,1822,4360,-,-,First Owner,2020,Power,₹ 11.05 Lakh
691,2016 Renault KWID 1.0 RXT Optional AT 2016-2019,"46,374 kms • Petrol • Automatic",999 ,23.01,5,White,67,Disc,Drum,300,1478,1579,3679,-,155.8 kmph,First Owner,2016,Power,₹ 4.21 Lakh
692,2017 BMW 3 Series GT Luxury Line,"79,000 kms • Diesel • Automatic",1995 ,21.76,5,White,188,Disc,Disc,520,1508,1828,4824,-,226 Kmph,First Owner,2017,Power,₹ 36.50 Lakh
693,2015 Hyundai i20 Active 1.2 S,"60,000 kms • Petrol • Manual",1197 ,17.19,5,Brown,81.86,Disc,Drum,285-litres,1555,1760,3995,-,160 Kmph,Fourth Owner,2015,Power,₹ 6 Lakh
694,2005 Chevrolet Optra 1.6 LS,"1,00,000 kms • Petrol • Manual",1599 ,14.7,5,-,104 PS,Disc,Drum,-,1445,1725,4500,1655,177 kmph,Second Owner,2005,Power,"₹ 85,000"
695,2017 Honda Amaze S i-VTEC,"30,000 kms • Petrol • Manual",1198 ,17.8,5,Silver,86.7,Disc,Drum,400-litres,1505,1680,3990,-,140 Kmph,Third Owner,2017,Power,₹ 4.50 Lakh
696,2019 Toyota Innova Crysta 2.8 ZX AT BSIV,"35,135 kms • Diesel • Automatic",2755 ,11.36,7,White,171.5,Disc,Drum,-,1795,1830,4735,2450,-,Second Owner,2019,Power,₹ 26.95 Lakh
697,2016 Tata Safari Storme VX Varicor 400,"1,50,000 kms • Diesel • Manual",2179 ,14.1,7,Black,153.86,Ventilated Disc,Disc,981,1922 ,1965 ,4655 ,2570,160 Kmph,Second Owner,2016,Power,₹ 7 Lakh
698,2019 Mercedes-Benz GLC 220d 4MATIC,"50,000 kms • Diesel • Automatic",1950 ,-,5,Red,194,Disc,Disc,550-litres,1644,1890,4658,2500,215 kmph,First Owner,2019,Power,₹ 45.50 Lakh
699,2013 Chevrolet Cruze LTZ,"70,000 kms • Diesel • Manual",1998 ,17.3,5,Gray,163.7,Disc,Disc,-,1477,1788,4597,-,-,Third Owner,2013,Power,₹ 8 Lakh
700,2013 Hyundai i20 Magna Optional 1.2,"61,043 kms • Petrol • Manual",1197 ,18.5,5,Silver,82.9,Disc,Drum,-,1505,1710,3995,-,-,First Owner,2013,Power,₹ 4.53 Lakh
701,2019 Honda WR-V i-VTEC VX,"30,463 kms • Petrol • Manual",1199 ,17.5,5,Red,88.7,Ventilated Disc,Drum,363 Litres,1601,1734,3999,-,164.26 kmph,Second Owner,2019,Electric,₹ 7.90 Lakh
702,2016 Maruti Ciaz ZXi Plus,"46,835 kms • Petrol • Manual",1373 ,20.73,5,Silver,91.1,Ventilated Disc,Drum,510-litres,1485,1730,4490,1490,190 kmph,First Owner,2016,Power,₹ 7.23 Lakh
703,2018 Ford Ecosport Signature Edition Petrol BSIV,"24,412 kms • Petrol • Manual",1497 ,17,5,Blue,121.36,Ventilated Disc,Drum,352-litres,1647,1765,3998,1660Kg,-,Second Owner,2018,Power,₹ 10.32 Lakh
704,2014 Hyundai i20 Sportz 1.2,"76,059 kms • Petrol • Manual",1197 ,18.6,5,Blue,81.83,Disc,Drum,295-litres,1505,1734,3985,-,170 Kmph,Second Owner,2014,Power,₹ 4.57 Lakh
705,2010 Maruti Swift VXi BSIV,"62,452 kms • Petrol • Manual",1197 ,16.1,5,Blue,85ps,Ventilated Disc,Drum,232 litres,1530,1690,3760,1415,160 kmph,First Owner,2010,Power,₹ 3.44 Lakh
706,2015 Maruti Swift VXI,"89,662 kms • Petrol • Manual",1197 ,21.21,5,Grey,81.80,Disc,Drum,268,1530,1735,3840,1315,-,First Owner,2015,Electric,₹ 5.47 Lakh
707,2018 Hyundai i20 Active 1.2 S,"20,659 kms • Petrol • Manual",1197 ,17.19,5,White,81.86,Disc,Drum,285-litres,1555,1760,3995,-,160 Kmph,Second Owner,2018,Power,₹ 7.12 Lakh
708,2018 Maruti Alto K10 VXI Optional,"27,983 kms • Petrol • Manual",998 ,23.95,5,Orange,67.05,Ventilated Disc,Drum,177,1475,1515,3545,1210,145 Kmph,Second Owner,2018,Power,₹ 4.13 Lakh
709,2021 Maruti Baleno Alpha CVT,"18,953 kms • Petrol • Automatic",1197 ,19.56,5,Silver,81.80,Disc,Drum,339-litres,1510,1745,3995,1360,-,First Owner,2021,Electric,₹ 9.60 Lakh
710,2017 Maruti Alto K10 VXI Optional,"44,885 kms • Petrol • Manual",998 ,23.95,5,White,67.05,Ventilated Disc,Drum,177,1475,1515,3545,1210,145 Kmph,First Owner,2017,Power,₹ 4.15 Lakh
711,2019 Maruti Vitara Brezza ZDi Plus AMT,"27,371 kms • Diesel • Automatic",1248 ,24.3,5,Silver,88.5,Ventilated Disc,Drum,328-litres,1640,1790,3995,1680,172 kmph,Second Owner,2019,Power,₹ 10.18 Lakh
712,2016 Maruti Swift Dzire VDI Optional,"50,000 kms • Diesel • Manual",1248 ,26.59,5,Silver,74,Ventilated Disc,Drum,320-liters,1555,1695,3995,1505,169 Kmph,Second Owner,2016,Power,₹ 6.15 Lakh
713,2014 Tata Indica TDI LS,"1,10,000 kms • Diesel • Manual",1405 ,19.1,5,White,70,Disc,Drum,232-litres,1550,1695,3795,-,149 Kmph,Second Owner,2014,Power,₹ 1.94 Lakh
714,2009 Toyota Innova 2.5 G (Diesel) 7 Seater,"1,21,000 kms • Diesel • Manual",2494 ,12.99,7,Grey,100,Ventilated Disc,Leading-Trailing Drum,-,1760,1760,4585,2300,-,Second Owner,2009,Power,₹ 7.20 Lakh
715,2013 Hyundai i20 Sportz AT 1.4,"66,654 kms • Petrol • Automatic",1396 ,15,5,White,98.6,Disc,Disc,-,1505,1710,3995,-,-,First Owner,2013,Power,₹ 3.60 Lakh
716,2019 MG Hector Sharp DCT,"22,000 kms • Petrol • Automatic",1451 ,13.96,5,Grey,141,Disc,Disc,587,1760,1835,4655,-,-,First Owner,2019,-,₹ 17.95 Lakh
717,2015 Volkswagen Polo 1.2 MPI Highline,"75,000 kms • Petrol • Manual",1198 ,16.47,5,Grey,74,Disc,Drum,280-liters,1469,1682,3971,1520,165 kmph,First Owner,2015,Power,₹ 5.90 Lakh
718,2022 Hyundai Venue SX Plus Turbo DCT,"19,000 kms • Petrol • Automatic",998 ,18.15,5,White,118.35,Disc,Drum,350,1605 ,1770 ,3995 ,-,-,First Owner,2022,Electric,₹ 13.75 Lakh
719,2011 BMW 5 Series 530d,"80,000 kms • Diesel • Automatic",2993 ,16.2,5,Black,258,Ventilated discs,Ventilated discs,520 liters,1468,2094,4899,2330,250km/hr,First Owner,2011,Power,₹ 11 Lakh
720,2017 Maruti Celerio VXI,"26,443 kms • Petrol • Manual",998 ,23.1,5,Grey,67.04,Ventilated Disc,Drum,235-litres,1565,1635,3715,1250,150 Kmph,First Owner,2017,Power,₹ 4.95 Lakh
721,2018 Maruti Swift AMT ZXI,"62,998 kms • Petrol • Automatic",1197 ,21.21,5,White,81.80,Disc,Drum,268,1530,1735,3840,1315,-,First Owner,2018,Electric,₹ 7.56 Lakh
722,2015 Maruti Celerio ZXI AT,"39,506 kms • Petrol • Automatic",998 ,23.1,5,Silver,67.04,Ventilated Disc,Drum,235-litres,1565,1635,3715,1250,150 Kmph,First Owner,2015,Power,₹ 4.56 Lakh
723,2019 Maruti Swift Dzire AMT VXI,"23,676 kms • Petrol • Automatic",1197 ,21.21,5,Maroon,81.80,Disc,Drum,378,1515,1735,3995,1315Kg,-,Second Owner,2019,Power,₹ 7.06 Lakh
724,2018 Hyundai Creta 1.6 VTVT E Plus,"54,830 kms • Petrol • Manual",1591 ,15.29,5,Black,121.3,Disc,Drum,400-litres,1630,1780,4270,-,165 Kmph,Second Owner,2018,Power,₹ 9.02 Lakh
725,2016 Hyundai i10 Sportz 1.1L,"38,906 kms • Petrol • Manual",1086 ,19.81,5,Red,68.05,Ventilated Disc,Drum,225-litres,1550,1595,3585,-,165 Kmph,First Owner,2016,Power,₹ 4.28 Lakh
726,2018 Hyundai Verna VTVT 1.4 EX,"46,286 kms • Petrol • Manual",1368 ,19.1,5,Brown,98.6,Disc,Drum,480,1475,1729,4440,-,-,First Owner,2018,Power,₹ 8.70 Lakh
