,Endine_disp,Milage_in_km/ltr,Seating_cap,color,Max_power,front_brake_type,rear_brake_type,cargo_volume,height,width,length,Gross_Weight,top_speed,Ownership,Steering_Type,Car_price,Brand,Model,Running_kms,Fuel_type,Gear_Transmission,Car_age
273,998.0,23.1,5.0,Maroon,67.04,Ventilated Disc,Drum,235.0,1565.0,1635.0,3715.0,1250.0,150.0,First Owner,Power,440000.00000000006,maruti,celerio vxi at,69408.0, Petrol , Automatic,9.0
274,1497.0,17.4,5.0,White,117.6,Ventilated Disc,Drum,510.0,1495.0,1695.0,4440.0,1436.0,189.0,First Owner,Power,894999.9999999999,honda,city i-vtec v,25946.0, Petrol , Manual,5.0
275,1248.0,14.5,5.0,White,94.68,Disc,Drum,350.0,1535.0,1735.0,3995.0,1580.0,170.0,First Owner,Power,1350000.0,honda,city 1.5 gxi cvt,9955.0, Petrol , Automatic,2.0
276,1995.0,21.76,5.0,Grey,188.0,Disc,Disc,520.0,1508.0,1828.0,4824.0,1580.0,226.0,First Owner,Power,3695000.0000000005,bmw,3 series gt luxury line,38703.0, Diesel , Automatic,6.0
277,1197.0,16.95,5.0,Red,78.9,Ventilated Disc,Drum,350.0,1550.0,1595.0,3585.0,1580.0,170.0,First Owner,Power,412000.0,hyundai,i10 sportz at,41439.0, Petrol , Automatic,11.0
278,1198.0,17.0,5.0,Blue,108.5,Disc,Drum,350.0,1607.0,1811.0,3994.0,1580.0,154.0,First Owner,Power,869000.0,tata,nexon 1.2 revotron xz plus,27725.0, Petrol , Manual,5.0
279,1197.0,20.5,5.0,Grey,81.86,Disc,Drum,350.0,1520.0,1680.0,3995.0,1580.0,170.0,First Owner,Electric,910000.0,hyundai,aura sx option,4281.0, Petrol , Manual,1.0
280,2179.0,16.0,7.0,White,140.0,Disc,Disc,720.0,1785.0,1890.0,4585.0,2510.0,185.0,First Owner,Power,1300000.0,mahindra,xuv500 w10 awd,55000.0, Diesel , Manual,7.0
281,1199.0,18.3,5.0,White,88.5,Disc,Drum,420.0,1498.0,1695.0,3995.0,1580.0,170.0,First Owner,Electric,1047000.0000000001,honda,amaze vx cvt,4253.0, Petrol , Automatic,1.0
282,1197.0,20.36,5.0,Golden,78.9,Ventilated Disc,Drum,350.0,1550.0,1595.0,3585.0,1580.0,170.0,First Owner,Power,325000.0,hyundai,i10 sportz,47448.0, Petrol , Manual,12.0
283,1197.0,24.43,5.0,White,88.5,Disc,Drum,341.0,1675.0,1620.0,3655.0,1340.0,170.0,Second Owner,Power,752000.0,maruti,wagon r zxi plus at dual tone,8855.0, Petrol , Automatic,1.0
284,1591.0,15.8,5.0,Orange,121.3,Disc,Drum,400.0,1665.0,1780.0,4270.0,1580.0,170.0,Second Owner,Power,944999.9999999999,hyundai,creta 1.6 e plus,23561.0, Petrol , Manual,5.0
285,1197.0,21.21,5.0,Grey,81.8,Disc,Drum,268.0,1530.0,1735.0,3840.0,1315.0,170.0,First Owner,Electric,507000.0,maruti,swift vxi,33365.0, Petrol , Manual,8.0
286,1199.0,18.7,5.0,Orange,88.7,Disc,Drum,354.0,1544.0,1694.0,3955.0,1580.0,172.0,First Owner,Power,600000.0,honda,jazz 1.2 v i vtec,52720.0, Petrol , Manual,8.0
287,1497.0,20.0,5.0,White,115.0,Disc,Disc,259.0,1627.0,1821.0,3995.0,1580.0,175.0,First Owner,Power,1345000.0,mahindra,xuv300 w8 amt optional diesel bsiv,9384.0, Diesel , Automatic,4.0
288,998.0,18.15,5.0,Grey,118.35,Disc,Drum,350.0,1605.0,1770.0,3995.0,1580.0,170.0,First Owner,Electric,1285000.0,hyundai,venue sx plus turbo dct,28593.0, Petrol , Automatic,2.0
289,1498.0,20.34,5.0,White,103.2,Disc,Drum,454.0,1466.0,1699.0,4384.0,1750.0,186.0,First Owner,Power,725000.0,volkswagen,vento 1.5 tdi highline,61621.0, Diesel , Manual,8.0
290,1969.0,17.2,7.0,Black,215.90699999999987,Disc,Disc,300.0,1776.0,2060.0,4903.0,1580.0,180.0,First Owner,Power,6495000.0,volvo,xc 90 d5 inscription,44000.0, Diesel , Automatic,4.0
291,1451.0,13.96,5.0,White,141.0,Disc,Disc,587.0,1760.0,1835.0,4655.0,1580.0,170.0,First Owner,Power,1745000.0,mg,hector sharp dct,19000.0, Petrol , Automatic,3.0
292,1197.0,19.1,5.0,Red,82.0,Disc,Drum,407.0,1520.0,1660.0,3995.0,1580.0,172.0,First Owner,Power,499000.0,hyundai,xcent 1.2 kappa s,26083.0, Petrol , Manual,7.0
293,2354.0,12.8,5.0,White,177.6,Multilateral Disc,Disc,350.0,1475.0,1845.0,4903.0,1580.0,170.0,Second Owner,Power,675000.0,honda,accord 2.4 m/t,74000.0, Petrol , Manual,10.0
294,1462.0,19.01,6.0,White,103.2,Ventilated Disc,Drum,209.0,1700.0,1775.0,4445.0,1730.0,170.0,First Owner,Power,1099000.0,maruti,xl6 zeta,45359.0, Petrol , Manual,3.0
295,2179.0,16.0,7.0,Grey,140.0,Disc,Disc,720.0,1785.0,1890.0,4585.0,2510.0,185.0,First Owner,Power,1550000.0,mahindra,xuv500 at w10 awd,65000.0, Diesel , Automatic,6.0
296,1197.0,19.1,5.0,Red,82.0,Disc,Drum,407.0,1520.0,1660.0,3995.0,1580.0,172.0,First Owner,Power,499000.0,hyundai,xcent 1.2 kappa s,26083.0, Petrol , Manual,7.0
297,1997.0,18.6,4.0,Black,150.0,Disc,Drum,350.0,1844.0,1855.0,3985.0,1580.0,170.0,Second Owner,Power,1616000.0,mahindra,thar lx 4-str hard top at,13231.0, Petrol , Automatic,2.0
298,796.0,22.05,5.0,Black,47.33,Disc,Drum,350.0,1475.0,1515.0,3445.0,1185.0,170.0,Second Owner,Power,401999.99999999994,maruti,alto 800 vxi,17055.0, Petrol , Manual,4.0
299,1493.0,20.8,5.0,Black,113.43,Disc,Disc,433.0,1645.0,1800.0,4315.0,1580.0,170.0,First Owner,Electric,1342000.0,kia,seltos htk plus d,36950.0, Diesel , Manual,2.0
300,998.0,18.27,5.0,Blue,118.35,Disc,Drum,350.0,1605.0,1770.0,3995.0,1580.0,170.0,First Owner,Power,1099000.0,hyundai,venue sx turbo bsiv,33764.0, Petrol , Manual,3.0
301,999.0,18.2,7.0,White,71.01,Disc,Drum,84.0,1643.0,1739.0,3991.0,1580.0,170.0,First Owner,Electric,793000.0,renault,triber rxz easy-r amt,7697.0, Petrol , Automatic,3.0
302,2179.0,15.1,7.0,White,152.87,Ventilated Disc,Disc,350.0,1785.0,1890.0,4585.0,2510.0,170.0,First Owner,Power,1973999.9999999998,mahindra,xuv500 w11 option at bsiv,15063.0, Diesel , Automatic,3.0
303,1197.0,18.6,5.0,Grey,85.8,Ventilated Disc,Drum,232.0,1530.0,1695.0,3850.0,1415.0,160.0,First Owner,Power,524000.0,maruti,swift vxi,23739.0, Petrol , Manual,11.0
304,1248.0,24.3,5.0,Silver,88.5,Ventilated Disc,Drum,328.0,1640.0,1790.0,3995.0,1680.0,172.0,First Owner,Power,1099000.0,maruti,vitara brezza zdi amt,40812.0, Diesel , Automatic,5.0
305,998.0,26.029999999999998,5.0,Grey,55.92,Disc,Drum,350.0,1675.0,1620.0,3655.0,1340.0,170.0,First Owner,Power,700000.0,maruti,wagon r lxi cng,16545.0, CNG , Manual,1.0
306,1396.0,21.9,5.0,Golden,88.76,Disc,Disc,350.0,1505.0,1710.0,3995.0,1580.0,170.0,Second Owner,Power,409999.99999999994,hyundai,i20 sportz 1.4 crdi,80000.0, Diesel , Manual,10.0
307,1248.0,22.9,5.0,White,74.0,Ventilated Disc,Drum,350.0,1530.0,1695.0,3850.0,1505.0,170.0,Second Owner,Power,525000.0,maruti,swift zdi,55000.0, Diesel , Manual,10.0
308,1199.0,17.57,5.0,Blue,118.36,Disc,Drum,350.0,1606.0,1811.0,3993.0,1580.0,170.0,First Owner,Power,1099000.0,tata,nexon xz plus s 2020-2022,42732.0, Petrol , Manual,3.0
309,1991.0,15.0,5.0,Grey,194.4,Ventilated Disc,Disc,540.0,1494.0,1860.0,4903.0,1580.0,236.0,First Owner,Electric,4200000.0,mercedes-benz,e-class exclusive e 200,90000.0, Petrol , Automatic,6.0
310,2143.0,17.9,5.0,White,201.15,Ventilated Disc,Ventilated Disc,690.0,1796.0,2060.0,4819.0,2510.0,212.0,First Owner,Power,4675000.0,mercedes-benz,gle 250d,28000.0, Diesel , Automatic,7.0
311,1461.0,19.87,5.0,Silver,83.8,Ventilated Disc,Drum,475.0,1695.0,1822.0,4315.0,1766.0,156.0,First Owner,Power,585000.0,renault,duster 85ps diesel rxe,51000.0, Diesel , Manual,9.0
312,1497.0,17.7,5.0,Starry Night,113.18,Disc,Drum,350.0,1475.0,1729.0,4440.0,1580.0,170.0,First Owner,Electric,1175000.0,hyundai,verna sx,20593.0, Petrol , Manual,3.0
313,2494.0,12.99,7.0,Silver,100.6,Ventilated Disc,Leading-Trailing Drum,300.0,1760.0,1765.0,4585.0,2300.0,155.0,Third Owner,Power,965000.0,toyota,innova 2.5 vx (diesel) 7 seater,120165.09999999999, Diesel , Manual,11.0
314,1199.0,18.2,5.0,Maroon,88.7,Disc,Drum,354.0,1544.0,1694.0,3955.0,1580.0,172.0,First Owner,Power,745000.0,honda,jazz v cvt,48000.0, Petrol , Automatic,6.0
315,1956.0,16.3,5.0,White,170.63,Disc,Disc,408.0,1640.0,1818.0,4395.0,1580.0,170.0,First Owner,power,2650000.0,jeep,compass 2.0 limited plus 4x4,17953.0, Diesel , Manual,3.0
316,1199.0,19.01,5.0,Blue,84.82,Disc,Drum,350.0,1535.0,1677.0,3765.0,1580.0,170.0,First Owner,Electric,625000.0,tata,tiago xt,35544.0, Petrol , Manual,3.0
317,998.0,26.029999999999998,5.0,Grey,55.92,Disc,Drum,350.0,1675.0,1620.0,3655.0,1340.0,170.0,First Owner,Power,767000.0,maruti,wagon r vxi cng,3994.15, CNG , Manual,1.0
318,1197.0,19.1,5.0,Grey,85.8,Ventilated Disc,Drum,350.0,1555.0,1695.0,3995.0,1415.0,170.0,First Owner,Power,522000.0,maruti,swift dzire regal,26780.0, Petrol , Manual,10.0
319,1199.0,23.84,5.0,Orange,84.0,Disc,Drum,242.0,1535.0,1647.0,3746.0,1580.0,150.0,First Owner,Power,525000.0,tata,tiago 1.2 revotron xz wo alloy,25475.0, Petrol , Manual,7.0
320,1968.0,15.73,5.0,Blue,174.33,Ventilated Disc,Drum,460.0,1608.0,2019.0,4385.0,2185.0,212.0,Second Owner,Power,2295000.0,audi,q3 35 tdi quattro premium,46281.0, Diesel , Automatic,8.0
321,1197.0,21.21,5.0,Blue,81.8,Disc,Drum,268.0,1530.0,1735.0,3840.0,1315.0,170.0,First Owner,Electric,759000.0,maruti,swift amt vxi,9335.0, Petrol , Automatic,4.0
322,1197.0,18.9,5.0,Blue,81.86,Disc,Drum,256.0,1520.0,1660.0,3765.0,1580.0,165.0,Second Owner,Power,601000.0,hyundai,grand i10 1.2 kappa asta,8366.0, Petrol , Manual,6.0
323,1197.0,22.0,5.0,White,81.8,Disc,Drum,268.0,1530.0,1735.0,3840.0,1315.0,170.0,First Owner,Power,580000.0,maruti,swift zxi bsiv,28424.0, Petrol , Manual,9.0
324,1497.0,17.3,8.0,White,121.0,Disc,Disc,190.0,1774.0,1866.0,4585.0,1580.0,145.0,First Owner,Power,1385000.0,mahindra,marazzo m8 8str,43993.0, Diesel , Manual,4.0
325,1197.0,18.9,5.0,Blue,81.86,Disc,Drum,256.0,1520.0,1660.0,3765.0,1580.0,165.0,First Owner,Power,601000.0,hyundai,grand i10 1.2 kappa sportz bsiv,30491.0, Petrol , Manual,4.0
326,1999.0,16.38,5.0,Blue,177.0,Disc,Disc,508.0,1651.0,2060.0,4731.0,2460.0,208.0,First Owner,Power,4800000.0,jaguar,f-pace prestige 2.0 awd,35000.0, Diesel , Automatic,6.0
327,1497.0,14.8,5.0,Red,121.36,Ventilated Disc,Drum,352.0,1647.0,1765.0,3998.0,1705.0,171.0,Second Owner,Power,965000.0,ford,ecosport 1.5 petrol titanium plus at bsiv,29846.0, Petrol , Automatic,5.0
328,2143.0,19.27,5.0,Silver,170.0,Disc,Disc,480.0,1442.0,2020.0,4686.0,2135.0,233.0,First Owner,Power,1590000.0,mercedes-benz,c-class c 220 cdi avantgarde,58500.0, Diesel , Automatic,10.0
329,1497.0,18.0,5.0,Red,117.3,Disc,Drum,510.0,1495.0,1695.0,4440.0,1580.0,195.0,Third Owner,Power,695000.0,honda,city i vtec cvt vx,77302.0, Petrol , Automatic,8.0
330,2354.0,11.5,5.0,Black,152.0,Ventilated Disc,262mm Disc & Drum Combination,350.0,1710.0,1780.0,4610.0,1580.0,182.0,First Owner,Power,985000.0,honda,cr-v 2.4 mt,83150.0, Petrol , Manual,11.0
331,999.0,18.97,5.0,White,108.62,Disc,Drum,460.0,1466.0,1699.0,4413.0,1670.0,170.0,First Owner,Power,1185000.0,skoda,rapid 1.0 tsi style,13025.0, Petrol , Manual,2.0
332,1997.0,18.6,4.0,Red,150.0,Disc,Drum,350.0,1844.0,1855.0,3985.0,1580.0,170.0,First Owner,Power,1698999.9999999998,mahindra,thar lx 4-str hard top at,19586.0, Petrol , Automatic,2.0
333,1497.0,14.8,5.0,White,121.36,Ventilated Disc,Drum,352.0,1647.0,1765.0,3998.0,1705.0,171.0,First Owner,Power,999000.0,ford,ecosport 1.5 petrol titanium plus at bsiv,49461.0, Petrol , Automatic,5.0
334,1498.0,22.77,5.0,Red,98.59,Ventilated Disc,Drum,346.0,1708.0,1765.0,3999.0,1580.0,182.0,First Owner,Power,825000.0,ford,ecosport 1.5 tdci titanium bsiv,42164.0, Diesel , Manual,7.0
335,1998.0,16.13,5.0,White,215.90699999999987,Disc,Disc,480.0,1429.0,1811.0,4824.0,1580.0,236.0,First Owner,Power,5800000.0,bmw,3 series 330i m sport,5000.0, Petrol , Automatic,2.0
336,1197.0,18.9,5.0,Blue,81.86,Disc,Drum,256.0,1520.0,1660.0,3765.0,1580.0,165.0,First Owner,Power,675000.0,hyundai,grand i10 1.2 kappa sportz option at,30832.0, Petrol , Automatic,6.0
337,1197.0,19.1,5.0,White,85.8,Ventilated Disc,Drum,320.0,1555.0,1695.0,3995.0,1415.0,169.0,Second Owner,Power,519000.00000000006,maruti,swift dzire vxi,27814.0, Petrol , Manual,9.0
338,999.0,24.04,5.0,Blue,67.0,Disc,Drum,300.0,1478.0,1579.0,3679.0,1580.0,135.0,First Owner,Power,478000.0,renault,kwid climber 1.0 amt,37143.0, Petrol , Automatic,5.0
339,1373.0,20.73,5.0,Maroon,91.1,Ventilated Disc,Drum,510.0,1485.0,1730.0,4490.0,1490.0,190.0,First Owner,Power,678000.0,maruti,ciaz zxi,41085.0, Petrol , Manual,8.0
340,2179.0,17.6,7.0,Grey,153.86,Disc,Disc,128.0,1785.0,1900.0,4788.0,1580.0,170.0,Second Owner,Power,1475000.0,tata,hexa xta,46827.0, Diesel , Automatic,6.0
341,999.0,20.5,5.0,Blue,98.63,Disc,Drum,405.0,1605.0,1750.0,3991.0,1580.0,170.0,First Owner,Electric,890000.0,renault,kiger rxz turbo,13501.0, Petrol , Manual,2.0
342,1086.0,19.81,5.0,Red,68.05,Ventilated Disc,Drum,225.0,1550.0,1595.0,3585.0,1580.0,165.0,Second Owner,Power,400000.0,hyundai,i10 sportz 1.1l,50097.0, Petrol , Manual,8.0
343,1799.0,16.5,5.0,White,139.46,Disc,Disc,430.0,1433.0,1799.0,4656.0,1580.0,170.0,First Owner,Power,1654000.0,honda,civic vx,20138.0, Petrol , Automatic,4.0
344,1598.0,14.3,5.0,Red,103.2,Disc,Drum,460.0,1466.0,1699.0,4413.0,1710.0,185.0,Second Owner,Power,1145000.0,skoda,rapid monte carlo 1.6 mpi at bsiv,25268.0, Petrol , Automatic,4.0
345,998.0,23.95,5.0,Blue,67.05,Ventilated Disc,Drum,177.0,1475.0,1515.0,3545.0,1210.0,145.0,First Owner,Power,375000.0,maruti,alto k10 vxi optional,11560.0, Petrol , Manual,6.0
346,1497.0,18.0,5.0,White,117.6,Ventilated Disc,Drum,510.0,1495.0,1695.0,4440.0,1482.0,178.0,First Owner,Power,1175000.0,honda,city i-vtec cvt zx,48180.0, Petrol , Automatic,5.0
347,1498.0,14.82,5.0,White,108.49,Disc,Disc,350.0,1650.0,1809.0,4323.0,1580.0,170.0,First Owner,Electronic,1795000.0,mg,astor savvy cvt,8229.0, Petrol , Automatic,1.0
348,999.0,22.0,5.0,Silver,67.0,Disc,Drum,279.0,1474.0,1579.0,3731.0,1580.0,170.0,First Owner,Electric,575000.0,renault,kwid 1.0 rxt amt opt,18381.0, Petrol , Automatic,2.0
349,1197.0,22.0,5.0,White,81.8,Disc,Drum,268.0,1530.0,1735.0,3840.0,1315.0,170.0,First Owner,Power,575000.0,maruti,swift vxi bsiv,46000.0, Petrol , Manual,8.0
350,2967.0,11.5,7.0,White,215.90699999999987,Ventilated Disc,Disc,680.0,1845.7999999999997,2060.0,4903.0,2510.0,222.0,First Owner,Power,6850000.0,mercedes-benz,gls 350d 4matic,102186.0, Diesel , Automatic,4.0
351,1998.0,14.82,5.0,Blue,189.08,Ventilated Disc,Ventilated Disc,350.0,1427.0,2060.0,4526.0,1580.0,236.0,First Owner,Power,4375000.0,bmw,2 series 220i m sport,13000.0, Petrol , Automatic,1.0
352,1968.0,16.65,5.0,Black,141.0,Disc,Disc,615.0,1672.0,1839.0,4486.0,2250.0,170.0,First Owner,Electric,2595000.0,volkswagen,tiguan 2.0 tdi highline,46211.0, Diesel , Automatic,6.0
353,2143.0,15.0,5.0,Silver,204.0,Ventilated Disc,Disc,540.0,1474.0,2060.0,4879.0,2280.0,236.0,Second Owner,Power,2700000.0,mercedes-benz,e-class e250 edition e,62000.0, Diesel , Automatic,8.0
354,999.0,18.41,5.0,Red,113.98,Disc,Drum,385.0,1612.0,1760.0,4221.0,1670.0,170.0,First Owner,Electric,1585000.0,volkswagen,taigun 1.0 tsi highline at,5700.0, Petrol , Automatic,1.0
355,1995.0,18.88,5.0,Grey,184.0,Disc,Disc,480.0,1429.0,2031.0,4624.0,1580.0,235.0,Second Owner,Power,1700000.0,bmw,3 series 320d sport line,90000.0, Diesel , Automatic,10.0
356,1497.0,17.0,5.0,Silver,121.31,Ventilated Disc,Drum,352.0,1647.0,1765.0,3998.0,1660.0,170.0,Second Owner,Power,699000.0,ford,ecosport 1.5 petrol titanium bsiv,46179.0, Petrol , Manual,6.0
357,1194.0,18.5,5.0,Yellow,94.93,Ventilated Disc,Drum,257.0,1570.0,1737.0,3954.0,1580.0,170.0,First Owner,Electric,767000.0,ford,freestyle flair edition,24009.0, Petrol , Manual,3.0
358,1197.0,17.52,5.0,Black,81.86,Disc,Drum,350.0,1605.0,1770.0,3995.0,1580.0,170.0,First Owner,Electric,886999.9999999999,hyundai,venue s plus,14990.0, Petrol , Manual,2.0
359,999.0,20.08,5.0,White,113.98,Disc,Drum,385.0,1612.0,1760.0,4221.0,1650.0,170.0,First Owner,Electric,1493000.0,volkswagen,taigun 1.0 tsi topline,16472.0, Petrol , Manual,1.0
360,2179.0,15.1,7.0,White,152.87,Ventilated Disc,Disc,350.0,1785.0,1890.0,4585.0,2510.0,170.0,First Owner,Power,2075000.0,mahindra,xuv500 w11 option at,28000.0, Diesel , Automatic,2.0
361,998.0,18.9,5.0,Black,67.1,Ventilated Disc,Drum,350.0,1700.0,1480.25,3595.0,1350.0,170.0,First Owner,Power,267000.0,maruti,wagon r lxi bs iv,80715.0, Petrol , Manual,12.0
362,1248.0,26.029999999999998,5.0,White,74.0,Disc,Drum,268.0,1530.0,1735.0,3840.0,1405.0,172.0,First Owner,Power,617000.0,maruti,swift amt vdi,85967.0, Diesel , Automatic,5.0
363,1496.0,17.8,5.0,Black,105.94,Disc,Drum,476.0,1495.0,1730.0,4425.0,1580.0,170.0,First Owner,Power,1011000.0,toyota,yaris j cvt,8729.0, Petrol , Automatic,3.0
364,998.0,18.3,5.0,Grey,118.36,Disc,Drum,392.0,1642.0,1790.0,3995.0,1580.0,170.0,First Owner,Electric,1299000.0,kia,sonet gtx plus turbo dct,31155.0, Petrol , Automatic,2.0
365,1197.0,21.21,5.0,Blue,81.8,Disc,Drum,378.0,1515.0,1735.0,3995.0,1315.0,170.0,First Owner,Power,738000.0,maruti,swift dzire amt vxi,34708.0, Petrol , Automatic,6.0
366,2967.0,11.5,7.0,Silver,215.90699999999987,Ventilated Disc,Disc,680.0,1845.7999999999997,2060.0,4903.0,2510.0,222.0,First Owner,Power,8375000.0,mercedes-benz,gls 350d grand edition,18000.0, Diesel , Automatic,4.0
367,1956.0,16.35,5.0,Orange,167.67,Disc,Drum,425.0,1706.0,1894.0,4598.0,1580.0,170.0,First Owner,Power,1695000.0,tata,harrier xz,50000.0, Diesel , Manual,3.0
368,1199.0,17.5,5.0,CARNELIAN,88.7,Ventilated Disc,Drum,363.0,1601.0,1734.0,3999.0,1580.0,164.0,First Owner,Electric,799000.0,honda,wr-v i-vtec vx,28383.0, Petrol , Manual,6.0
369,1950.0,16.1,5.0,White,191.7,Ventilated Disc,Disc,540.0,1494.0,1860.0,4903.0,1580.0,236.0,First Owner,Electric,6200000.0,mercedes-benz,e-class expression e 220d,12000.0, Diesel , Automatic,3.0
370,1997.0,14.38,5.0,Black,215.90699999999987,Ventilated Disc,Ventilated Disc,508.0,1651.0,2060.0,4731.0,2460.0,217.0,First Owner,Power,5400000.0,jaguar,f-pace prestige 2.0 petrol,21000.0, Petrol , Automatic,4.0
371,1198.0,16.47,5.0,Silver,74.0,Disc,Drum,280.0,1483.0,1698.0,3987.0,1520.0,170.0,Second Owner,Power,600000.0,volkswagen,crosspolo 1.2 mpi,58000.0, Petrol , Manual,8.0
372,796.0,18.6,5.0,White,127.0,Disc,Drum,350.0,1606.0,1811.0,3993.0,1580.0,170.0,First Owner,Electric,1349000.0,tata,nexon ev prime xz plus,36366.0, Electric , Automatic,2.0
373,796.0,19.7,5.0,Silver,47.33,Disc,Drum,350.0,1460.0,1480.25,3495.0,1185.0,137.0,Second Owner,Power,210000.0,maruti,alto lxi bsiii,87000.0, Petrol , Manual,14.0
374,2967.0,17.42,5.0,Silver,215.90699999999987,Ventilated Disc,Ventilated Disc,520.0,1466.0,2060.0,4903.0,1580.0,236.0,First Owner,Power,5850000.0,bmw,5 series 530d m sport,25000.0, Diesel , Automatic,5.0
375,2184.0,18.6,4.0,Blue,130.0,Disc,Drum,350.0,1844.0,1855.0,3985.0,1580.0,170.0,First Owner,Power,1795000.0,mahindra,thar lx 4-str hard top diesel at,24000.0, Diesel , Automatic,2.0
376,1368.0,16.0,5.0,White,160.0,Disc,Disc,408.0,1640.0,1818.0,4395.0,1580.0,186.0,First Owner,Power,1675000.0,jeep,compass 1.4 limited option,35721.0, Petrol , Automatic,6.0
377,1353.0,16.5,5.0,Silver,138.08,Disc,Disc,433.0,1645.0,1800.0,4315.0,1580.0,170.0,First Owner,Electric,1905000.0,kia,seltos gtx plus,11524.0, Petrol , Manual,4.0
378,998.0,23.1,5.0,Blue,67.04,Ventilated Disc,Drum,235.0,1565.0,1635.0,3715.0,1250.0,150.0,First Owner,Power,533000.0,maruti,celerio zxi at optional,28026.0, Petrol , Automatic,6.0
379,1197.0,17.0,5.0,Black,80.0,Disc,Drum,295.0,1505.0,1710.0,3940.0,1580.0,170.0,First Owner,Power,381000.0,hyundai,i20 1.2 magna opt,91594.0, Petrol , Manual,12.0
380,1998.0,23.8,5.0,Blue,112.0,Disc,Drum,350.0,1561.0,1789.0,4097.0,1780.0,180.0,Third Owner,Power,1650000.0,mini,cooper d,39000.0, Diesel , Automatic,10.0
381,1197.0,18.6,5.0,Blue,85.8,Ventilated Disc,Drum,232.0,1530.0,1695.0,3850.0,1415.0,160.0,First Owner,Power,543000.0,maruti,swift rs vxi,58331.0, Petrol , Manual,9.0
382,999.0,20.08,5.0,White,113.98,Disc,Drum,385.0,1612.0,1760.0,4221.0,1650.0,170.0,First Owner,Electric,1436000.0,volkswagen,taigun 1.0 tsi topline,8122.0, Petrol , Manual,2.0
383,1496.0,17.8,5.0,Black,105.94,Disc,Drum,476.0,1495.0,1730.0,4425.0,1580.0,170.0,First Owner,Power,1087000.0,toyota,yaris g cvt,11805.0, Petrol , Automatic,4.0
384,1368.0,14.1,5.0,Silver,160.77,Disc,Disc,350.0,1640.0,1818.0,4405.0,1580.0,170.0,First Owner,Power,2695000.0,jeep,compass 1.4 limited opt dct,5233.0, Petrol , Automatic,1.0
385,999.0,20.5,5.0,Blue,98.63,Disc,Drum,405.0,1605.0,1750.0,3991.0,1580.0,170.0,First Owner,Electric,930000.0000000001,renault,kiger rxz turbo,27747.0, Petrol , Manual,2.0
386,1196.0,15.6,5.0,Silver,70.0,Ventilated Disc,Drum,284.0,1427.0,1680.0,3795.0,1580.0,148.0,First Owner,Power,350000.0,ford,figo petrol exi,71000.0, Petrol , Manual,9.0
387,1991.0,18.3,5.0,White,147.9,Disc,Disc,350.0,1477.0,1788.0,4597.0,1580.0,170.0,Second Owner,Power,484999.99999999994,chevrolet,cruze ltz,79000.0, Diesel , Manual,11.0
388,1248.0,24.3,5.0,Red,88.5,Ventilated Disc,Drum,328.0,1640.0,1790.0,3995.0,1680.0,172.0,First Owner,Power,844999.9999999999,maruti,vitara brezza ldi option,30333.0, Diesel , Manual,6.0
389,1591.0,17.01,5.0,Maroon,121.3,Disc,Drum,465.0,1475.0,1700.0,4375.0,1580.0,196.0,Second Owner,Power,484999.99999999994,hyundai,verna 1.6 ex vtvt,71000.0, Petrol , Manual,10.0
390,2967.0,14.2,7.0,Black,197.0,Disc,Disc,350.0,1837.0,1869.0,4903.0,1580.0,170.0,First Owner,Power,3750000.0,ford,endeavour titanium plus 4x4,50000.0, Diesel , Automatic,4.0
391,1998.0,14.39,5.0,Black,163.7,Disc,Disc,350.0,1477.0,1788.0,4597.0,1580.0,170.0,Second Owner,Power,650000.0,chevrolet,cruze ltz at,54000.0, Diesel , Automatic,9.0
392,1984.0,18.19,5.0,Brown,174.5,Disc,Disc,625.0,1483.0,1864.0,4861.0,2060.0,170.0,First Owner,Power,3165000.0,skoda,superb lk 2.0 tdi at,14819.0, Diesel , Automatic,3.0
393,1198.0,19.4,5.0,White,86.8,Disc,Drum,175.0,1500.0,1680.0,3610.0,1580.0,164.0,First Owner,Power,450000.0,honda,brio s mt,62000.0, Petrol , Manual,8.0
394,1197.0,21.4,5.0,Blue,83.1,Disc,Drum,339.0,1510.0,1745.0,3995.0,1340.0,180.0,First Owner,Power,615000.0,maruti,baleno 1.2 sigma,37000.0, Petrol , Manual,7.0
395,1199.0,18.6,5.0,Golden Brown,88.76,Disc,Drum,420.0,1501.0,1695.0,3995.0,1580.0,170.0,Second Owner,Electric,484999.99999999994,honda,amaze s petrol,28051.0, Petrol , Manual,7.0
396,2393.0,13.68,7.0,Burgundy,147.51,Disc,Drum,350.0,1795.0,1830.0,4735.0,2460.0,170.0,First Owner,Power,2650000.0,toyota,innova crysta 2.4 zx at,47000.0, Diesel , Automatic,3.0
397,1493.0,23.7,5.0,Grey,98.6,Disc,Drum,350.0,1605.0,1770.0,3995.0,1580.0,170.0,First Owner,Electric,1187000.0,hyundai,venue sx diesel sport,27440.0, Diesel , Manual,2.0
398,999.0,18.24,5.0,Blue,98.63,Disc,Drum,405.0,1605.0,1750.0,3991.0,1580.0,170.0,First Owner,Electric,1052000.0,renault,kiger rxz turbo cvt dt,15933.0, Petrol , Automatic,2.0
399,1197.0,20.36,5.0,Red,78.9,Ventilated Disc,Drum,350.0,1550.0,1595.0,3585.0,1580.0,170.0,Second Owner,Power,308000.0,hyundai,i10 sportz,71576.0, Petrol , Manual,11.0
